test_id	gene_id	block_id	equivalent_blocks	contrast	method	fitted_model	cell_types	n_cell_types	n_mice	n_samples	n_paths	median_effective_count	statistic	degrees_of_freedom	asymptotic_p_value	p_value	converged	null_concentration	celltype_logit_effects	max_celltype_logit_effect	permutation_count	permutation_p_value	valid_for_inference	fdr	calibration_bin	pooled_permutation_p_value	inference_eligible
ENSMUSG00000025477.15:B1|ASC_vs_ODC	ENSMUSG00000025477.15	ENSMUSG00000025477.15:B1	ENSMUSG00000025477.15:B1	ASC_vs_ODC	paired_dirichlet_multinomial	multinomial	ASC,ODC	2	3	6	3	2.891262825821838	0.1638649308723643	2	0.9213341784972068	0.4325120682088897	True	inf	[[0.5646012125942498, 0.4345760474747821]]	0.7124821894627972	50	0.2352941176470588	True	0.7720646745486693	0	0.4325120682088897	True
ENSMUSG00000027288.17:B1|EX_cerebellum_granule_vs_INH_migrating_interneuron	ENSMUSG00000027288.17	ENSMUSG00000027288.17:B1	ENSMUSG00000027288.17:B1,ENSMUSG00000027288.17:B2	EX_cerebellum_granule_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,INH_migrating_interneuron	2	5	10	2	22.563564401822333	0.9265925449036558	1	0.3357499182540093	0.4325992317541613	True	inf	[[-0.24972049809360325]]	0.2497204980936032	50	0.5098039215686274	True	0.7720646745486693	1	0.4325992317541613	True
ENSMUSG00000056755.14:B1|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000056755.14	ENSMUSG00000056755.14:B1	ENSMUSG00000056755.14:B1,ENSMUSG00000056755.14:B2,ENSMUSG00000056755.14:B3	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_medium_spiny	2	5	10	2	27.85188382317812	0.9247621286110644	1	0.3362276916293541	0.43280409731113956	True	17.39798289947995	[[0.4026077161299562]]	0.4026077161299562	50	0.4705882352941176	True	0.7720646745486693	1	0.43280409731113956	True
ENSMUSG00000029478.17:B3|ASC_vs_INH_midbrain	ENSMUSG00000029478.17	ENSMUSG00000029478.17:B3	ENSMUSG00000029478.17:B3,ENSMUSG00000029478.17:B5	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	ASC,INH_midbrain	2	9	18	2	28.611081576128186	0.9248092287259624	1	0.3362153861984528	0.4328809218950064	True	inf	[[-0.18939508629181645]]	0.1893950862918164	50	0.392156862745098	True	0.7720646745486693	1	0.4328809218950064	True
ENSMUSG00000086040.9:B2|EX_cortical_vs_EX_hippocampus_granule	ENSMUSG00000086040.9	ENSMUSG00000086040.9:B2	ENSMUSG00000086040.9:B2	EX_cortical_vs_EX_hippocampus_granule	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_hippocampus_granule	2	3	6	2	16.1946686359372	0.7409898694145909	1	0.3893439720620303	0.43309797920072346	True	inf	[[0.37032914063251127]]	0.3703291406325112	50	0.2549019607843137	True	0.7720804359982127	0	0.43309797920072346	True
ENSMUSG00000028849.18:B3|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000028849.18	ENSMUSG00000028849.18:B3	ENSMUSG00000028849.18:B3	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	INH_medium_spiny,INH_migrating_interneuron	2	6	12	2	33.82923781888121	0.9661624411154436	1	0.3256391233970965	0.4335826423570456	True	122.03396640943902	[[0.24369140376676648]]	0.2436914037667664	50	0.5490196078431373	True	0.7723842022757286	2	0.4335826423570456	True
ENSMUSG00000030428.17:B2|ASC_vs_INH_migrating_interneuron	ENSMUSG00000030428.17	ENSMUSG00000030428.17:B2	ENSMUSG00000030428.17:B2	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	ASC,INH_migrating_interneuron	2	3	6	2	24.320977256515548	0.9200210372712264	1	0.3374694486267217	0.43382842509603076	True	inf	[[0.3649563738289098]]	0.3649563738289098	50	0.6078431372549019	True	0.7723842022757286	1	0.43382842509603076	True
ENSMUSG00000013236.18:B2|ASC_vs_INH_midbrain	ENSMUSG00000013236.18	ENSMUSG00000013236.18:B2	ENSMUSG00000013236.18:B2	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_midbrain	2	13	26	2	30.770167234294448	0.9649270151012388	1	0.3259486338202635	0.4338932829936199	True	35.23482624914209	[[-0.19145835710366146]]	0.1914583571036614	50	0.5490196078431373	True	0.7723842022757286	2	0.4338932829936199	True
ENSMUSG00000040712.17:B4|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000040712.17	ENSMUSG00000040712.17:B4	ENSMUSG00000040712.17:B4	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_cortical	2	6	12	2	34.700041990140306	0.9623178253681886	1	0.3266035934367907	0.4341083418958637	True	inf	[[0.2685451369707537]]	0.2685451369707537	50	0.5294117647058824	True	0.7723962244481107	2	0.4341083418958637	True
ENSMUSG00000033981.15:B1|EX_cerebellum_granule_vs_EX_hippocampus_granule	ENSMUSG00000033981.15	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1,ENSMUSG00000033981.15:B2	EX_cerebellum_granule_vs_EX_hippocampus_granule	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_hippocampus_granule	2	4	8	2	40.62621576208152	0.9605253794989608	1	0.327054544297754	0.4344667733996033	True	inf	[[0.2847781701919951]]	0.2847781701919951	50	0.4313725490196078	True	0.7726632113984313	2	0.4344667733996033	True
ENSMUSG00000029516.20:B4|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000029516.20	ENSMUSG00000029516.20:B4	ENSMUSG00000029516.20:B4	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_migrating_interneuron	2	43	86	3	13.323964254921831	0.1617754328967748	2	0.9222972444410984	0.43489436398971854	True	inf	[[-0.0573875283687911, -0.0318049502259428]]	0.0656116092711762	50	0.0196078431372549	True	0.7729766242939726	0	0.43489436398971854	True
ENSMUSG00000031425.16:B1|EX_cerebellum_granule_vs_ODC	ENSMUSG00000031425.16	ENSMUSG00000031425.16:B1	ENSMUSG00000031425.16:B1,ENSMUSG00000031425.16:B2,ENSMUSG00000031425.16:B3	EX_cerebellum_granule_vs_ODC	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,ODC	2	4	8	2	156.91913165766283	1.1174787344939432	1	0.2904619960198495	0.4350599285063433	True	168.40876361247084	[[0.2128542139234994]]	0.2128542139234994	50	0.803921568627451	True	0.7729766242939726	3	0.4350599285063433	True
ENSMUSG00000040225.16:B2|EX_hippocampus_granule_vs_INH_migrating_interneuron	ENSMUSG00000040225.16	ENSMUSG00000040225.16:B2	ENSMUSG00000040225.16:B2	EX_hippocampus_granule_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_hippocampus_granule,INH_migrating_interneuron	2	6	12	2	35.388236091701614	0.9558329821429652	1	0.3282389927086781	0.43532700900857846	True	inf	[[-0.2555606319887832]]	0.2555606319887832	50	0.4313725490196078	True	0.7730807228945445	2	0.43532700900857846	True
ENSMUSG00000029608.11:B2|EX_cerebellum_granule_vs_INH_midbrain	ENSMUSG00000029608.11	ENSMUSG00000029608.11:B2	ENSMUSG00000029608.11:B2	EX_cerebellum_granule_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,INH_midbrain	2	4	8	2	29.45153280824149	0.9550607698435556	1	0.3284344585495901	0.43599608114889243	True	inf	[[0.2506925130853053]]	0.2506925130853053	50	0.3137254901960784	True	0.7738982617999489	2	0.43599608114889243	True
ENSMUSG00000037487.8:B1|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000037487.8	ENSMUSG00000037487.8:B1	ENSMUSG00000037487.8:B1,ENSMUSG00000037487.8:B2,ENSMUSG00000037487.8:B3	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_medium_spiny	2	15	30	2	39.06252922513083	0.950076331786022	1	0.3296998684760056	0.4364978852541279	True	52.10666169322345	[[-0.17813999445001158]]	0.1781399944500115	50	0.5490196078431373	True	0.7744182576661753	2	0.4364978852541279	True
ENSMUSG00000038034.16:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000038034.16	ENSMUSG00000038034.16:B1	ENSMUSG00000038034.16:B1	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	4	8	3	13.314273554226045	0.1603254482739657	2	0.922966145296838	0.43690050780515327	True	inf	[[-0.08509418482734472, 0.16756166304361472]]	0.1879306553316201	50	0.196078431372549	True	0.7747618761078471	0	0.43690050780515327	True
ENSMUSG00000035864.15:B1|ASC_vs_INH_migrating_interneuron	ENSMUSG00000035864.15	ENSMUSG00000035864.15:B1	ENSMUSG00000035864.15:B1,ENSMUSG00000035864.15:B2,ENSMUSG00000035864.15:B3	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	ASC,INH_migrating_interneuron	2	5	10	2	47.60639560441888	1.1108865066933618	1	0.2918893228348166	0.43730286675544966	True	inf	[[-0.3317684837485186]]	0.3317684837485186	50	0.3333333333333333	True	0.7749246534456952	3	0.43730286675544966	True
ENSMUSG00000050812.19:B1|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000050812.19	ENSMUSG00000050812.19:B1	ENSMUSG00000050812.19:B1	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	8	16	2	45.0	1.110125885625166	1	0.2920545854346348	0.4374430503960188	True	inf	[[0.283478834786243]]	0.283478834786243	50	0.2941176470588235	True	0.7749246534456952	3	0.4374430503960188	True
ENSMUSG00000036052.15:B2|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000036052.15	ENSMUSG00000036052.15:B2	ENSMUSG00000036052.15:B2	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_migrating_interneuron	2	3	6	2	37.396694531759024	0.9463326777841132	1	0.3306545426598985	0.43764486606609476	True	inf	[[-0.44120462640665303]]	0.441204626406653	50	0.6470588235294118	True	0.7749246534456952	2	0.43764486606609476	True
ENSMUSG00000034656.19:B3|EX_hippocampus_pyramidal_vs_INH_migrating_interneuron	ENSMUSG00000034656.19	ENSMUSG00000034656.19:B3	ENSMUSG00000034656.19:B3	EX_hippocampus_pyramidal_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_hippocampus_pyramidal,INH_migrating_interneuron	2	3	6	2	16.665315488857438	0.7236999999348086	1	0.3949329174813126	0.43782824945219295	True	inf	[[0.43452005409333977]]	0.4345200540933397	50	0.6078431372549019	True	0.7749246534456952	0	0.43782824945219295	True
ENSMUSG00000061601.16:B1|ASC_vs_EX_cortical	ENSMUSG00000061601.16	ENSMUSG00000061601.16:B1	ENSMUSG00000061601.16:B1	ASC_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,EX_cortical	2	16	32	2	64.8445675740992	1.1013032738410402	1	0.2939802680081409	0.4384710637601925	True	32.37656766094111	[[-0.16688252139503162]]	0.1668825213950316	50	0.5294117647058824	True	0.775692129972707	3	0.4384710637601925	True
ENSMUSG00000028137.10:B3|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000028137.10	ENSMUSG00000028137.10:B3	ENSMUSG00000028137.10:B3	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_migrating_interneuron	2	14	28	3	0.5030496945616256	0.1568071548760699	2	0.9245912070865432	0.43890665162058806	True	inf	[[-0.10808393728117573, -0.45181010530595134]]	0.4645584018772838	50	0.0196078431372549	True	0.7760924483591515	0	0.43890665162058806	True
ENSMUSG00000053550.14:B1|EX_cortical_vs_EX_hippocampus_granule	ENSMUSG00000053550.14	ENSMUSG00000053550.14:B1	ENSMUSG00000053550.14:B1,ENSMUSG00000053550.14:B2	EX_cortical_vs_EX_hippocampus_granule	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_hippocampus_granule	2	3	6	2	44.71056980666884	1.09670632245286	1	0.294990066761205	0.43949907712436626	True	inf	[[-0.34081185167021555]]	0.3408118516702155	50	0.1176470588235294	True	0.7766429533971178	3	0.43949907712436626	True
ENSMUSG00000053877.13:B3|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000053877.13	ENSMUSG00000053877.13:B3	ENSMUSG00000053877.13:B3	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	4	8	2	6.396354072107829	0.7178188727945098	1	0.396860291661973	0.4396368821954019	True	inf	[[0.6159383110296807]]	0.6159383110296807	50	0.1372549019607843	True	0.7766429533971178	0	0.4396368821954019	True
ENSMUSG00000020827.19:B3|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000020827.19	ENSMUSG00000020827.19:B3	ENSMUSG00000020827.19:B3	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_cortical	2	8	16	2	40.57823284304111	0.9362246454506932	1	0.333250661247232	0.44010609572510695	True	inf	[[-0.1608818985531339]]	0.1608818985531339	50	0.4901960784313725	True	0.7771016204517602	2	0.44010609572510695	True
ENSMUSG00000030302.18:B2|EX_hippocampus_pyramidal_vs_INH_midbrain	ENSMUSG00000030302.18	ENSMUSG00000030302.18:B2	ENSMUSG00000030302.18:B2	EX_hippocampus_pyramidal_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_hippocampus_pyramidal,INH_midbrain	2	5	10	2	29.05701237463041	0.8937042204786394	1	0.3444754694850716	0.4411267605633803	True	inf	[[-0.21441606635485025]]	0.2144160663548502	50	0.803921568627451	True	0.7776216947124446	1	0.4411267605633803	True
ENSMUSG00000021140.10:B1|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000021140.10	ENSMUSG00000021140.10:B1	ENSMUSG00000021140.10:B1,ENSMUSG00000021140.10:B2,ENSMUSG00000021140.10:B3,ENSMUSG00000021140.10:B4	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,EX_cortical	2	3	6	2	30.956653648532807	0.9258742794488626	1	0.3359372907358054	0.44153982174006545	True	10.12922120573355	[[0.5664567528840538]]	0.5664567528840538	50	0.7058823529411765	True	0.7776216947124446	2	0.44153982174006545	True
ENSMUSG00000022463.9:B1|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000022463.9	ENSMUSG00000022463.9:B1	ENSMUSG00000022463.9:B1,ENSMUSG00000022463.9:B2,ENSMUSG00000022463.9:B3,ENSMUSG00000022463.9:B4	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_cortical	2	3	6	2	20.254292867714668	0.7099681790090244	1	0.3994543758947323	0.4416889847309659	True	inf	[[-0.3176649141570774]]	0.3176649141570774	50	0.6078431372549019	True	0.7776216947124446	0	0.4416889847309659	True
ENSMUSG00000067851.12:B1|EX_cortical_vs_EX_hippocampus_granule	ENSMUSG00000067851.12	ENSMUSG00000067851.12:B1	ENSMUSG00000067851.12:B1	EX_cortical_vs_EX_hippocampus_granule	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_hippocampus_granule	2	3	6	2	41.37836725732521	1.0825785323899595	1	0.2981214360731337	0.44232611387584403	True	inf	[[-0.3535119156104004]]	0.3535119156104004	50	0.6274509803921569	True	0.7776216947124446	3	0.44232611387584403	True
ENSMUSG00000028849.18:B2|ASC_vs_INH_migrating_interneuron	ENSMUSG00000028849.18	ENSMUSG00000028849.18:B2	ENSMUSG00000028849.18:B2	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_migrating_interneuron	2	3	6	2	31.16087721195511	0.921783476277767	1	0.3370071249840076	0.442376161915458	True	368.1847675301389	[[-0.31761270406509307]]	0.317612704065093	50	0.9019607843137256	True	0.7776216947124446	2	0.442376161915458	True
ENSMUSG00000020390.13:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000020390.13	ENSMUSG00000020390.13:B1	ENSMUSG00000020390.13:B1,ENSMUSG00000020390.13:B2	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_midbrain	2	7	14	2	13.928077974578615	0.7070876028499242	1	0.4004123558975554	0.4425237383047546	True	47.58423892415374	[[-0.30022305425372053]]	0.3002230542537205	50	0.6078431372549019	True	0.7776216947124446	0	0.4425237383047546	True
ENSMUSG00000024109.19:B2|ASC_vs_INH_migrating_interneuron	ENSMUSG00000024109.19	ENSMUSG00000024109.19:B2	ENSMUSG00000024109.19:B2	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	ASC,INH_migrating_interneuron	2	19	38	2	25.70346878737578	0.8893848798729778	1	0.345644054051225	0.4425864276568502	True	inf	[[-0.13066394600080872]]	0.1306639460008087	50	0.392156862745098	True	0.7776216947124446	1	0.4425864276568502	True
ENSMUSG00000026836.16:B1|EX_cortical_vs_EX_hippocampus_granule	ENSMUSG00000026836.16	ENSMUSG00000026836.16:B1	ENSMUSG00000026836.16:B1	EX_cortical_vs_EX_hippocampus_granule	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_hippocampus_granule	2	6	12	4	0.3515383779790643	0.1085537549192459	3	0.9907915458674844	0.4430379746835443	True	inf	[[-0.7230091138459067, -0.30005530839457073, -0.29613433463568267]]	0.8369414023395682	50	0.0392156862745098	True	0.7776216947124446	0	0.4430379746835443	True
ENSMUSG00000039953.14:B1|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000039953.14	ENSMUSG00000039953.14:B1	ENSMUSG00000039953.14:B1,ENSMUSG00000039953.14:B2,ENSMUSG00000039953.14:B3	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_medium_spiny	2	21	42	2	77.80584088680811	1.0798647862857251	1	0.2987278061904454	0.4432139435994486	True	inf	[[-0.08733324572271418]]	0.0873332457227141	50	0.4313725490196078	True	0.7776216947124446	3	0.4432139435994486	True
ENSMUSG00000055567.19:B1|EX_hippocampus_pyramidal_vs_EX_thalamus	ENSMUSG00000055567.19	ENSMUSG00000055567.19:B1	ENSMUSG00000055567.19:B1,ENSMUSG00000055567.19:B2,ENSMUSG00000055567.19:B3	EX_hippocampus_pyramidal_vs_EX_thalamus	paired_dirichlet_multinomial	multinomial	EX_hippocampus_pyramidal,EX_thalamus	2	4	8	2	31.345489559304166	0.9202553195361248	1	0.3374079426259703	0.44333197925876366	True	inf	[[-0.27039509042288207]]	0.270395090422882	50	0.392156862745098	True	0.7776216947124446	2	0.44333197925876366	True
ENSMUSG00000097545.9:B1|EX_hippocampus_pyramidal_vs_INH_midbrain	ENSMUSG00000097545.9	ENSMUSG00000097545.9:B1	ENSMUSG00000097545.9:B1,ENSMUSG00000097545.9:B2	EX_hippocampus_pyramidal_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_hippocampus_pyramidal,INH_midbrain	2	4	8	2	25.92355560785817	0.8850526993281846	1	0.3468215101830491	0.4435595390524968	True	inf	[[0.31310861017496167]]	0.3131086101749616	50	0.4509803921568627	True	0.7776216947124446	1	0.4435595390524968	True
ENSMUSG00000035437.16:B1|INH_medium_spiny_vs_ODC	ENSMUSG00000035437.16	ENSMUSG00000035437.16:B1	ENSMUSG00000035437.16:B1,ENSMUSG00000035437.16:B2	INH_medium_spiny_vs_ODC	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,ODC	2	5	10	3	18.49675495751228	0.1486386749842836	2	0.9283751814978268	0.4436085511880133	True	inf	[[0.07111500999059713, 0.18984465593907132]]	0.2027272503502849	50	0.0588235294117647	True	0.7776216947124446	0	0.4436085511880133	True
ENSMUSG00000020836.16:B2|EX_cortical_vs_INH_midbrain	ENSMUSG00000020836.16	ENSMUSG00000020836.16:B2	ENSMUSG00000020836.16:B2	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	20	40	3	3.2703982957798914	0.1483205968120273	2	0.9285228411797952	0.44392201115917496	True	inf	[[0.14081329033950554, 0.07063113486764294]]	0.1575345674730757	50	0.0196078431372549	True	0.7776216947124446	0	0.44392201115917496	True
ENSMUSG00000005417.18:B3|ASC_vs_INH_migrating_interneuron	ENSMUSG00000005417.18	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18:B3,ENSMUSG00000005417.18:B4	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	ASC,INH_migrating_interneuron	2	7	14	2	18.478815668800927	0.7028255463009714	1	0.4018358954131105	0.44394977565997706	True	inf	[[-0.2191183930167521]]	0.2191183930167521	50	0.4901960784313725	True	0.7776216947124446	0	0.44394977565997706	True
ENSMUSG00000025579.15:B2|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000025579.15	ENSMUSG00000025579.15:B2	ENSMUSG00000025579.15:B2	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_medium_spiny	2	3	6	2	30.375485848844413	0.9201390549916084	1	0.337438463616892	0.443977155965495	True	inf	[[0.31244481204486496]]	0.3124448120448649	50	0.0980392156862745	True	0.7776216947124446	2	0.443977155965495	True
ENSMUSG00000029478.17:B3|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000029478.17	ENSMUSG00000029478.17:B3	ENSMUSG00000029478.17:B3,ENSMUSG00000029478.17:B5	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	5	10	2	59.53949415925201	1.0779867727278545	1	0.2991483655807767	0.4441952290834326	True	inf	[[-0.24801032849198246]]	0.2480103284919824	50	0.4117647058823529	True	0.7776216947124446	3	0.4441952290834326	True
ENSMUSG00000058230.13:B1|EX_cerebellum_granule_vs_INH_midbrain	ENSMUSG00000058230.13	ENSMUSG00000058230.13:B1	ENSMUSG00000058230.13:B1,ENSMUSG00000058230.13:B2,ENSMUSG00000058230.13:B3	EX_cerebellum_granule_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,INH_midbrain	2	3	6	2	23.591026240370702	0.8818324245607698	1	0.3477002838898702	0.4442509603072983	True	inf	[[0.3478227796849618]]	0.3478227796849618	50	0.7254901960784313	True	0.7776216947124446	1	0.4442509603072983	True
ENSMUSG00000020524.17:B2|EX_cerebellum_granule_vs_EX_hippocampus_granule	ENSMUSG00000020524.17	ENSMUSG00000020524.17:B2	ENSMUSG00000020524.17:B2	EX_cerebellum_granule_vs_EX_hippocampus_granule	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_hippocampus_granule	2	4	8	2	18.132574147461163	0.7012346967300118	1	0.4023691290257178	0.44450627804250287	True	inf	[[0.31443770724840187]]	0.3144377072484018	50	0.3725490196078431	True	0.7776216947124446	0	0.44450627804250287	True
ENSMUSG00000025477.15:B1|EX_thalamus_vs_INH_midbrain	ENSMUSG00000025477.15	ENSMUSG00000025477.15:B1	ENSMUSG00000025477.15:B1	EX_thalamus_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_thalamus,INH_midbrain	2	5	10	3	18.533062380019352	0.1476769581728945	2	0.9288217058563796	0.44454893110149835	True	inf	[[-0.19120409556389764, -0.2150698625099129]]	0.2877743072625507	50	0.1568627450980392	True	0.7776216947124446	0	0.44454893110149835	True
ENSMUSG00000022812.15:B1|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000022812.15	ENSMUSG00000022812.15:B1	ENSMUSG00000022812.15:B1,ENSMUSG00000022812.15:B2,ENSMUSG00000022812.15:B3	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	5	10	2	14.047658437670908	0.7007099089759095	1	0.4025452573243034	0.4446801850370422	True	inf	[[0.343277223464272]]	0.343277223464272	50	0.4313725490196078	True	0.7776216947124446	0	0.4446801850370422	True
ENSMUSG00000038914.16:B1|INH_midbrain_vs_INH_migrating_interneuron	ENSMUSG00000038914.16	ENSMUSG00000038914.16:B1	ENSMUSG00000038914.16:B1	INH_midbrain_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_midbrain,INH_migrating_interneuron	2	3	6	2	20.367796509923256	0.6981921151964912	1	0.4033918373152964	0.44499321762721294	True	inf	[[-0.3246208044851061]]	0.3246208044851061	50	0.7254901960784313	True	0.7776216947124446	0	0.44499321762721294	True
ENSMUSG00000026915.17:B1|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000026915.17	ENSMUSG00000026915.17:B1	ENSMUSG00000026915.17:B1,ENSMUSG00000026915.17:B2	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_migrating_interneuron	2	13	26	2	33.0378161457091	0.9145544317076428	1	0.3389088748916781	0.4451719276446271	True	inf	[[-0.21725862363466553]]	0.2172586236346655	50	0.2745098039215686	True	0.7776216947124446	2	0.4451719276446271	True
ENSMUSG00000028849.18:B2|ASC_vs_INH_medium_spiny	ENSMUSG00000028849.18	ENSMUSG00000028849.18:B2	ENSMUSG00000028849.18:B2	ASC_vs_INH_medium_spiny	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_medium_spiny	2	3	6	2	24.3250915213896	0.878733681587164	1	0.3485487484843619	0.4452240717029449	True	13.239679466714724	[[-0.5154408806490903]]	0.5154408806490903	50	0.392156862745098	True	0.7776216947124446	1	0.4452240717029449	True
ENSMUSG00000032897.18:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000032897.18	ENSMUSG00000032897.18:B1	ENSMUSG00000032897.18:B1	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	5	10	4	0.4606284722418879	0.1055178205123219	3	0.991167141083238	0.4463690872751499	True	inf	[[-0.7228132748245844, -1.7837311129204978, -0.42086842753453546]]	1.9700979535948533	50	0.0392156862745098	True	0.7792545082939057	0	0.4463690872751499	True
ENSMUSG00000041164.16:B4|EX_cortical_vs_INH_midbrain	ENSMUSG00000041164.16	ENSMUSG00000041164.16:B4	ENSMUSG00000041164.16:B4	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	3	6	3	40.0448697842	0.5866937380959598	2	0.7457634135823141	0.4467983813377767	True	inf	[[-0.11399848967269019, -0.3151628464693062]]	0.3351466476667936	50	0.8235294117647058	True	0.7796368931766946	2	0.4467983813377767	True
ENSMUSG00000033981.15:B1|EX_cortical_vs_OPC	ENSMUSG00000033981.15	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1,ENSMUSG00000033981.15:B2	EX_cortical_vs_OPC	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,OPC	2	3	6	2	178.7313096805872	1.0665078554302454	1	0.3017355728736058	0.4470456297750053	True	935421.4828929998	[[-0.3008808876117402]]	0.3008808876117402	50	0.6078431372549019	True	0.7797014088455878	3	0.4470456297750053	True
