test_id	gene_id	block_id	equivalent_blocks	contrast	method	fitted_model	cell_types	n_cell_types	n_mice	n_samples	n_paths	median_effective_count	statistic	degrees_of_freedom	asymptotic_p_value	p_value	converged	null_concentration	celltype_logit_effects	max_celltype_logit_effect	permutation_count	permutation_p_value	valid_for_inference	fdr	calibration_bin	pooled_permutation_p_value	inference_eligible
ENSMUSG00000038738.16:B2|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000038738.16	ENSMUSG00000038738.16:B2	ENSMUSG00000038738.16:B2	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,EX_cortical	2	18	36	2	99.17499945268476	29.18664561958485	1	6.573069069389448e-08	2.3363940094857598e-05	True	11.29494729204938	[[1.1859491193914369]]	1.1859491193914369	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000061601.16:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000061601.16	ENSMUSG00000061601.16:B1	ENSMUSG00000061601.16:B1	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_midbrain	2	35	70	2	106.59464106257172	35.67775912271463	1	2.328067631496989e-09	2.3363940094857598e-05	True	14.28399960889007	[[-0.8316041375655429]]	0.8316041375655429	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000028649.23:B3|ASC_vs_INH_migrating_interneuron	ENSMUSG00000028649.23	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23:B3,ENSMUSG00000028649.23:B4	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_migrating_interneuron	2	29	58	2	104.48540463916108	38.36082283788619	1	5.88010749071989e-10	2.3363940094857598e-05	True	143.1419910214502	[[0.5697128633831274]]	0.5697128633831274	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000028649.23:B3|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000028649.23	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23:B3,ENSMUSG00000028649.23:B4	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_migrating_interneuron	2	41	82	2	90.61798706177332	33.3185720124784	1	7.823193569299437e-09	2.3363940094857598e-05	True	80.72211714206804	[[0.5087228005994098]]	0.5087228005994098	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000028649.23:B3|ASC_vs_INH_midbrain	ENSMUSG00000028649.23	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23:B3,ENSMUSG00000028649.23:B4	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_midbrain	2	26	52	2	102.0835377355328	42.64716139121629	1	6.555949830562107e-11	2.3363940094857598e-05	True	31.40664370395815	[[0.9472535513505669]]	0.9472535513505668	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000030302.18:B2|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000030302.18	ENSMUSG00000030302.18:B2	ENSMUSG00000030302.18:B2	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,EX_cortical	2	17	34	2	145.08896914836407	27.575935124808893	1	1.510463739069141e-07	2.3363940094857598e-05	True	21.168692181667986	[[-0.867037504912617]]	0.867037504912617	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000028649.23:B3|INH_medium_spiny_vs_INH_midbrain	ENSMUSG00000028649.23	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23:B3,ENSMUSG00000028649.23:B4	INH_medium_spiny_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	INH_medium_spiny,INH_midbrain	2	28	56	2	53.33270672715592	44.48173876893861	1	2.5674082554563458e-11	2.3363940094857598e-05	True	19.19677405078828	[[1.1392472826407858]]	1.1392472826407858	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000028649.23:B3|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000028649.23	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23:B3,ENSMUSG00000028649.23:B4	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	INH_medium_spiny,INH_migrating_interneuron	2	32	64	2	47.44890386258132	47.72514581257383	1	4.90361555862784e-12	2.3363940094857598e-05	True	41.65991816983091	[[0.886185959568375]]	0.886185959568375	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000028649.23:B3|EX_cortical_vs_INH_midbrain	ENSMUSG00000028649.23	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23:B3,ENSMUSG00000028649.23:B4	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_midbrain	2	33	66	2	113.69582302560464	52.75778477046788	1	3.773248072060763e-13	2.3363940094857598e-05	True	34.32874402662054	[[0.9153932042675121]]	0.915393204267512	50	0.0196078431372549	True	0.008860426772443787	3	2.3363940094857598e-05	True
ENSMUSG00000097545.9:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000097545.9	ENSMUSG00000097545.9:B1	ENSMUSG00000097545.9:B1,ENSMUSG00000097545.9:B2	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	20	40	2	39.33091910447145	26.6366165649481	1	2.455457666852156e-07	2.389543358264236e-05	True	inf	[[0.6640045077131872]]	0.6640045077131872	50	0.0196078431372549	True	0.008860426772443787	2	2.389543358264236e-05	True
ENSMUSG00000030302.18:B2|EX_cerebellum_granule_vs_INH_medium_spiny	ENSMUSG00000030302.18	ENSMUSG00000030302.18:B2	ENSMUSG00000030302.18:B2	EX_cerebellum_granule_vs_INH_medium_spiny	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,INH_medium_spiny	2	15	30	2	68.86536435095158	25.84873791255268	1	3.6924605111185284e-07	4.6727880189715196e-05	True	28.250405535081377	[[-0.8476339001476456]]	0.8476339001476456	50	0.0196078431372549	True	0.014767377954072979	3	4.6727880189715196e-05	True
ENSMUSG00000038738.16:B2|ASC_vs_INH_migrating_interneuron	ENSMUSG00000038738.16	ENSMUSG00000038738.16:B2	ENSMUSG00000038738.16:B2	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_migrating_interneuron	2	17	34	2	39.28696962160137	20.871510402946114	1	4.911454838271388e-06	4.779086716528472e-05	True	60.67460843055586	[[0.750954119458889]]	0.750954119458889	50	0.0196078431372549	True	0.014767377954072979	2	4.779086716528472e-05	True
ENSMUSG00000026836.16:B2|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000026836.16	ENSMUSG00000026836.16:B2	ENSMUSG00000026836.16:B2	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	9	18	3	14.789648228893832	37.81683435654577	2	6.140146849154933e-09	6.269199423233653e-05	True	inf	[[1.171853041577197, 2.119437598053959]]	2.4218289128463355	50	0.0196078431372549	True	0.01629639396136858	0	6.269199423233653e-05	True
ENSMUSG00000039943.17:B1|ASC_vs_INH_midbrain	ENSMUSG00000039943.17	ENSMUSG00000039943.17:B1	ENSMUSG00000039943.17:B1,ENSMUSG00000039943.17:B2	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	ASC,INH_midbrain	2	11	22	2	20.189264867223937	16.952101500510366	1	3.833486105706293e-05	6.956279781572815e-05	True	inf	[[-0.8300534898158552]]	0.8300534898158552	50	0.0196078431372549	True	0.01629639396136858	0	6.956279781572815e-05	True
ENSMUSG00000030302.18:B2|EX_cerebellum_granule_vs_INH_migrating_interneuron	ENSMUSG00000030302.18	ENSMUSG00000030302.18:B2	ENSMUSG00000030302.18:B2	EX_cerebellum_granule_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,INH_migrating_interneuron	2	17	34	2	55.10922269550741	24.00223145326072	1	9.622411578929288e-07	0.00011681970047428798	True	32.498427075896124	[[-0.767144316928785]]	0.767144316928785	50	0.0196078431372549	True	0.01629639396136858	3	0.00011681970047428798	True
ENSMUSG00000038738.16:B2|ASC_vs_EX_cerebellum_granule	ENSMUSG00000038738.16	ENSMUSG00000038738.16:B2	ENSMUSG00000038738.16:B2	ASC_vs_EX_cerebellum_granule	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,EX_cerebellum_granule	2	18	36	2	41.52250154013053	23.023884549133072	1	1.600011977940127e-06	0.00011681970047428798	True	29.571038577455884	[[-0.7886064714132228]]	0.7886064714132228	50	0.0196078431372549	True	0.01629639396136858	3	0.00011681970047428798	True
ENSMUSG00000024109.19:B2|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000024109.19	ENSMUSG00000024109.19:B2	ENSMUSG00000024109.19:B2	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_cortical	2	13	26	2	51.24314734460238	22.843735793636824	1	1.7572110826493558e-06	0.00011681970047428798	True	inf	[[-0.6395789201454642]]	0.6395789201454642	50	0.0196078431372549	True	0.01629639396136858	3	0.00011681970047428798	True
ENSMUSG00000033981.15:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000033981.15	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1,ENSMUSG00000033981.15:B2	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	39	78	2	97.58436274344362	22.17446554581511	1	2.4896300893343964e-06	0.00011681970047428798	True	inf	[[-0.28922847555795833]]	0.2892284755579583	50	0.0196078431372549	True	0.01629639396136858	3	0.00011681970047428798	True
ENSMUSG00000038738.16:B2|ASC_vs_EX_cortical	ENSMUSG00000038738.16	ENSMUSG00000038738.16:B2	ENSMUSG00000038738.16:B2	ASC_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,EX_cortical	2	26	52	2	76.65996642150147	23.165092237321005	1	1.486717610305069e-06	0.00011681970047428798	True	69.73242732078572	[[0.5736752222178342]]	0.5736752222178342	50	0.0196078431372549	True	0.01629639396136858	3	0.00011681970047428798	True
ENSMUSG00000024109.19:B2|ASC_vs_EX_cortical	ENSMUSG00000024109.19	ENSMUSG00000024109.19:B2	ENSMUSG00000024109.19:B2	ASC_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	ASC,EX_cortical	2	29	58	2	42.95678756644705	23.953085765437663	1	9.871195083097255e-07	0.00011681970047428798	True	inf	[[-0.436648290455388]]	0.436648290455388	50	0.0196078431372549	True	0.01629639396136858	3	0.00011681970047428798	True
ENSMUSG00000033981.15:B1|ASC_vs_INH_midbrain	ENSMUSG00000033981.15	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1,ENSMUSG00000033981.15:B2	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	ASC,INH_midbrain	2	29	58	2	41.79828305819889	22.49022791036259	1	2.112153664779985e-06	0.00011681970047428798	True	inf	[[-0.4505078385974718]]	0.4505078385974718	50	0.0196078431372549	True	0.01629639396136858	3	0.00011681970047428798	True
ENSMUSG00000028528.18:B2|ASC_vs_INH_migrating_interneuron	ENSMUSG00000028528.18	ENSMUSG00000028528.18:B2	ENSMUSG00000028528.18:B2	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_migrating_interneuron	2	7	14	3	17.0676684047288	29.0329648327712	2	4.961029276206528e-07	0.00012538398846467306	True	30.068892149401787	[[1.0714596615091652, -1.1600357114372526]]	1.5791480798364248	50	0.0392156862745098	True	0.01629639396136858	0	0.00012538398846467306	True
ENSMUSG00000028528.18:B2|ASC_vs_INH_midbrain	ENSMUSG00000028528.18	ENSMUSG00000028528.18:B2	ENSMUSG00000028528.18:B2	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_midbrain	2	7	14	3	18.83780013691471	30.08409928425033	2	2.933059302450901e-07	0.00012538398846467306	True	38.78099688818811	[[0.9939403036213543, -1.0983505089371324]]	1.4813140003542016	50	0.0196078431372549	True	0.01629639396136858	0	0.00012538398846467306	True
ENSMUSG00000004110.18:B2|EX_cerebellum_granule_vs_INH_midbrain	ENSMUSG00000004110.18	ENSMUSG00000004110.18:B2	ENSMUSG00000004110.18:B2	EX_cerebellum_granule_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,INH_midbrain	2	11	22	2	22.01520034139116	16.122521451731814	1	5.937375795151359e-05	0.00012804097311139564	True	37.32462162287013	[[-0.9706309507072708]]	0.9706309507072708	50	0.0196078431372549	True	0.01629639396136858	1	0.00012804097311139564	True
ENSMUSG00000058793.15:B2|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000058793.15	ENSMUSG00000058793.15:B2	ENSMUSG00000058793.15:B2	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,EX_cortical	2	8	16	2	19.258621244739945	15.157817226935435	1	9.888804114556938e-05	0.0001391255956314563	True	25.83483779961511	[[1.6494613268254157]]	1.6494613268254157	50	0.0196078431372549	True	0.01629639396136858	0	0.0001391255956314563	True
ENSMUSG00000061601.16:B1|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000061601.16	ENSMUSG00000061601.16:B1	ENSMUSG00000061601.16:B1	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_migrating_interneuron	2	34	68	2	116.23740405220823	20.340111341191005	1	6.482724151438672e-06	0.00014018364056914557	True	16.777155659823354	[[-0.5938752492607351]]	0.5938752492607351	50	0.0196078431372549	True	0.01629639396136858	3	0.00014018364056914557	True
ENSMUSG00000038738.16:B2|EX_cerebellum_granule_vs_INH_midbrain	ENSMUSG00000038738.16	ENSMUSG00000038738.16:B2	ENSMUSG00000038738.16:B2	EX_cerebellum_granule_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,INH_midbrain	2	13	26	2	52.80220490081796	20.94197221260356	1	4.734074999098127e-06	0.00014018364056914557	True	9.787019375559405	[[1.2927278139589506]]	1.2927278139589506	50	0.0196078431372549	True	0.01629639396136858	3	0.00014018364056914557	True
ENSMUSG00000040225.16:B2|ASC_vs_EX_cortical	ENSMUSG00000040225.16	ENSMUSG00000040225.16:B2	ENSMUSG00000040225.16:B2	ASC_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,EX_cortical	2	18	36	2	49.67577307326492	21.34909572645984	1	3.828012729111105e-06	0.00014018364056914557	True	300.8492864187425	[[-0.6170785681469863]]	0.6170785681469863	50	0.0196078431372549	True	0.01629639396136858	3	0.00014018364056914557	True
ENSMUSG00000055214.16:B1|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000055214.16	ENSMUSG00000055214.16:B1	ENSMUSG00000055214.16:B1	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_migrating_interneuron	2	17	34	3	26.51859803376218	61.19163457811601	2	5.1570979725326965e-14	0.00015382248884786957	True	13.8960920355256	[[-1.4997391419789285, 0.3714164129036973]]	1.5450461629860586	50	0.0196078431372549	True	0.01629639396136858	1	0.00015382248884786957	True
ENSMUSG00000055214.16:B1|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000055214.16	ENSMUSG00000055214.16:B1	ENSMUSG00000055214.16:B1	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	9	18	3	22.714806975599444	26.806380897446047	2	1.5103178256491382e-06	0.00015382248884786957	True	inf	[[0.47446023134452237, -0.8009961126398821]]	0.9309711507837932	50	0.0392156862745098	True	0.01629639396136858	1	0.00015382248884786957	True
ENSMUSG00000026836.16:B2|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000026836.16	ENSMUSG00000026836.16:B2	ENSMUSG00000026836.16:B2	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_migrating_interneuron	2	22	44	3	23.17842958826719	32.17339465640862	2	1.031896449872288e-07	0.00015382248884786957	True	inf	[[0.7993822350424966, 0.8170889772612278]]	1.143086328526125	50	0.0196078431372549	True	0.01629639396136858	1	0.00015382248884786957	True
ENSMUSG00000021010.10:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000021010.10	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10:B1,ENSMUSG00000021010.10:B2,ENSMUSG00000021010.10:B4	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_midbrain	2	36	72	3	21.614435507335838	51.22548491845373	2	7.525360050265668e-12	0.00015382248884786957	True	562688.4759300665	[[0.724604988876435, 0.07794016886923051]]	0.7287846457136584	50	0.0196078431372549	True	0.01629639396136858	1	0.00015382248884786957	True
ENSMUSG00000021010.10:B1|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000021010.10	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10:B1,ENSMUSG00000021010.10:B2,ENSMUSG00000021010.10:B4	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_migrating_interneuron	2	36	72	3	25.777796370462635	105.70730682037356	2	1.1116036791687197e-23	0.00015382248884786957	True	108.97394714174004	[[1.3321945751286197, 0.7339631225648782]]	1.5210010687988718	50	0.0196078431372549	True	0.01629639396136858	1	0.00015382248884786957	True
ENSMUSG00000026836.16:B2|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000026836.16	ENSMUSG00000026836.16:B2	ENSMUSG00000026836.16:B2	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_medium_spiny	2	15	30	3	20.78535719562344	36.73226032138632	2	1.0560658943175589e-08	0.00015382248884786957	True	inf	[[-0.4317528493215497, -1.2582706750771888]]	1.330284035330982	50	0.0196078431372549	True	0.01629639396136858	1	0.00015382248884786957	True
ENSMUSG00000021010.10:B1|ASC_vs_INH_medium_spiny	ENSMUSG00000021010.10	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10:B1,ENSMUSG00000021010.10:B2,ENSMUSG00000021010.10:B4	ASC_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	ASC,INH_medium_spiny	2	11	22	3	26.33734160053944	38.3109936030105	2	4.795936684949116e-09	0.00015382248884786957	True	inf	[[-1.606617601617878, -0.4219872911010347]]	1.661112094856687	50	0.0196078431372549	True	0.01629639396136858	1	0.00015382248884786957	True
ENSMUSG00000028399.19:B4|EX_cortical_vs_ODC	ENSMUSG00000028399.19	ENSMUSG00000028399.19:B4	ENSMUSG00000028399.19:B4	EX_cortical_vs_ODC	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,ODC	2	13	26	2	60.1981311801668	19.939793251432093	1	7.991945825513049e-06	0.00016354758066400318	True	35.04558854231906	[[-0.8733852532724226]]	0.8733852532724226	50	0.0196078431372549	True	0.016845400808392325	3	0.00016354758066400318	True
ENSMUSG00000026797.17:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000026797.17	ENSMUSG00000026797.17:B1	ENSMUSG00000026797.17:B1,ENSMUSG00000026797.17:B2,ENSMUSG00000026797.17:B3	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	16	32	2	40.6410882762809	16.586342748983043	1	4.648456163545607e-05	0.00021505890224378122	True	inf	[[0.5571646490773093]]	0.5571646490773093	50	0.0196078431372549	True	0.02074086504174183	2	0.00021505890224378122	True
ENSMUSG00000031748.17:B1|ASC_vs_INH_midbrain	ENSMUSG00000031748.17	ENSMUSG00000031748.17:B1	ENSMUSG00000031748.17:B1,ENSMUSG00000031748.17:B2	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_midbrain	2	12	24	3	39.46187287449922	39.24230730482032	2	3.0105180829654166e-09	0.00023803856224708403	True	55.24494216980911	[[-1.3475739748095183, -0.2634739722270431]]	1.373089272999036	50	0.0196078431372549	True	0.02074086504174183	2	0.00023803856224708403	True
ENSMUSG00000055214.16:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000055214.16	ENSMUSG00000055214.16:B1	ENSMUSG00000055214.16:B1	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_midbrain	2	26	52	3	33.18453839411134	90.39811765600687	2	2.3458387922809783e-20	0.00023803856224708403	True	8.146253598103176	[[-1.589093449725511, 0.6057972044761213]]	1.7006493597774963	50	0.0196078431372549	True	0.02074086504174183	2	0.00023803856224708403	True
ENSMUSG00000055214.16:B1|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000055214.16	ENSMUSG00000055214.16:B1	ENSMUSG00000055214.16:B1	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_medium_spiny	2	13	26	3	36.32945515187849	43.45414575061432	2	3.6648157258477757e-10	0.00023803856224708403	True	5.428538577164662	[[-1.4883481319906964, 0.9223547518090063]]	1.750976427649684	50	0.0196078431372549	True	0.02074086504174183	2	0.00023803856224708403	True
ENSMUSG00000021010.10:B1|INH_midbrain_vs_INH_migrating_interneuron	ENSMUSG00000021010.10	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10:B1,ENSMUSG00000021010.10:B2,ENSMUSG00000021010.10:B4	INH_midbrain_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_midbrain,INH_migrating_interneuron	2	39	78	3	29.369105397966838	56.48607630344122	2	5.422560154745726e-13	0.00023803856224708403	True	inf	[[0.6684420372837744, 0.7185300244375804]]	0.9813766622588662	50	0.0196078431372549	True	0.02074086504174183	2	0.00023803856224708403	True
ENSMUSG00000028399.19:B4|INH_midbrain_vs_ODC	ENSMUSG00000028399.19	ENSMUSG00000028399.19:B4	ENSMUSG00000028399.19:B4	INH_midbrain_vs_ODC	paired_dirichlet_multinomial	dirichlet_multinomial	INH_midbrain,ODC	2	8	16	2	40.73267396653844	16.48690602560771	1	4.8987220814362445e-05	0.0002628497694090659	True	107.7115323371613	[[-0.9730490472612858]]	0.9730490472612858	50	0.0784313725490196	True	0.02074086504174183	2	0.0002628497694090659	True
ENSMUSG00000027273.14:B1|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000027273.14	ENSMUSG00000027273.14:B1	ENSMUSG00000027273.14:B1,ENSMUSG00000027273.14:B2,ENSMUSG00000027273.14:B3	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_migrating_interneuron	2	30	60	2	71.74279481124563	18.40237207302198	1	1.7883521580180726e-05	0.0003037312212331488	True	315.7178394891898	[[0.3172240843913789]]	0.3172240843913789	50	0.0196078431372549	True	0.02074086504174183	3	0.0003037312212331488	True
ENSMUSG00000096054.4:B1|EX_cerebellum_granule_vs_INH_migrating_interneuron	ENSMUSG00000096054.4	ENSMUSG00000096054.4:B1	ENSMUSG00000096054.4:B1	EX_cerebellum_granule_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,INH_migrating_interneuron	2	18	36	3	45.17990194712485	39.41754229768594	2	2.7579694104534044e-09	0.00030759766225776686	True	1183.281327316841	[[-0.20660187375089065, 0.45571781913148685]]	0.5003629331908365	50	0.0196078431372549	True	0.02074086504174183	3	0.00030759766225776686	True
ENSMUSG00000096054.4:B1|ASC_vs_EX_cerebellum_granule	ENSMUSG00000096054.4	ENSMUSG00000096054.4:B1	ENSMUSG00000096054.4:B1	ASC_vs_EX_cerebellum_granule	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,EX_cerebellum_granule	2	18	36	3	59.13522042542189	50.46392014755656	2	1.1012830940376238e-11	0.00030759766225776686	True	2215.873094468397	[[0.18012302559086604, -0.5287561516764163]]	0.5585941033377109	50	0.0196078431372549	True	0.02074086504174183	3	0.00030759766225776686	True
ENSMUSG00000096054.4:B1|EX_cerebellum_granule_vs_INH_midbrain	ENSMUSG00000096054.4	ENSMUSG00000096054.4:B1	ENSMUSG00000096054.4:B1	EX_cerebellum_granule_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,INH_midbrain	2	18	36	3	46.46615173268978	53.76047353505419	2	2.118661133553634e-12	0.00030759766225776686	True	255.2296642786904	[[-0.15862635562030156, 0.6648805568854875]]	0.6835411294294839	50	0.0196078431372549	True	0.02074086504174183	3	0.00030759766225776686	True
ENSMUSG00000021010.10:B1|ASC_vs_INH_migrating_interneuron	ENSMUSG00000021010.10	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10:B1,ENSMUSG00000021010.10:B2,ENSMUSG00000021010.10:B4	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	ASC,INH_migrating_interneuron	2	27	54	3	62.96527330862844	42.42145051617808	2	6.141847986354151e-10	0.00030759766225776686	True	inf	[[-0.5143264992340341, -0.09487183299740562]]	0.5230032624282802	50	0.0196078431372549	True	0.02074086504174183	3	0.00030759766225776686	True
ENSMUSG00000021010.10:B1|ASC_vs_ODC	ENSMUSG00000021010.10	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10:B1,ENSMUSG00000021010.10:B2,ENSMUSG00000021010.10:B4	ASC_vs_ODC	paired_dirichlet_multinomial	multinomial	ASC,ODC	2	9	18	3	57.71640584716919	59.19557853798551	2	1.3990828851560538e-13	0.00030759766225776686	True	inf	[[-1.4388568077980406, -0.0996179210632559]]	1.442301162567559	50	0.0196078431372549	True	0.02074086504174183	3	0.00030759766225776686	True
ENSMUSG00000021010.10:B1|ASC_vs_INH_midbrain	ENSMUSG00000021010.10	ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10:B1,ENSMUSG00000021010.10:B2,ENSMUSG00000021010.10:B4	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_midbrain	2	27	54	3	54.10562786746348	90.60353598952952	2	2.1168600136920702e-20	0.00030759766225776686	True	168.05682569067645	[[-1.1719474335164108, -0.7855903059464521]]	1.410890823459683	50	0.0196078431372549	True	0.02074086504174183	3	0.00030759766225776686	True
ENSMUSG00000096054.4:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000096054.4	ENSMUSG00000096054.4:B1	ENSMUSG00000096054.4:B1	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	40	80	3	78.5224880678151	48.249786671400216	2	3.3318999179851785e-11	0.00030759766225776686	True	inf	[[0.0929372208340761, 0.38750128644586523]]	0.3984903687839423	50	0.0196078431372549	True	0.02074086504174183	3	0.00030759766225776686	True
