common_joint_convergence	median_absolute_statistic_difference	maximum_absolute_statistic_difference	statistic_spearman	statistic_difference_above_0.1	statistic_difference_above_1	hybrid_bh_discoveries	scalar_bh_discoveries	shared_bh_discoveries	hybrid_only_bh_discoveries	scalar_only_bh_discoveries	discovery_jaccard
4533	0.00006240484185537909	422.7309485696751	0.9943582068480588	242	73	64	62	60	4	2	0.9090909090909091
