family	tests	converged	bh_discoveries	p_below_0.05	p_below_0.01	p_below_0.001
101	4825	4593	64	0.10537774874809493	0.043762246897452645	0.0152405834966253
102	4825	4601	58	0.09497935231471419	0.036731145403173224	0.014127363616605085
103	4825	4577	51	0.0946034520428228	0.03626829801179812	0.013327507100720996
104	4825	4608	56	0.09809027777777778	0.037109375	0.013671875
