dataset	method	job_ids	tasks	completed_tasks	failed_tasks	aggregate_task_hours	cpu_hours	median_task_minutes	p90_task_minutes	campaign_hours	peak_memory_gib
mouse discovery	estimate-once path Wald	19651291,19651532	55	55	0	2.7755555555555556	4.599478333333333	2.466666666666667	5.98	0.2725	0.5413169860839844
mouse replication fold 0	estimate-once path Wald	19651292,19651533	26	26	0	0.3958333333333333	0.6552116666666667	0.7416666666666667	1.8166666666666667	0.24472222222222223	0.3319549560546875
mouse replication fold 1	estimate-once path Wald	19651293,19651534	25	25	0	0.3038888888888889	0.49666666666666665	0.6166666666666667	1.2766666666666675	0.23972222222222223	0.35709381103515625
human discovery	estimate-once path Wald	19651294,19651580	101	101	0	14.18138888888889	25.74336333333333	8.133333333333333	9.633333333333333	0.5555555555555556	3.578472137451172
