dataset	method	job_ids	tasks	completed_tasks	failed_tasks	aggregate_task_hours	cpu_hours	median_task_minutes	p90_task_minutes	campaign_hours	peak_memory_gib
mouse	Tealeaf EC GLMM	19633212,19633213	1536	1536	0	36.059444444444445	76.89582805555557	1.2166666666666666	2.275	0.2683333333333333	1.7747268676757812
mouse	LeafCutter	19486883,19496634	491	491	0	11.714722222222223	14.605202777777778	1.05	2.65	1.5911111111111111	1.2776870727539062
mouse	scQuint	19496635,19510059	500	490	10	15.283333333333333	46.261655833333336	1.5333333333333334	2.803333333333334	9.506944444444445	3.9878082275390625
mouse	MAJIQ Heterogen	19486886,19486887,19486888,19510108	1428	1428	0	6.605833333333333	4.088394444444444	0.21666666666666667	0.48333333333333334	11.043055555555556	1.3785247802734375
human	Tealeaf EC GLMM	19639298,19639889,19640374,19642052,19639299,19642405,19642456,19642515,19642521,19642535,19642559,19642570,19642597,19642616,19642638,19642649,19642674,19642683	2073	2046	27	463.46472222222224	949.8732158333333	14.333333333333334	17.016666666666666	4.294722222222222	10.632915496826172
human	LeafCutter	19510071,19510072	435	435	0	38.56861111111111	95.19576777777779	4.583333333333333	8.513333333333334	2.176111111111111	3.262615203857422
human	scQuint	19510073	434	434	0	94.08805555555556	198.64086027777776	10.775	25.025	3.1205555555555557	4.759380340576172
human	MAJIQ Heterogen	19510139,19510140,19510141,19510142	1885	1885	0	9.548333333333334	5.541269166666667	0.25	0.5600000000000023	0.6427777777777778	1.9171295166015625
