comparison	method	gene_id	fold0_p_value	fold1_p_value	conjunction_p_value	conjunction_q_value	shared_block_tests
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000008855	1.3476560170020386e-34	1.4535924737235148e-08	1.4535924737235148e-08	1.1077904747113945e-07	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000009394	0.012413862244966	7.32952570095951e-17	0.012413862244966	0.03522032041017938	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000009545	0.1661194717393164	1.5583826859951716e-216	0.1661194717393164	0.2962327525597662	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000009569	1.6462775887504594e-14	0.0008378862148885	0.0008378862148885	0.0032177607544485206	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000009681	0.5828753969343121	0.0275887351525679	0.5828753969343121	0.7386732746747166	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000010086	0.6647754178388813	0.2069634576056397	0.6647754178388813	0.8116471315860613	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000010803	1.900327191011827e-07	6.633561932147748e-48	1.900327191011827e-07	1.2979593266910969e-06	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000011751	4.021964326876245e-13	0.0034484251763516	0.0034484251763516	0.011002726332225939	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000011877	6.412669049260094e-05	0.3392209022283287	0.3392209022283287	0.5092532030632745	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000013033	6.289450443690378e-06	1.2230964538889497e-05	1.2230964538889497e-05	6.370660666299278e-05	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000013236	0.1726599371393886	0.6462551541331747	0.6462551541331747	0.798444934458052	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000013539	4.6081670060688956e-14	2.3699814762806663e-16	4.6081670060688956e-14	5.957701629274786e-13	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000014592	0.0147947561743644	0.0385485392264164	0.0385485392264164	0.087764598741904	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000014602	0.0035908840625157	8.689181174300491e-06	0.0035908840625157	0.011303478527223333	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000015222	2.9531480279410486e-08	2.2496790159721042e-14	2.9531480279410486e-08	2.1817134410503257e-07	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000015501	0.5160616714307099	0.0135359736583576	0.5160616714307099	0.6917121139339536	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000015597	0.0096358943434684	9.77212572948469e-05	0.0096358943434684	0.027905550018684486	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000015829	4.448410548784916e-128	3.9521599216209655e-271	4.448410548784916e-128	1.0735497457734264e-125	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000017631	3.8770477383160514e-27	2.2060069075380812e-12	2.2060069075380812e-12	2.4571523093193398e-11	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000017670	0.0687285436107988	4.250470259183744e-06	0.0687285436107988	0.1425772652556399	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000017740	5.873193786624013e-27	2.5214591942123928e-05	2.5214591942123928e-05	0.00012589906597308776	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000018076	0.2983295071486067	3.759159624717938e-114	0.2983295071486067	0.4595543897353005	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000018474	0.0966803796643182	0.3667636623051902	0.3667636623051902	0.5342794597765749	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000018501	9.37786804460022e-06	0.0137995215347643	0.0137995215347643	0.03872423872546261	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000019302	0.0100895396330295	0.1561992550347156	0.1561992550347156	0.2829576984116359	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000019841	0.9786001102947918	0.0847035405600796	0.9786001102947918	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000019852	1.139784135706831e-05	7.912912427989e-161	1.139784135706831e-05	5.9797370597952584e-05	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000019856	5.192350236042429e-05	4.646832940315869e-06	5.192350236042429e-05	0.00024895771992680253	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000019971	0.000985712250232	0.0734366494589252	0.0734366494589252	0.1506179439327531	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000019986	8.332128861147276e-07	0.0071842938762528	0.0071842938762528	0.021058416058328047	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020042	2.1724093873838512e-16	0.746564596144822	0.746564596144822	0.8620618303171468	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020070	0.0220785687837623	0.1982977139008407	0.1982977139008407	0.34245184816466084	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020122	1.174103924256767e-84	0.0895857778602917	0.0895857778602917	0.1772133966416699	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020124	0.7611906355127002	0.339289255602595	0.7611906355127002	0.8761558348349682	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020181	0.0018025709524353	5.348442646734303e-05	0.0018025709524353	0.006366153022259303	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020189	0.1939041486331381	0.1793544557639118	0.1939041486331381	0.33638486900799086	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020220	0.4488779692727682	0.4186782448268375	0.4488779692727682	0.6258024675845587	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020262	0.0002470837107656	1.5954289575067558e-06	0.0002470837107656	0.001034038188406326	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020297	0.0024949573723868	0.4818175381247085	0.4818175381247085	0.6581809388722434	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020300	5.166644176654606e-13	1.2246665583922742e-61	5.166644176654606e-13	6.03330707080312e-12	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020315	6.975729761300253e-17	1.3354533588285997e-07	1.3354533588285997e-07	9.296809921076021e-07	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020333	0.8752257323111248	0.2442068318757814	0.8752257323111248	0.9462069169064129	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020340	2.8455866099733197e-16	3.057942240312554e-31	2.8455866099733197e-16	5.282576168258163e-15	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020376	1.641610341933877e-19	0.7726858707369375	0.7726858707369375	0.8865682573907174	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020390	0.1187150323198414	0.2506629276808086	0.2506629276808086	0.40690573910516914	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020516	0.1431386366254505	4.357068184895766e-56	0.1431386366254505	0.26436829825720964	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020520	1.7573518842695847e-21	0.701194087781523	0.701194087781523	0.8335297509130576	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020524	0.2722319172711208	0.0075915925315673	0.2722319172711208	0.4326354896226517	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020590	0.0017259491921227	3.8478232314313246e-38	0.0017259491921227	0.006144123280611212	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020598	0.0119280886690523	0.2153189785274362	0.2153189785274362	0.3591957153314834	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020599	0.0439982424470576	0.0124126371344095	0.0439982424470576	0.0986141731356787	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020623	2.9185434243446586e-15	0.0519385551807155	0.0519385551807155	0.11395004227526673	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020661	0.019515179455671	0.0001119023414216	0.019515179455671	0.0506415409530674	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020703	6.945530242166306e-05	0.0007230289674113	0.0007230289674113	0.0028605080459332306	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020747	1.1372162097866313e-07	0.0002359222665694	0.0002359222665694	0.0010106965739422817	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020794	0.8440105421453914	0.1203901940910314	0.8440105421453914	0.9445529097328799	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020827	1.222930199231804e-05	0.0518729826319682	0.0518729826319682	0.11395004227526673	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020859	1.4773351655258327e-13	0.0071810862507327	0.0071810862507327	0.021058416058328047	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020863	0.0247582943998283	3.0652312393885906e-21	0.0247582943998283	0.0626748431659989	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020866	5.227491173361522e-89	7.809678191721479e-80	7.809678191721479e-80	6.282452234229278e-78	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020886	4.998015357642714e-07	3.976090633146252e-06	3.976090633146252e-06	2.231542339843323e-05	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020894	2.192883516024921e-05	0.0623558187258357	0.0623558187258357	0.13278121399266188	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020900	0.0001983109054312	0.364208384530857	0.364208384530857	0.5337790898792317	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020903	0.098071028034342	0.3493213112669466	0.3493213112669466	0.5193195674687255	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000020919	7.600500620374886e-63	4.481453543826312e-87	7.600500620374886e-63	5.002511317410379e-61	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021007	0.0276547817861086	0.0096028014606299	0.0276547817861086	0.06723864173601855	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021010	1.0541470564495392e-18	4.883293878605312e-16	4.883293878605312e-16	8.623182361244502e-15	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021044	1.8975260942671616e-08	0.0064169899476134	0.0064169899476134	0.019263537504280327	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021057	4.720233460765485e-22	9.627299815715936e-51	4.720233460765485e-22	1.4858474024322658e-20	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021061	0.0477837149131446	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021068	2.9391679742705473e-18	1.8178201012041056e-18	2.9391679742705473e-18	6.649867541787113e-17	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021071	9.025816395838433e-08	9.597551802249588e-08	9.597551802249588e-08	6.746240295950197e-07	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021087	0.0181834721379963	0.1022896042281795	0.1022896042281795	0.19961637051536915	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021097	0.0043830450378488	0.0663285914233438	0.0663285914233438	0.13949789674300117	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021143	1.2782144008948483e-48	1.56958196476776e-29	1.56958196476776e-29	8.116981017798988e-28	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021180	0.0005874787771473	0.0269051447266353	0.0269051447266353	0.06641922922006051	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021182	0.5271113947200998	0.4265312274122877	0.5271113947200998	0.7002360546373436	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021198	0.6713746347296715	0.3459224850917994	0.6713746347296715	0.8141496794306476	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021209	0.691705693676587	4.882015182471329e-27	0.691705693676587	0.8296644468474985	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021244	0.0007116086123814	0.1497709337682468	0.1497709337682468	0.2738236263843704	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021268	0.0157037073895346	0.2464426165941158	0.2464426165941158	0.40185687931112574	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021313	1.0	1.660137746179951e-20	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021448	1.3627828971342844e-06	9.736863826102556e-43	1.3627828971342844e-06	8.361481504451032e-06	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021488	1.1702781028205363e-13	1.3817458854020207e-10	1.3817458854020207e-10	1.3162947645145567e-09	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021500	0.001291618099887	1.7020062534417735e-06	0.001291618099887	0.004795546175990708	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021557	2.37034936809684e-16	3.415184093365481e-07	3.415184093365481e-07	2.1952721492494504e-06	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021700	0.0284729299265014	0.0016493166425154	0.0284729299265014	0.06804086033682706	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021708	3.508168414933626e-32	0.0782505342139401	0.0782505342139401	0.16003781573698483	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021767	0.6268001417812549	0.2481886655727442	0.6268001417812549	0.7783933150079391	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021843	0.8893884355964901	0.0007550828399791666	0.8893884355964901	0.9557856936671283	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000021910	1.718068031368817e-05	0.0034497498306841	0.0034497498306841	0.011002726332225939	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022000	0.0015431725777113	0.183590858852234	0.183590858852234	0.32262082963353744	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022054	0.0408996930518255	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022108	2.6211056454183837e-11	3.668850928862473e-42	2.6211056454183837e-11	2.672789418708324e-10	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022139	0.8600406941065393	2.745098850170177e-05	0.8600406941065393	0.9462069169064129	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022194	1.0326831823968398e-05	0.019332766760377	0.019332766760377	0.05034864436875161	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022199	0.0917978065667179	0.5835926976711849	0.5835926976711849	0.7386732746747166	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022208	0.4250392178659369	0.571640158501462	0.571640158501462	0.7359722952412506	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022240	0.0123005558209241	0.0263905884698907	0.0263905884698907	0.0654861935218321	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022263	9.665889705646402e-16	2.1941363121288322e-16	9.665889705646402e-16	1.590478215201817e-14	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022311	0.1760189637256934	0.0087777942822725	0.1760189637256934	0.3108237310668342	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022403	0.0306373543200804	0.0252635907488908	0.0306373543200804	0.07201767703811106	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022415	0.0022507403807169	0.6921510026186314	0.6921510026186314	0.8296644468474985	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022456	1.0567116598476154e-15	0.001418091206375	0.001418091206375	0.005238255272528062	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022477	2.0627016399316575e-08	9.76657662998348e-05	9.76657662998348e-05	0.00045038225987949296	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022489	2.371924124592991e-06	5.169722079980984e-06	5.169722079980984e-06	2.857159378554376e-05	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022521	0.0001550731392455	2.8276571025377124e-09	0.0001550731392455	0.0006845911756935487	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022533	0.6206953926165175	6.261256692075939e-51	0.6206953926165175	0.773465515067743	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022558	0.0027576009243502	0.2865057108999158	0.2865057108999158	0.4470477040765927	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022565	1.815737684493675e-11	1.9955362660495814e-28	1.815737684493675e-11	1.8779915479620296e-10	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022623	1.9572330106127824e-06	0.4956744435445474	0.4956744435445474	0.6707818637873876	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022629	0.0085927977359132	0.4864468904826416	0.4864468904826416	0.6623231409306942	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022812	0.0176308364498434	0.2029795660994312	0.2029795660994312	0.34563968182551214	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022837	0.8145499467417399	9.241481007061084e-46	0.8145499467417399	0.9238547621006776	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022892	1.590780642930143e-07	9.790140854376048e-17	1.590780642930143e-07	1.0968811290299272e-06	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022914	0.359495944023723	0.0471496014420906	0.359495944023723	0.5297089408836081	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022946	7.921720477154304e-22	0.0075589207420964	0.0075589207420964	0.02206717184386207	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022961	5.140176808617425e-34	3.0933825785843788e-27	3.0933825785843788e-27	1.4930726579300602e-25	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000022973	4.6261592479902855e-10	9.578983141953144e-15	4.6261592479902855e-10	4.134986784623416e-09	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000023007	0.0089397849261375	0.1088755948570213	0.1088755948570213	0.21020248180395576	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000023011	0.8049275770231336	0.6278936656295836	0.8049275770231336	0.9163012040326238	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000023169	0.028044006312074	0.0013889652726944	0.028044006312074	0.06767953523313858	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000023473	0.6737598950694113	0.4174032537820222	0.6737598950694113	0.814360874841826	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000023868	8.323787437338144e-05	0.0025121545057733	0.0025121545057733	0.008538966489107366	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024002	0.2033736249415306	0.0133059537402234	0.2033736249415306	0.34563968182551214	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024030	1.5903207825799859e-122	3.060264192973786e-169	1.5903207825799859e-122	2.8784806164697745e-120	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024044	9.241933503945328e-07	0.633598642056697	0.633598642056697	0.7841460117077754	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024059	0.025904245967017	0.0819636039571384	0.0819636039571384	0.16575879682952013	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024073	0.0401216006512395	0.1986599119187259	0.1986599119187259	0.34245184816466084	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024109	4.733180005171573e-17	2.90690301686708e-09	2.90690301686708e-09	2.3915883911497342e-08	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024112	0.054113470679411996	0.025466608423412404	0.054113470679411996	0.11800648425269362	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024130	0.1557366345211126	0.1229231631078494	0.1557366345211126	0.2829576984116359	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024163	2.8260032667282027e-09	6.734212589759718e-26	2.8260032667282027e-09	2.3517544426565732e-08	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024260	0.017135825751862	7.109815106427208e-52	0.017135825751862	0.045444460968308016	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024268	0.8649519909720167	0.1515863591495285	0.8649519909720167	0.9462069169064129	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024302	0.0202424963284352	0.0293429246774502	0.0293429246774502	0.06965336874253752	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024393	1.0	3.111675942430422e-17	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024462	1.2952508594529996e-14	0.0007309648061351	0.0007309648061351	0.0028761876067489806	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024498	7.145646883456773e-05	9.200204005393416e-09	7.145646883456773e-05	0.00033593820413134435	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024524	7.827365815718534e-11	0.055736532633925	0.055736532633925	0.12081811265557395	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024589	0.3254327929309713	0.2091227952234604	0.3254327929309713	0.49264194645133674	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024617	7.214102651518317e-14	1.1579405780291455e-09	1.1579405780291455e-09	9.86292915874237e-09	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024642	2.2121719965380124e-11	0.0010303633100501	0.0010303633100501	0.003905670348043311	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024661	0.5150391324412841	0.0587422542681318	0.5150391324412841	0.6917121139339536	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024713	0.422456173110851	0.8482004076581071	0.8482004076581071	0.9462069169064129	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024743	2.3079821017008496e-41	9.43868109034893e-19	9.43868109034893e-19	2.3564155549698708e-17	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024758	0.0006764073804597	0.0001327335294822	0.0006764073804597	0.0027056295218388	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024780	1.714253609715303e-14	0.33973659817619	0.33973659817619	0.5092532030632745	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024851	0.8696822942700151	5.551114360583877e-34	0.8696822942700151	0.9462069169064129	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024867	3.04420851735464e-05	0.0018586660466818	0.0018586660466818	0.0065323991155224435	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000024921	8.894086537106841e-24	1.752500076907471e-32	8.894086537106841e-24	3.3891150804554487e-22	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000025153	0.5311174277813117	0.0797435552965103	0.5311174277813117	0.7028533804702266	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000025234	0.9084746345187412	6.007289490043085e-11	0.9084746345187412	0.9686828209006901	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000025240	0.0002069490679275	0.0840736109280356	0.0840736109280356	0.16955235184372638	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000025261	0.3372724394099899	0.9547678319796132	0.9547678319796132	0.9946070652564604	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000025266	4.231326404590429e-21	0.1621409812327756	0.1621409812327756	0.2905694812191325	948
Isoform-space EC GLMM vs Estimate-once path Wald	Estimate-once path Wald	ENSMUSG00000025272	0.2224256432014691	0.1107671095591404	0.2224256432014691	0.36850381161982526	948
