comparison	method	gene_id	fold0_p_value	fold1_p_value	conjunction_p_value	conjunction_q_value	shared_block_tests
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000000305	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000000440	0.3358309683938624	0.4122574440699602	0.4122574440699602	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000000441	0.4868287602712997	0.996587232593232	0.996587232593232	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000000552	0.9490147168063614	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000000631	0.2829956143630122	0.1079324590663672	0.2829956143630122	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000000632	0.0139093951537793	0.1237058934428031	0.1237058934428031	0.8853043268815329	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000001127	0.422274474938239	0.9408798582252882	0.9408798582252882	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000001175	0.0366303699425719	0.3921545637812739	0.3921545637812739	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000001248	0.1572384503508162	0.5583303979815442	0.5583303979815442	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000001472	0.0011244575615178	0.0077282800402059	0.0077282800402059	0.1301226685839319	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000001521	0.9999889876085452	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000001986	0.9738363137073744	0.2412387304143189	0.9738363137073744	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000002006	0.9926053472784468	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000002107	0.0055206908172124	0.1261178332253169	0.1261178332253169	0.8853043268815329	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000002265	1.193146304378078e-06	0.0310634975147405	0.0310634975147405	0.3802597629081876	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000002489	0.6426642871793814	0.054366316102618	0.6426642871793814	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000002625	0.1747284262580334	0.6614811112885812	0.6614811112885812	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000003119	0.2523556892015682	0.092605335457029	0.2523556892015682	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000003134	0.0567871763311076	0.6394847633316136	0.6394847633316136	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000003279	1.8588475991094802e-20	1.4527536224904323e-20	1.8588475991094802e-20	1.6822570771940797e-18	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000003363	0.0101471276052625	0.6273771536190953	0.6273771536190953	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000003810	0.1410051491571503	0.1271531101712146	0.1410051491571503	0.9280702544525165	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000003847	0.9002345025274735	0.5602623497756363	0.9002345025274735	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000004110	0.1732275983964585	0.7591614359107737	0.7591614359107737	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000004113	0.5966809959096131	0.1617632028358824	0.5966809959096131	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000004187	0.2789292057486757	0.014804383831137	0.2789292057486757	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000004207	0.5239301697289063	0.4211020858354635	0.5239301697289063	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000004267	0.213779226864642	0.3285452607844623	0.3285452607844623	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000004415	0.0193283091226354	0.2171560458776759	0.2171560458776759	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000004980	0.304573657408911	0.7643051617427096	0.7643051617427096	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000005045	0.6340490186634522	0.0724514745379397	0.6340490186634522	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000005089	0.0021755677239523	0.4349201662303629	0.4349201662303629	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000005417	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000005506	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000005583	0.6802508849183156	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000005871	0.3848144078057002	0.2853289597339863	0.3848144078057002	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000006005	0.3171265356897876	0.0342981834987457	0.3171265356897876	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000006276	0.2726229849125169	0.8635959275147479	0.8635959275147479	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000006307	0.0262651434992426	0.8703516197035851	0.8703516197035851	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000006575	0.6549369056417124	0.8612114656186665	0.8612114656186665	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000006800	0.3418459390761643	0.630406644334766	0.630406644334766	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000006930	0.004056269562308	0.0236258942252237	0.0236258942252237	0.3098051422331251	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000007817	0.4653009858168992	0.3322332932736257	0.4653009858168992	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000007850	0.6272958912656723	0.6896552665404385	0.6896552665404385	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000007880	0.5714052984169643	0.7584729211845165	0.7584729211845165	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000008348	0.5959239935165821	0.8779088921444803	0.8779088921444803	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000008575	0.6437467901611642	0.056515213130139894	0.6437467901611642	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000008658	0.4572790673399133	0.0252428325973914	0.4572790673399133	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000008855	0.7512159464354577	0.0520299515909684	0.7512159464354577	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000009394	0.3525884541455	0.0651713239971098	0.3525884541455	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000009545	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000009569	0.4569823949456641	0.0485118189055624	0.4569823949456641	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000009681	0.5856085147000326	0.0771790563248406	0.5856085147000326	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000010086	0.8838704021330825	0.0887405443517958	0.8838704021330825	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000010803	0.1580519283183425	0.1801584638333231	0.1801584638333231	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000011751	0.268323494655628	0.6095035324364169	0.6095035324364169	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000011877	2.9444763482196025e-08	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000013033	0.3115032108187857	0.0357753333634308	0.3115032108187857	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000013236	0.0079922676458094	0.5466223528592851	0.5466223528592851	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000013539	0.929938548239176	0.4287282053375838	0.929938548239176	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000014592	0.6423415143989437	0.1388370402521673	0.6423415143989437	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000014602	0.73810902924258	0.2575036511314684	0.73810902924258	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000015222	0.8111977631778254	0.04982928576956895	0.8111977631778254	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000015501	0.9891051318164792	0.1120902079624354	0.9891051318164792	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000015597	0.1427057757766107	0.2695103731069997	0.2695103731069997	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000015829	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000017631	7.320854305407027e-07	0.0048235392799494	0.0048235392799494	0.08730606096708414	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000017670	0.8387547988218624	0.9965747821204	0.9965747821204	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000017740	0.4027264249290337	0.3732700148419935	0.4027264249290337	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000018076	0.6559033862159074	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000018474	0.2302178948767066	0.8013766063054015	0.8013766063054015	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000018501	0.0148272053674249	0.4067845377564292	0.4067845377564292	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000019302	0.5692918556355753	0.3462691708271575	0.5692918556355753	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000019841	0.9374384225766452	0.9301616398755724	0.9374384225766452	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000019852	0.8663734100205187	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000019856	0.999999996608322	0.334533616884911	0.999999996608322	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000019971	0.3943753939206347	0.714935007688716	0.714935007688716	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000019986	0.1170392029314254	0.7465110760902851	0.7465110760902851	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020042	0.4093732869066914	0.6963403556128365	0.6963403556128365	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020070	0.006574067671587	0.3133044732237147	0.3133044732237147	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020122	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020124	0.7763966031068522	0.3893228175783696	0.7763966031068522	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020181	7.608869799480877e-09	0.0007178208543218	0.0007178208543218	0.017323409950966106	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020189	0.0239370772476295	0.0830297309996234	0.0830297309996234	0.7242593402858716	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020220	0.8297808826918991	0.1990744900184573	0.8297808826918991	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020262	0.7012891225764697	0.2632048243363938	0.7012891225764697	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020297	0.8350162143527955	0.0616607671672997	0.8350162143527955	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020300	0.2633414330961086	0.5814605350697695	0.5814605350697695	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020315	1.751078269021389e-13	8.71436282582979e-07	8.71436282582979e-07	4.907274140191686e-05	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020333	0.5742411710621318	0.5602366201220466	0.5742411710621318	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020340	0.8571849711150589	0.3816498989547052	0.8571849711150589	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020376	0.0333304628086245	0.5088661763270879	0.5088661763270879	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020390	0.0838013823829022	0.5543784398026794	0.5543784398026794	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020516	0.0940939520532348	0.5438447107941424	0.5438447107941424	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020520	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020524	0.4139036390986575	0.6380621284121788	0.6380621284121788	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020590	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020598	0.0073397975765897	0.0170049313312011	0.0170049313312011	0.2512565364038693	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020599	0.1794528494738385	0.0820976848640857	0.1794528494738385	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020623	0.3912798140697821	0.1927937920265096	0.3912798140697821	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020661	0.1368619040871748	0.1340363647766585	0.1368619040871748	0.9115311398789027	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020703	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020747	0.2523748983342641	0.8392340168891961	0.8392340168891961	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020794	0.0225707676541036	0.6290090482692237	0.6290090482692237	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020827	0.1699725038640906	0.1988458030362071	0.1988458030362071	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020859	0.0038843733755069996	0.0735890664214815	0.0735890664214815	0.6659810511144075	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020863	0.1128885290564952	0.0065534684946254	0.1128885290564952	0.8694818620947077	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020866	0.9966237645319124	0.9339630270566558	0.9966237645319124	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020886	1.0	0.9686578092386022	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020894	1.5374911480542064e-13	0.0614803527719653	0.0614803527719653	0.6269264141817307	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020900	0.1274275555966919	0.5018139702795126	0.5018139702795126	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020903	0.0253008594575452	0.8476904751190003	0.8476904751190003	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000020919	0.665633307970023	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021007	0.1822300099278122	0.427615252804236	0.427615252804236	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021010	0.0027101419974436	0.0430376697826222	0.0430376697826222	0.4793734295787457	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021044	0.6681590731586131	0.9480134247907526	0.9480134247907526	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021057	1.0	0.5315294504278631	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021061	3.314298707857029e-07	0.0012130348062223	0.0012130348062223	0.025830505873674862	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021068	0.7184991517725108	0.8540652155519389	0.8540652155519389	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021071	0.7993231507835344	0.479642273544523	0.7993231507835344	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021087	0.3201286424166522	0.0033569007803304	0.3201286424166522	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021097	0.5132671857527034	0.2438582232993332	0.5132671857527034	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021143	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021180	0.0514035014179684	0.1458581596585323	0.1458581596585323	0.951363131466463	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021182	0.2423022207959025	0.3317384204229321	0.3317384204229321	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021198	0.2838116157136664	0.7105016660726788	0.7105016660726788	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021209	0.4505205679595658	0.0623395346413603	0.4505205679595658	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021244	0.9630528243501582	0.9467616737834528	0.9630528243501582	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021268	0.0030646477744335	0.4526029099343043	0.4526029099343043	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021313	0.0833350406565206	0.6180396111876587	0.6180396111876587	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021448	0.204285911023298	0.6094283090233797	0.6094283090233797	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021488	0.0148189140632628	0.10880525494502451	0.10880525494502451	0.856250049784758	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021500	0.4014459584639658	0.0317363720787614	0.4014459584639658	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021557	0.290382567006833	0.3347359899746645	0.3347359899746645	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021700	0.6825794748093466	0.0555102301245038	0.6825794748093466	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021708	0.0106233612682751	0.5110737147419634	0.5110737147419634	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021767	0.7607386696518698	0.3576795532414956	0.7607386696518698	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021843	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000021910	1.6173299933033014e-26	0.0001493166432518	0.0001493166432518	0.004913874987013782	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022000	0.5608990730208829	0.8265583047574749	0.8265583047574749	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022054	0.9689140126952588	0.4409731432464407	0.9689140126952588	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022108	0.1391477941317069	0.7595241739831728	0.7595241739831728	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022139	0.2812221999973516	0.0064440552571651	0.2812221999973516	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022194	6.772320501942981e-10	0.071606781683667	0.071606781683667	0.6659810511144075	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022199	0.2334237381517163	0.8155673308704003	0.8155673308704003	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022208	0.2861952245162356	0.2905699591870299	0.2905699591870299	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022240	0.2382212361785103	0.0059745262191048	0.2382212361785103	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022263	0.8530122102124352	0.583701640344831	0.8530122102124352	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022311	0.4550538340994614	0.4928551331397505	0.4928551331397505	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022403	0.3310411334491718	0.1826020491440004	0.3310411334491718	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022415	0.1523835299640139	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022456	0.4121509552158112	0.1043080478859608	0.4121509552158112	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022477	0.9028219725930636	0.9999999707379924	0.9999999707379924	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022489	0.9589868320333944	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022521	0.1205062522761574	0.4815802700565236	0.4815802700565236	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022533	0.6905707612634956	0.3464714776806876	0.6905707612634956	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022558	0.9996740741284824	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022565	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022623	0.0232502223237266	0.0198920894997432	0.0232502223237266	0.3098051422331251	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022629	0.5209443630512173	0.0211167889589625	0.5209443630512173	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022812	0.0014659528150662	0.9739158098365174	0.9739158098365174	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022837	0.9999994619468846	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022892	0.00017154786544456617	0.0035908688578152	0.0035908688578152	0.0702645690015731	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022914	0.2565180783581218	0.1707641941840399	0.2565180783581218	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022946	0.5987988341982571	0.4598057314655105	0.5987988341982571	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022961	0.0672728509034074	0.0408269569990346	0.0672728509034074	0.6576452696395642	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000022973	0.130839175381663	0.0818290344861759	0.130839175381663	0.8853043268815329	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000023007	0.1516275032428292	0.5807929183781237	0.5807929183781237	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000023011	0.6388132231989978	0.2575544970375096	0.6388132231989978	1.0	948
Isoform-space EC GLMM vs Estimate-once path Wald	Isoform-space EC GLMM	ENSMUSG00000023169	0.8860588113122043	0.1533217406916308	0.8860588113122043	1.0	948
