test_id	block_id	gene_id	contrast	cell_type	level_a	level_b	method	latent_space	pairwise_null_seed	n_paths	n_isoforms	n_original_isoforms	n_ecs	n_samples	n_test_levels	degrees_of_freedom	median_gene_umis	statistic	lrt_p_value	bic_log_bayes_factor	null_converged	alternative_converged	null_objective	alternative_objective	alternative_observation_noise_sd	null_random_effect_sd	alternative_random_effect_sd	alternative_concentration	null_iterations	alternative_iterations	null_cavi_iterations	alternative_cavi_iterations	null_gradient_norm	alternative_gradient_norm	null_scaled_gradient_norm	alternative_scaled_gradient_norm	null_optimizer_scale	alternative_optimizer_scale	null_mode_score_norm	alternative_mode_score_norm	null_mode_steps	alternative_mode_steps	null_attempts	alternative_attempts	alternative_reused	null_warm_start	null_optimizer	alternative_optimizer	null_objective_evaluations	alternative_objective_evaluations	null_objective_evaluation_seconds	alternative_objective_evaluation_seconds	null_optimizer_seconds	alternative_optimizer_seconds
ENSMUSG00000039068.17:B1	ENSMUSG00000039068.17:B1	ENSMUSG00000039068.17	cell_type				laplace_multinomial	isoform		2	2	2	12	32	3	2	13.0	3.417005138307104	0.18113682951291302	-1.587334296850777	True	True	815.9082679232761	814.1997653541225	0.0	0.00033546262790251185	0.00033546262790251185	inf	17	16			0.001247464734565511	0.00772383280304592	1.3752802957638344e-06	9.4665455746702e-06	907.0621737314034	815.9082679232763	2.220446049250313e-16	2.7755575615628914e-17	12	12	1	1	False	default	lbfgs	lbfgs	28	21	3.955959993414581	3.2589205196127295	0.07355168368667364	0.05857801716774702
ENSMUSG00000039234.12:B1	ENSMUSG00000039234.12:B1	ENSMUSG00000039234.12	cell_type				laplace_multinomial	isoform		2	3	3	6	69	5	4	16.0	4.547473508864641e-13	1.0	-7.275172319452544	True	True	1444.5773888797798	1444.5773888797796	0.0	0.7994793733643863	0.7994793733643863	inf	44	0			0.008238007110152323	0.007513400684774352	4.5916560463407694e-06	5.201106387661748e-06	1794.12548043912	1444.5773888797796	4.218849187641489e-15	6.217259102296244e-15	12	12	1	1	False	default	lbfgs	lbfgs	52	3	4.427457748912275	3.3538493886590004	0.18500489182770252	0.007259834557771683
ENSMUSG00000040479.13:B2	ENSMUSG00000040479.13:B2	ENSMUSG00000040479.13	cell_type				laplace_multinomial	isoform		3	4	4	12	187	10	18	23.0	44.91575880630626	0.0004261827083891468	-12.193449012237394	True	True	13635.28397497908	13612.826095575927	0.0	0.0003582164834169895	0.00035819426727082124	inf	69	82			0.1227583061192936	0.0793652911322872	8.767807234349764e-06	5.8205821952754e-06	14001.027034257962	13635.283974979078	3.6637359812630166e-14	1.5654144647214707e-14	12	12	1	1	False	default	lbfgs	lbfgs	76	90	5.203236458823085	5.59722853731364	0.9902202300727367	1.4092916520312428
ENSMUSG00000043987.19:B1	ENSMUSG00000043987.19:B1	ENSMUSG00000043987.19	cell_type				laplace_multinomial	isoform		2	2	2	6	75	4	3	17.0	5.895410880596046	0.11681108215592285	-2.341835346626219	True	True	1548.811255152176	1545.863549711878	0.0	0.007555538599409667	0.0075536911972600125	inf	20	8			0.013881146422982759	0.008661429152520423	8.785110731382552e-06	5.5923077287228315e-06	1580.0764324342467	1548.811255152176	1.4988010832439613e-15	1.3322676295501878e-15	12	12	1	1	False	default	lbfgs	lbfgs	26	11	3.6700891852378845	3.3216393208131194	0.07083865534514189	0.03937712591141462
ENSMUSG00000049321.18:B1	ENSMUSG00000049321.18:B1	ENSMUSG00000049321.18	cell_type				laplace_multinomial	isoform		2	3	3	8	20	2	1	12.0	3.8384499183528646	0.05008980896680691	0.5026182871483242	True	True	234.09833397689567	232.17910901771924	0.0	0.05259230527775121	0.795062793417381	inf	34	26			0.0021273451365941827	0.0021583218647535287	5.547136140257528e-06	9.219723302116897e-06	383.503321859236	234.09833397689567	4.996003610813204e-16	1.339206523454095e-15	12	12	1	1	False	default	lbfgs	lbfgs	44	41	4.48376892413944	3.884726144373417	0.12163885775953531	0.113387331366539
ENSMUSG00000053141.17:B4	ENSMUSG00000053141.17:B4	ENSMUSG00000053141.17	cell_type				laplace_multinomial	isoform		2	3	3	11	140	6	5	20.0	2.4690439544810943	0.7811497254296893	-8.282134247185251	True	True	5790.270586862969	5789.036064885729	0.0	0.28888815086640907	0.2422694729878305	inf	42	39			0.055290905452928085	0.04806389413010259	9.167595013996196e-06	8.300802770625348e-06	6031.124342700053	5790.270586862969	1.887379141862766e-15	7.153999614928352e-15	12	12	1	1	False	default	lbfgs	lbfgs	46	43	4.097240232862532	4.5125513356179	0.31700962875038385	0.2729636561125517
ENSMUSG00000054640.16:B1	ENSMUSG00000054640.16:B1	ENSMUSG00000054640.16	cell_type				laplace_multinomial	isoform		3	4	4	12	185	9	16	27.0	9.884765864717338	0.8725763951694387	-26.02722515490446	True	True	12334.241055509501	12329.298672577142	0.0	0.2642196366892889	0.29225888358281593	inf	25	21			0.13143855526927362	0.09912226836374521	9.086773196592048e-06	8.036349210109603e-06	14464.821826803054	12334.241055509501	3.4421250572069795e-15	1.5545290749097163e-15	12	12	1	1	False	default	lbfgs	lbfgs	35	25	4.814278108999133	4.72676717210561	0.4657704345881939	0.5330237252637744
ENSMUSG00000074794.11:B1	ENSMUSG00000074794.11:B1	ENSMUSG00000074794.11	cell_type				laplace_multinomial	isoform		2	2	2	4	10	2	1	15.0	0.2328552662187917	0.6294147263348686	-0.923293137730522	True	True	140.95327633795912	140.83684870484973	0.0	0.0012575835208237232	0.0012574400834656203	inf	22	11			0.000611565237350926	0.00019893552962181208	4.135597654215875e-06	1.4113579676206374e-06	147.8783209791914	140.95327633795912	8.881784197001252e-16	6.305719835175694e-16	12	12	1	1	False	default	lbfgs	lbfgs	25	14	3.182360098697245	2.989986634813249	0.08111286628991365	0.017831837758421898
ENSMUSG00000095562.9:B2	ENSMUSG00000095562.9:B2	ENSMUSG00000095562.9	cell_type				laplace_multinomial	isoform		2	5	5	27	110	8	7	22.0	9.064740651820102	0.2480413050662457	-7.9113478893028955	True	True	5563.3450160149305	5558.81264568902	0.0	0.2664926185588937	0.26674940761297283	inf	118	92			0.050716638463329466	0.053101769782720465	8.631909684699751e-06	9.544935579199023e-06	5875.482983009637	5563.34501601493	1.782532454974728e-13	7.815970093361102e-14	12	12	1	1	False	default	lbfgs	lbfgs	130	105	8.924731102772057	7.028775955550373	2.149881787598133	1.7625293107703328
ENSMUSG00000120400.1:B1	ENSMUSG00000120400.1:B1	ENSMUSG00000120400.1	cell_type				laplace_multinomial	isoform		2	3	3	5	26	3	2	13.0	0.14298134799179252	0.9310049601104537	-2.76172267006032	True	True	234.60413786324807	234.53264718925217	0.0	0.001040631815605967	0.0010049523004396676	inf	37	49			0.003697218808063589	0.0018162425227493254	9.640043167852965e-06	7.741732687630694e-06	383.5272045661426	234.60413786324804	2.2204799305682033e-16	2.2898688696072755e-16	12	12	1	1	False	default	lbfgs	lbfgs	41	61	3.598362259566784	3.7172114914283156	0.14953787717968225	0.12970384303480387
