strength	mean_log_evidence	null_weight	alternative_shape	genes	tests
2.0	0.8408655040846967	0.2754384353159503	0.27675628409780756	1276	1781
4.0	1.068669089605409	0.1744105344166337	0.2689939023505897	1276	1781
8.0	1.302687348457029	0.12372705497135919	0.2535591129581974	1276	1781
16.0	1.4624688342961838	0.08664028115060972	0.24595618482611564	1276	1781
32.0	1.5369462910511955	0.06583729660411795	0.24356312793713958	1276	1781
64.0	1.5453037051174985	0.05201332113944458	0.24556874523917088	1276	1781
128.0	1.5252841581539405	0.040570655981110454	0.249573218265349	1276	1781
256.0	1.4938525059703456	0.03446272912147306	0.2535793749611584	1276	1781
