test_id	null_type	analytic_p_value	calibrated_p_value	reference_nulls	degrees_of_freedom	denominator_df_bin	fdr
ENSMUSG00000029804.18:B1	label_permutation	0.999996334283501	0.8852145394916644	7317	10	all	1.0
ENSMUSG00000031256.12:B1	label_permutation	0.2182741176509581	0.08978907308262916	15502	3	all	0.5771562223385216
ENSMUSG00000032258.16:B1	label_permutation	0.9999019174246632	0.827556591620146	16300	5	all	1.0
ENSMUSG00000033595.8:B1	label_permutation	0.9768323463928532	0.6538816153420616	16268	2	all	1.0
ENSMUSG00000035027.19:B1	label_permutation	0.0595471279265112	0.023234372118753458	16268	2	all	0.3177495783335335
ENSMUSG00000038351.15:B1	label_permutation	0.7761275586648207	0.48915697256929486	13925	6	all	0.9530983318317655
ENSMUSG00000039852.18:B1	label_permutation	0.0305270346525152	0.04281110940616848	6516	12	all	0.4411129226313326
ENSMUSG00000041607.18:B1	label_permutation	0.0039222531066	0.01327433628318584	225	40	all	0.23840494722251837
ENSMUSG00000045038.15:B1	label_permutation	0.3355420639299977	0.2720521644629596	5520	7	all	0.8182630483475897
ENSMUSG00000050556.10:B1	label_permutation	6.526875771419254e-07	0.00013664935774801857	7317	10	all	0.029835013443101986
ENSMUSG00000055013.17:B1	label_permutation	0.0002541779850274	0.004165911972468755	5520	7	all	0.13204168570735514
ENSMUSG00000059182.9:B1	label_permutation	0.988867671868558	0.6453589627813971	15502	3	all	1.0
ENSMUSG00000064080.13:B1	label_permutation	1.0	1.0	16268	2	all	1.0
ENSMUSG00000074513.10:B1	label_permutation	0.9999998868866709	0.8244175759363019	16954	4	all	1.0
ENSMUSG00000097311.9:B1	label_permutation	0.8052074849360775	0.5354272744003435	16300	5	all	0.9699259221988624
