ragged_dot_key	kernel	blocks	samples	maximum_samples	sample_padding_ratio	compile_seconds	median_evaluation_seconds	minimum_evaluation_seconds
(2, 5, 5, 2)	padded	32	3630	152	1.3399449035812672	0.8695527709933231	0.001370656507788226	0.0012946490023750812
(2, 5, 5, 2)	ragged_dot	32	3630	152	1.3399449035812672	0.6863577699987218	0.002959879995614756	0.0027417390083428472
