test_id	batched_null_converged	batched_alternative_converged	scalar_null_converged	scalar_alternative_converged	batched_null_objective	scalar_null_objective	batched_alternative_objective	scalar_alternative_objective	batched_statistic	scalar_statistic	absolute_statistic_difference	batched_null_gradient_norm	batched_alternative_gradient_norm	batched_null_mode_score_norm	batched_alternative_mode_score_norm	batched_null_iterations	batched_alternative_iterations	batched_null_line_search_evaluations	batched_alternative_line_search_evaluations	scalar_null_iterations	scalar_alternative_iterations
ENSG00000130347.12:B1	True	True	True	True	271.6467775688035	271.6467623047089	271.58434692538424	271.58434414022213	0.12486128683849529	0.12483632897351526	2.495786498002417e-05	9.600427821214078e-06	9.123018527460947e-06	4.515431313424347e-17	5.968362692488831e-17	21	24	22	29	21	24
ENSG00000259404.5:B1	True	True	True	True	222.6531318208201	222.6530995143117	222.01904796133968	222.0190734172703	1.2681677189608536	1.2680521940827703	0.00011552487808330625	2.9730534531436432e-06	8.457012847564366e-06	4.5721975710932315e-17	6.653037093113389e-17	19	29	20	33	23	25
ENSG00000231607.11:B1	True	True	True	True	332.09993370136124	332.0999337127114	330.8165977788549	330.8165977788548	2.5666718450127064	2.5666718677131257	2.270041932206368e-08	1.0498575043257895e-06	4.394736895706928e-06	2.392080615535556e-15	5.551115123125784e-16	12	15	13	15	12	15
ENSG00000131043.12:B1	True	True	True	True	304.1003397286722	304.1003916293833	303.28643229958084	303.28650898340265	1.6278148581827736	1.627765291961282	4.9566221491659235e-05	4.472395040693271e-06	5.842023877222576e-06	4.9441103333674054e-17	4.1760181987459275e-17	27	31	32	36	27	27
ENSG00000143318.13:B1	True	True	True	True	280.9231836045034	280.92318360450344	279.5644612613727	279.56445812930826	2.7174446862613877	2.7174509503903437	6.2641289559906e-06	9.781230908760615e-06	6.6327907218382754e-06	1.3216686531474378e-16	1.425963484727078e-16	24	27	24	28	24	27
ENSG00000179361.17:B1	True	True	True	True	409.9539921257703	409.95389140140475	409.843948417905	409.8439494663047	0.22008741573063162	0.2198838702000785	0.00020354553055312863	8.498160751951112e-06	9.30348887423351e-06	5.682216786739351e-16	1.069155653780048e-15	25	25	25	27	25	25
ENSG00000105675.8:B1	True	True	True	True	269.7914995812242	269.7918052579826	269.495472385549	269.495486168624	0.5920543913503025	0.5926381787172659	0.0005837873669634064	5.012411707171891e-06	2.3871476667802443e-06	3.340618095887748e-15	2.258419894485968e-15	24	27	32	31	20	26
ENSG00000234942.2:B1	True	True	True	True	312.34214902417415	312.3421718399893	311.72283169497325	311.72281309494167	1.2386346584017929	1.2387174900952687	8.283169347578223e-05	3.0762564982061827e-06	5.445253255071589e-06	1.5363022258067005e-16	1.3509018623112666e-16	35	38	40	39	35	36
