test_id	gene_id	coordinates	cosine_similarity	fold0_p_value	fold1_p_value	both_nominal	both_bh
ENSMUSG00000002625.11:B1	ENSMUSG00000002625.11	2	1.0000000000000002	0.0108054230829779	0.5637437261795378	False	False
ENSMUSG00000002985.17:B1	ENSMUSG00000002985.17	3	-0.7527275811453681	0.04228434013746	0.0722737690971404	False	False
ENSMUSG00000002985.17:B2	ENSMUSG00000002985.17	2	-1.0	0.1261881446189929	0.0286342668656489	False	False
ENSMUSG00000003119.15:B1	ENSMUSG00000003119.15	3	0.9955807278116976	0.3460271849753751	1.1735358568496284e-08	False	False
ENSMUSG00000003134.11:B1	ENSMUSG00000003134.11	2	-1.0	0.0523118822392613	0.7684426533016083	False	False
ENSMUSG00000003279.18:B1	ENSMUSG00000003279.18	9	0.9248209998622136	1.5005897488463805e-06	2.6894601364732217e-06	True	True
ENSMUSG00000003363.16:B1	ENSMUSG00000003363.16	2	1.0	0.0258857233503366	0.8482381213137598	False	False
ENSMUSG00000003810.15:B2	ENSMUSG00000003810.15	12	-0.9998132695556367	1.5327015327185078e-06	1.0069020652080785e-12	True	True
ENSMUSG00000003847.17:B1	ENSMUSG00000003847.17	18	0.09509141377867782	0.0009980347002043	1.3403786609153424e-11	True	True
ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	30	0.8663055784458129	0.0001083943106998	0.0433257171713737	True	False
ENSMUSG00000004113.19:B1	ENSMUSG00000004113.19	6	-0.979539470271759	0.2167436921942354	0.3889033477677039	False	False
ENSMUSG00000004113.19:B2	ENSMUSG00000004113.19	6	0.5425598181085152	0.6454658065457054	0.3017318195608054	False	False
ENSMUSG00000004113.19:B8	ENSMUSG00000004113.19	9	-0.04407196691367388	0.2408612789162117	0.4371649824200699	False	False
ENSMUSG00000004187.12:B1	ENSMUSG00000004187.12	6	-0.5992030837599409	0.2628811666776135	0.126389770680378	False	False
ENSMUSG00000004207.15:B1	ENSMUSG00000004207.15	6	0.7220402800237719	2.906150667611258e-09	0.2202018270706693	False	False
ENSMUSG00000004207.15:B2	ENSMUSG00000004207.15	9	0.2261394005966473	1.3504440348413622e-11	1.6045943300946702e-21	True	True
ENSMUSG00000004267.17:B1	ENSMUSG00000004267.17	12	-0.4470685525797538	0.2095101279822013	0.0060624034395055	False	False
ENSMUSG00000004415.16:B1	ENSMUSG00000004415.16	6	0.7638087189976075	0.2291804430648104	0.7206756930871493	False	False
ENSMUSG00000004980.17:B1	ENSMUSG00000004980.17	9	0.031225167980218124	0.0125242716045792	2.4017727811297104e-05	True	True
ENSMUSG00000004980.17:B2	ENSMUSG00000004980.17	6	0.7557930103192021	0.0406431885453718	0.7273880430437163	False	False
ENSMUSG00000004980.17:B3	ENSMUSG00000004980.17	6	-0.49558453217784154	0.0554346593064857	0.3038921048244489	False	False
ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	20	0.9996115252805993	4.413572634389635e-16	3.392524675975831e-26	True	True
ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	20	0.5395786913221975	1.934921598001769e-18	4.62349657853216e-19	True	True
ENSMUSG00000005417.18:B1	ENSMUSG00000005417.18	20	0.8023142925593245	0.0223356804815464	0.3045562420980693	False	False
ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	20	0.6372061701098845	1.3603220127332246e-81	1.4679195265399586e-101	True	True
ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18	20	0.8023143846644795	0.0223356597800345	0.3045558224946755	False	False
ENSMUSG00000005506.17:B1	ENSMUSG00000005506.17	12	-0.1418023242314188	0.0024970759798831	1.0369884013592034e-12	True	True
ENSMUSG00000005506.17:B2	ENSMUSG00000005506.17	6	-0.9883285896750447	7.974354346534787e-06	0.0008334496099801	True	True
ENSMUSG00000005506.17:B3	ENSMUSG00000005506.17	6	0.9716341827353342	0.1791912495036112	0.178404638896503	False	False
ENSMUSG00000005506.17:B4	ENSMUSG00000005506.17	9	0.32805011212684104	4.040025481376952e-30	0.0137797588525558	True	True
ENSMUSG00000005506.17:B5	ENSMUSG00000005506.17	6	0.15426215713103497	0.4260585462315758	0.004024038285185	False	False
ENSMUSG00000005583.17:B1	ENSMUSG00000005583.17	4	-0.4744646769838486	4.026522805001436e-06	0.5401924670862338	False	False
ENSMUSG00000005583.17:B2	ENSMUSG00000005583.17	3	0.9956735953227454	0.0453707797101136	0.9937247670331776	False	False
ENSMUSG00000005583.17:B3	ENSMUSG00000005583.17	2	-1.0	0.06802047246375	0.8816900437524298	False	False
ENSMUSG00000005583.17:B4	ENSMUSG00000005583.17	2	-0.9999999999999999	0.4895908345142357	0.8800834375312998	False	False
ENSMUSG00000005871.16:B1	ENSMUSG00000005871.16	30	0.6323939033975339	2.8432405262227626e-08	0.0041383291614748	True	True
ENSMUSG00000006005.19:B1	ENSMUSG00000006005.19	6	-0.26893756964057236	0.001127768268319	4.086370448281569e-21	True	True
ENSMUSG00000006276.11:B1	ENSMUSG00000006276.11	12	0.7956891527467725	0.0192744519622506	0.0002144204805273	True	True
ENSMUSG00000006307.17:B1	ENSMUSG00000006307.17	6	0.45776589620818825	0.0014511881675518	0.6164606477996813	False	False
ENSMUSG00000006476.20:B1	ENSMUSG00000006476.20	4	-0.0010363392104568206	1.2047879192148422e-07	0.0538073283011863	False	False
ENSMUSG00000006476.20:B2	ENSMUSG00000006476.20	2	0.9999999999999998	0.1117123723700472	0.4128973246573215	False	False
ENSMUSG00000006476.20:B3	ENSMUSG00000006476.20	3	0.9937048846641601	1.749092247025011e-05	0.0077282154640278	True	True
ENSMUSG00000006476.20:B4	ENSMUSG00000006476.20	3	0.9323659958119827	1.5001170992472864e-11	0.3855073537261716	False	False
ENSMUSG00000006575.15:B1	ENSMUSG00000006575.15	2	1.0	1.8140106638890942e-28	0.932334139271962	False	False
ENSMUSG00000006575.15:B3	ENSMUSG00000006575.15	2	1.0	0.0001040574218264	0.1940900939778388	False	False
ENSMUSG00000006800.15:B1	ENSMUSG00000006800.15	3	-0.9263169735499156	3.5826668069305725e-11	0.0264115587132251	True	False
ENSMUSG00000006930.16:B1	ENSMUSG00000006930.16	2	1.0000000000000002	2.802838283470057e-05	0.133306313035273	False	False
ENSMUSG00000007817.16:B1	ENSMUSG00000007817.16	6	0.2097264529911662	0.2746081013988417	0.8153911505280842	False	False
ENSMUSG00000007850.17:B1	ENSMUSG00000007850.17	2	-1.0	4.910359246806279e-44	0.0719331204951604	False	False
ENSMUSG00000007880.17:B1	ENSMUSG00000007880.17	20	-0.04467946090501672	0.3539934383248255	0.8176061866815589	False	False
ENSMUSG00000008348.10:B1	ENSMUSG00000008348.10	12	-0.13728117708527346	0.0176467818663182	0.0859161541746811	False	False
ENSMUSG00000008575.18:B1	ENSMUSG00000008575.18	2	-0.9999999999999998	0.3556058959835897	0.6852063028841078	False	False
ENSMUSG00000008575.18:B2	ENSMUSG00000008575.18	4	0.9953564869032585	1.280030437378894e-06	0.0912971016634471	False	False
ENSMUSG00000008575.18:B3	ENSMUSG00000008575.18	3	-0.7283246015673415	0.1847673772822004	0.0941824963761695	False	False
ENSMUSG00000008658.17:B2	ENSMUSG00000008658.17	2	-1.0	0.3204364077132349	0.0898371170356845	False	False
ENSMUSG00000008658.17:B3	ENSMUSG00000008658.17	2	0.9999999999999999	0.0126429547554472	1.4885506892884856e-12	True	True
ENSMUSG00000008658.17:B4	ENSMUSG00000008658.17	3	0.9366917297677468	0.0019371978951014	7.597157452447609e-07	True	True
ENSMUSG00000009394.14:B1	ENSMUSG00000009394.14	56	0.34965110346874667	0.012413862244966	7.32952570095951e-17	True	True
ENSMUSG00000009545.15:B1	ENSMUSG00000009545.15	56	-0.22577966864766755	0.1661194717393164	4.514144257190165e-169	False	False
ENSMUSG00000009569.15:B1	ENSMUSG00000009569.15	18	0.11850132400278889	1.6462775887504594e-14	0.0008378862148885	True	True
ENSMUSG00000009681.11:B1	ENSMUSG00000009681.11	2	1.0	0.5828753969343121	0.0275887351529582	False	False
ENSMUSG00000010086.18:B3	ENSMUSG00000010086.18	2	-0.9999999999999999	0.6647754178388813	0.2069634576056397	False	False
ENSMUSG00000010803.14:B1	ENSMUSG00000010803.14	6	0.7709751294083704	1.900327191011827e-07	6.633561932147748e-48	True	True
ENSMUSG00000011751.17:B1	ENSMUSG00000011751.17	12	0.5980292101895532	4.021964326876245e-13	0.0034484251763516	True	True
ENSMUSG00000011877.14:B1	ENSMUSG00000011877.14	2	-1.0	6.412669049260094e-05	0.3392209022283287	False	False
ENSMUSG00000013033.17:B1	ENSMUSG00000013033.17	30	-0.34431852323706785	3.144725221845189e-06	6.115482269444748e-06	True	True
ENSMUSG00000013033.17:B2	ENSMUSG00000013033.17	20	0.2335522133330514	0.1001096173745595	0.0166732882918954	False	False
ENSMUSG00000013236.18:B1	ENSMUSG00000013236.18	30	0.40966998528458787	0.1726599371393886	0.6462551541331747	False	False
ENSMUSG00000013539.15:B1	ENSMUSG00000013539.15	6	-0.5964153332346319	4.608239258208483e-14	2.3699814762806663e-16	True	True
ENSMUSG00000014592.22:B1	ENSMUSG00000014592.22	6	0.2034310513325891	0.0147947561743644	0.0385485392264164	True	False
ENSMUSG00000014602.16:B1	ENSMUSG00000014602.16	45	0.08520682745572819	0.0011969613541719	2.8963937247668304e-06	True	True
ENSMUSG00000014602.16:B2	ENSMUSG00000014602.16	30	0.6026226809515494	0.1664327785066826	0.2417562405698075	False	False
ENSMUSG00000014602.16:B4	ENSMUSG00000014602.16	30	0.6610293467286744	0.2625911733323949	0.2370109712590333	False	False
ENSMUSG00000015222.19:B1	ENSMUSG00000015222.19	84	-0.19558624455334725	2.0861786905679054e-29	1.2222040757946549e-21	True	True
ENSMUSG00000015222.19:B2	ENSMUSG00000015222.19	42	-0.05584547773885758	9.843826759803495e-09	1.0	False	False
ENSMUSG00000015222.19:B3	ENSMUSG00000015222.19	42	0.21667545777507	0.0135799858933439	0.368616108914071	False	False
ENSMUSG00000015222.19:B5	ENSMUSG00000015222.19	63	-0.6852908055410168	3.225542980838108e-08	7.498930053240347e-15	True	True
ENSMUSG00000015501.11:B1	ENSMUSG00000015501.11	30	0.7779775055750865	0.5160616714307099	0.0135359736583576	False	False
ENSMUSG00000015597.18:B1	ENSMUSG00000015597.18	2	0.9999999999999999	0.0096358943434684	9.77212669186428e-05	True	True
ENSMUSG00000015829.14:B1	ENSMUSG00000015829.14	2	-1.0000000000000002	4.448410548784916e-128	3.9521599216209655e-271	True	True
ENSMUSG00000015968.19:B2	ENSMUSG00000015968.19	2	1.0	0.1300558649095669	0.5750033857098245	False	False
ENSMUSG00000015968.19:B3	ENSMUSG00000015968.19	2	1.0	0.0128762159418747	0.9655658901828992	False	False
ENSMUSG00000017466.11:B2	ENSMUSG00000017466.11	2	1.0	0.9972849698183892	0.9706594578346062	False	False
ENSMUSG00000017631.20:B1	ENSMUSG00000017631.20	12	0.452542302230821	1.9385238691580257e-27	1.1030034537690406e-12	True	True
ENSMUSG00000017631.20:B2	ENSMUSG00000017631.20	9	0.35966638051977823	3.979487665402527e-15	0.0001655212785521	True	True
ENSMUSG00000017670.17:B1	ENSMUSG00000017670.17	12	-0.6533633179069981	0.2144765032394719	2.125235129591872e-06	False	False
ENSMUSG00000017670.17:B2	ENSMUSG00000017670.17	12	-0.6984854236634915	0.0343642718053994	0.0047970284350107	True	False
ENSMUSG00000017740.18:B1	ENSMUSG00000017740.18	12	0.9967809848331773	5.873193786624013e-27	2.5214591942123928e-05	True	True
ENSMUSG00000018417.15:B2	ENSMUSG00000018417.15	3	0.9967458902006794	4.061397568205532e-05	1.3085038611834502e-06	True	True
ENSMUSG00000018474.19:B1	ENSMUSG00000018474.19	30	-0.11739506492882505	0.0966803796648584	0.3667636623051902	False	False
ENSMUSG00000018501.18:B1	ENSMUSG00000018501.18	45	0.32125484106685825	9.37786804460022e-06	0.0137995215347643	True	True
ENSMUSG00000019302.17:B1	ENSMUSG00000019302.17	12	-0.12696694039185494	0.0429834625768289	0.561778206119349	False	False
ENSMUSG00000019302.17:B2	ENSMUSG00000019302.17	12	0.8186110321323912	0.0033631798776765	0.1041328366898104	False	False
ENSMUSG00000019302.17:B3	ENSMUSG00000019302.17	12	-0.40103572311939933	0.0076982607664666	0.0869328365469755	False	False
ENSMUSG00000019841.16:B1	ENSMUSG00000019841.16	2	-0.9999999999999999	0.9786001102947918	0.0847035405600796	False	False
ENSMUSG00000019852.8:B1	ENSMUSG00000019852.8	6	0.66656881522779	1.139784135706831e-05	7.912912427989e-161	True	True
ENSMUSG00000019856.15:B1	ENSMUSG00000019856.15	20	-0.20775032653474512	5.192350236042429e-05	4.646832940315869e-06	True	True
ENSMUSG00000019971.11:B1	ENSMUSG00000019971.11	6	0.6086776430714264	0.0010585507988598	0.0367183247294626	True	False
ENSMUSG00000019971.11:B2	ENSMUSG00000019971.11	6	0.03314577334218668	0.000492856125116	0.2646875348725878	False	False
ENSMUSG00000019986.18:B1	ENSMUSG00000019986.18	20	-0.4983640242184684	8.332128861147276e-07	0.0071842961110934	True	True
ENSMUSG00000019996.18:B1	ENSMUSG00000019996.18	2	-1.0	8.177558430593037e-24	1.6824139157266792e-44	True	True
ENSMUSG00000020042.16:B1	ENSMUSG00000020042.16	2	-1.0	2.1724093873838512e-16	0.6518310136419575	False	False
ENSMUSG00000020070.19:B1	ENSMUSG00000020070.19	12	0.8201617382463923	0.0220785687837623	0.1982977139008407	False	False
ENSMUSG00000020122.17:B1	ENSMUSG00000020122.17	2	1.0000000000000002	1.6485794987514674e-83	0.0895857778602917	False	False
ENSMUSG00000020124.11:B1	ENSMUSG00000020124.11	12	-0.06007556471245116	0.7611906355127002	0.339289255602595	False	False
ENSMUSG00000020181.19:B1	ENSMUSG00000020181.19	2	0.9999999999999999	0.0018025709524353	5.348442646734303e-05	True	True
ENSMUSG00000020189.16:B1	ENSMUSG00000020189.16	2	0.9999999999999999	0.1939041486331381	0.1793544557639118	False	False
ENSMUSG00000020220.17:B1	ENSMUSG00000020220.17	6	0.8761746216964691	0.4488779692727682	0.4186782448268375	False	False
ENSMUSG00000020262.16:B1	ENSMUSG00000020262.16	12	0.7704632670929273	0.0002470837107656	1.5954289575067558e-06	True	True
ENSMUSG00000020297.11:B1	ENSMUSG00000020297.11	12	0.7728874758436595	0.0024949573723868	0.4818175381247085	False	False
ENSMUSG00000020300.15:B1	ENSMUSG00000020300.15	6	-0.2629794146590803	5.166644176654606e-13	1.2246665583922742e-61	True	True
ENSMUSG00000020315.19:B1	ENSMUSG00000020315.19	84	0.14383103689629606	6.975729761300253e-17	1.3355057134879793e-07	True	True
ENSMUSG00000020333.18:B2	ENSMUSG00000020333.18	2	-1.0	0.8752257323111248	0.2442068318757814	False	False
ENSMUSG00000020340.17:B1	ENSMUSG00000020340.17	45	0.19728303227571248	1.3779027834633392e-16	1.5326468279514071e-31	True	True
ENSMUSG00000020340.17:B2	ENSMUSG00000020340.17	30	0.40354438585753905	2.1198589336377385e-06	1.1317461862510004e-10	True	True
ENSMUSG00000020368.16:B1	ENSMUSG00000020368.16	6	0.9292061610583503	0.0989940864963604	0.1239448456159166	False	False
ENSMUSG00000020376.18:B1	ENSMUSG00000020376.18	45	0.29790560876988176	1.641610341933877e-19	0.7726858707369375	False	False
ENSMUSG00000020390.13:B1	ENSMUSG00000020390.13	12	0.19730605444162405	0.1187150323198414	0.2506629276808086	False	False
ENSMUSG00000020516.16:B1	ENSMUSG00000020516.16	6	0.9770986953427531	0.1431386366254505	4.357068184895766e-56	False	False
ENSMUSG00000020520.15:B1	ENSMUSG00000020520.15	6	-0.9635141548779598	1.7573518842695847e-21	0.701194087781523	False	False
ENSMUSG00000020524.17:B1	ENSMUSG00000020524.17	42	-0.4321010349429272	0.2722319172711208	0.0075915925315673	False	False
ENSMUSG00000020590.17:B1	ENSMUSG00000020590.17	6	-0.10159063757921027	0.0017259491921227	3.8478232314313246e-38	True	True
ENSMUSG00000020598.17:B1	ENSMUSG00000020598.17	2	-1.0	0.0119280886690523	0.2153189785274362	False	False
ENSMUSG00000020599.14:B1	ENSMUSG00000020599.14	3	0.8037290449893918	0.0439982424470576	0.0124126371344095	True	False
ENSMUSG00000020623.12:B1	ENSMUSG00000020623.12	6	0.23467207766643086	2.9185434243446586e-15	0.0519353949140063	False	False
ENSMUSG00000020661.16:B1	ENSMUSG00000020661.16	9	-0.06572907660138166	0.019515179455671	0.0001119023414216	True	True
ENSMUSG00000020703.4:B1	ENSMUSG00000020703.4	12	-0.5828000931976758	6.945530242166306e-05	3.250410401188472e-06	True	True
ENSMUSG00000020747.19:B1	ENSMUSG00000020747.19	3	-0.45258902866233436	5.6860810489331563e-08	0.0001178986166174	True	True
ENSMUSG00000020747.19:B2	ENSMUSG00000020747.19	2	-1.0	0.0198967546607968	0.0291972694507174	True	False
ENSMUSG00000020794.14:B1	ENSMUSG00000020794.14	12	0.4227784130509969	0.8440105421453914	0.1203901940910314	False	False
ENSMUSG00000020827.19:B1	ENSMUSG00000020827.19	12	0.40141470571024124	3.05732549807951e-06	0.0259364913159841	True	False
ENSMUSG00000020827.19:B2	ENSMUSG00000020827.19	6	0.2325632194763622	0.1168930510791109	0.0195801882699557	False	False
ENSMUSG00000020827.19:B3	ENSMUSG00000020827.19	6	0.09165620304685854	0.6722376515342878	0.1392024246435978	False	False
ENSMUSG00000020827.19:B4	ENSMUSG00000020827.19	6	0.46570267277862726	0.4403722902973125	0.3849585124475319	False	False
ENSMUSG00000020859.17:B1	ENSMUSG00000020859.17	18	0.5051857045694383	9.30149033510047e-06	0.0468618422468425	True	False
ENSMUSG00000020859.17:B2	ENSMUSG00000020859.17	24	0.9204908246628907	4.924450551752776e-14	0.0023936954169109	True	True
ENSMUSG00000020859.17:B3	ENSMUSG00000020859.17	12	0.7487143643406451	0.000979285842472	0.8251530715350426	False	False
ENSMUSG00000020863.16:B2	ENSMUSG00000020863.16	30	0.052737304703772574	0.0247582943998283	3.0652312393885906e-21	True	True
ENSMUSG00000020866.18:B1	ENSMUSG00000020866.18	6	-0.36212279225975313	7.820197579741232e-54	0.0013492766226709	True	True
ENSMUSG00000020866.18:B2	ENSMUSG00000020866.18	6	-0.9098017365297195	8.71248528893587e-90	1.30161303195358e-80	True	True
ENSMUSG00000020866.18:B3	ENSMUSG00000020866.18	6	-0.750445081364946	0.124810177934794	0.5521263394020909	False	False
ENSMUSG00000020866.18:B4	ENSMUSG00000020866.18	9	0.2472945769478691	2.373318401611651e-18	1.0103596681947283e-06	True	True
ENSMUSG00000020866.18:B6	ENSMUSG00000020866.18	6	-0.8959300797574461	0.0630222959906616	0.5296500287943849	False	False
ENSMUSG00000020866.18:B7	ENSMUSG00000020866.18	9	0.24729797086458963	2.3733157961500515e-18	1.010178225430092e-06	True	True
ENSMUSG00000020886.18:B2	ENSMUSG00000020886.18	30	0.9847075634118246	4.998015357642714e-07	3.976090633146252e-06	True	True
ENSMUSG00000020894.17:B1	ENSMUSG00000020894.17	6	0.19941526821911262	2.192883516024921e-05	0.0623558187258357	False	False
ENSMUSG00000020900.16:B1	ENSMUSG00000020900.16	30	0.4769728341919562	0.0001983109054312	0.364208384530857	False	False
ENSMUSG00000020903.14:B1	ENSMUSG00000020903.14	3	-0.1527147916833688	0.098071028034342	0.3493213112669466	False	False
ENSMUSG00000020919.12:B1	ENSMUSG00000020919.12	6	0.9998708774864832	7.600500620374886e-63	4.481453543826312e-87	True	True
ENSMUSG00000021007.15:B1	ENSMUSG00000021007.15	6	0.9432486237157959	0.0276547817861086	0.0096028014606299	True	True
ENSMUSG00000021010.10:B1	ENSMUSG00000021010.10	30	-0.017101553952291796	2.5447512583615968e-11	6.973185935846542e-11	True	True
ENSMUSG00000021010.10:B3	ENSMUSG00000021010.10	20	-0.13475031998166723	5.270735282247696e-19	2.441646939302656e-16	True	True
ENSMUSG00000021044.16:B1	ENSMUSG00000021044.16	3	0.9928470988279015	1.8994591702775743e-08	0.0064169899476134	True	True
ENSMUSG00000021057.16:B1	ENSMUSG00000021057.16	2	-1.0	0.3426382884486343	4.813649907857968e-51	False	False
ENSMUSG00000021057.16:B3	ENSMUSG00000021057.16	3	-0.08386916568635389	2.3601167303827423e-22	3.9275736630997596e-27	True	True
ENSMUSG00000021061.16:B1	ENSMUSG00000021061.16	2	1.0	0.0477837149131446	1.0	False	False
ENSMUSG00000021068.18:B1	ENSMUSG00000021068.18	4	0.1781593245876266	1.4695839871352737e-18	9.089100506020528e-19	True	True
ENSMUSG00000021068.18:B3	ENSMUSG00000021068.18	2	1.0	0.1249244510843625	0.7613486109566195	False	False
ENSMUSG00000021071.18:B1	ENSMUSG00000021071.18	12	-0.6248168044411926	9.025816395838433e-08	9.597551802249588e-08	True	True
ENSMUSG00000021087.19:B1	ENSMUSG00000021087.19	20	0.847674196526321	0.0181834721379963	0.1022896038339695	False	False
ENSMUSG00000021097.16:B1	ENSMUSG00000021097.16	6	0.9948864223619219	0.0043830450378488	0.0663285914233438	False	False
ENSMUSG00000021143.11:B1	ENSMUSG00000021143.11	2	-1.0	4.2607146696494944e-49	3.3121870656706914e-32	True	True
ENSMUSG00000021143.11:B3	ENSMUSG00000021143.11	2	-1.0	0.5375128472844724	0.5341666323361541	False	False
ENSMUSG00000021143.11:B4	ENSMUSG00000021143.11	3	-0.7747614057768348	0.4430192249344015	0.6597025653283254	False	False
ENSMUSG00000021180.10:B1	ENSMUSG00000021180.10	6	-0.9323905957895289	0.0005874787771473	0.0269051447266353	True	False
ENSMUSG00000021182.17:B1	ENSMUSG00000021182.17	2	-1.0	0.5271113947200998	0.4265312274122877	False	False
ENSMUSG00000021198.17:B1	ENSMUSG00000021198.17	2	1.0	0.6713746347296715	0.3459224850917994	False	False
ENSMUSG00000021209.13:B1	ENSMUSG00000021209.13	2	-0.9999999999999998	0.691705693676587	4.882015182471329e-27	False	False
ENSMUSG00000021244.16:B1	ENSMUSG00000021244.16	30	-0.19736076618217074	0.0003558043061907	0.0748854668841234	False	False
ENSMUSG00000021244.16:B2	ENSMUSG00000021244.16	20	-0.8480827857102353	0.2295220925417603	0.4657698291540122	False	False
ENSMUSG00000021244.16:B3	ENSMUSG00000021244.16	20	-0.8446865429073163	0.2317788751547334	0.4063820530692678	False	False
ENSMUSG00000021268.19:B1	ENSMUSG00000021268.19	72	0.3513076156503221	0.0157037073895346	0.2464426165941158	False	False
ENSMUSG00000021313.17:B1	ENSMUSG00000021313.17	30	0.6293802186197007	1.0	1.660137746179951e-20	False	False
ENSMUSG00000021357.15:B1	ENSMUSG00000021357.15	12	0.2773313201590912	0.0034768163268097	0.2807134572786376	False	False
ENSMUSG00000021448.9:B1	ENSMUSG00000021448.9	20	-0.43719217432157825	1.3627828971342844e-06	9.736863826102556e-43	True	True
ENSMUSG00000021488.9:B1	ENSMUSG00000021488.9	30	-0.3690140400854067	7.801854018803575e-14	2.70453182389274e-05	True	True
ENSMUSG00000021488.9:B2	ENSMUSG00000021488.9	20	0.6682772782311945	0.0143325507231391	0.034714556174822	True	False
ENSMUSG00000021488.9:B3	ENSMUSG00000021488.9	40	-0.37046672104959893	5.4023268820332497e-14	4.605819618006736e-11	True	True
ENSMUSG00000021500.18:B3	ENSMUSG00000021500.18	6	-0.7972330567373578	0.001291618099887	1.7020048428352577e-06	True	True
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	63	0.22115217488042954	2.37034936809684e-16	3.415184093365481e-07	True	True
ENSMUSG00000021700.11:B1	ENSMUSG00000021700.11	2	1.0	0.0284729299265014	0.0016493166421621	True	True
ENSMUSG00000021708.19:B1	ENSMUSG00000021708.19	2	-1.0	3.508168414933626e-32	0.0782505342139401	False	False
ENSMUSG00000021725.10:B1	ENSMUSG00000021725.10	2	-1.0	0.3284337756755111	0.1935819075300895	False	False
ENSMUSG00000021767.20:B1	ENSMUSG00000021767.20	2	-0.9999999999999999	0.6268001417812549	0.2481886655727442	False	False
ENSMUSG00000021843.18:B1	ENSMUSG00000021843.18	2	1.0	0.8893884355964901	0.0004530421782117	False	False
ENSMUSG00000021843.18:B2	ENSMUSG00000021843.18	2	1.0000000000000002	0.416999612966077	0.0069009375318686	False	False
ENSMUSG00000021843.18:B3	ENSMUSG00000021843.18	2	1.0000000000000002	0.8893860611012252	0.0004530497039875	False	False
ENSMUSG00000021843.18:B4	ENSMUSG00000021843.18	2	1.0	0.4169896795897625	0.0069008660186579	False	False
ENSMUSG00000021843.18:B5	ENSMUSG00000021843.18	2	1.0	0.8893884346660539	0.0004530421460247	False	False
ENSMUSG00000021910.16:B1	ENSMUSG00000021910.16	30	0.5545261717099298	1.718068031368817e-05	0.0034497498306841	True	True
ENSMUSG00000022000.12:B1	ENSMUSG00000022000.12	12	0.6796531756437922	0.0015431725777113	0.183590858852234	False	False
ENSMUSG00000022054.12:B1	ENSMUSG00000022054.12	20	-0.08121303037104649	0.0408996930518255	1.0	False	False
ENSMUSG00000022108.9:B1	ENSMUSG00000022108.9	2	-1.0	2.6211056454183837e-11	3.668850928862473e-42	True	True
ENSMUSG00000022139.18:B1	ENSMUSG00000022139.18	2	-1.0	0.8600406941065393	2.745098850170177e-05	False	False
ENSMUSG00000022194.16:B1	ENSMUSG00000022194.16	9	-0.5401558332290968	9.797246037314618e-07	0.0130805655400871	True	True
ENSMUSG00000022194.16:B3	ENSMUSG00000022194.16	12	-0.6260717080244975	1.0326831823968398e-05	0.019332766760377	True	True
