null_type	replicate	tests	p_le_0.05	p_le_0.01	p_le_0.001	bh_0.05	bh_rate
label_permutation	0	4481	0.653871903592948	0.5811202856505244	0.5159562597634456	2818	0.6288774827047534
label_permutation	1	4483	0.6589337497211689	0.5824224849431184	0.5123801026098594	2846	0.634842739237118
label_permutation	2	4480	0.6571428571428571	0.5805803571428572	0.5107142857142857	2839	0.6337053571428571
label_permutation	3	4481	0.6581120285650525	0.5802276277616604	0.5128319571524214	2851	0.6362419102878821
label_permutation	4	4484	0.6543264942016057	0.5860838537020517	0.52007136485281	2838	0.6329170383586084
label_permutation	5	4484	0.665700267618198	0.5836306868867083	0.5194023193577163	2868	0.639607493309545
label_permutation	6	4480	0.6517857142857143	0.5776785714285714	0.5127232142857143	2814	0.628125
label_permutation	7	4484	0.6599018733273863	0.5856378233719893	0.5211864406779662	2853	0.6362622658340767
label_permutation	8	4484	0.6603479036574487	0.5880909901873327	0.52007136485281	2847	0.6349241748438894
label_permutation	9	4483	0.660272139192505	0.5873299130046844	0.5264331920588892	2857	0.637296453267901
label_permutation	10	4482	0.6521642124051763	0.5805443998215083	0.5133868808567604	2825	0.6302989736724677
label_permutation	11	4485	0.6581939799331104	0.5861761426978819	0.517056856187291	2840	0.633221850613155
label_permutation	12	4483	0.6553647111309391	0.5746152130269908	0.5112647780504127	2824	0.6299353111755521
label_permutation	13	4482	0.6586345381526104	0.5809906291834003	0.5129406514948683	2851	0.6360999553770638
label_permutation	14	4485	0.6570791527313267	0.5814938684503902	0.5212931995540692	2851	0.6356744704570791
label_permutation	15	4486	0.6573785109228711	0.5835934016941596	0.5158270173874275	2843	0.6337494427106554
label_permutation	16	4486	0.6665180561747659	0.5916183682567989	0.5269728042799822	2894	0.645118145341061
label_permutation	17	4481	0.6643606337871011	0.5898237000669494	0.5246596741798706	2861	0.6384735550100424
label_permutation	18	4480	0.6495535714285714	0.5752232142857143	0.5080357142857143	2794	0.6236607142857142
label_permutation	19	4481	0.6527560812318679	0.5844677527337648	0.5170720821245258	2812	0.6275384958714573
label_permutation	20	4484	0.6523193577163247	0.5764942016057092	0.5064674397859055	2825	0.6300178412132025
label_permutation	21	4480	0.6506696428571429	0.5821428571428572	0.5183035714285714	2817	0.6287946428571428
label_permutation	22	4485	0.6535117056856188	0.5832775919732441	0.5157190635451505	2840	0.633221850613155
label_permutation	23	4484	0.6648082069580732	0.5889830508474576	0.5225245316681534	2873	0.6407225691347012
label_permutation	24	4479	0.6599687430229962	0.584951998213887	0.5159633846840813	2848	0.6358562179057825
label_permutation	25	4484	0.6538804638715433	0.5787243532560215	0.5136039250669046	2826	0.6302408563782337
label_permutation	26	4490	0.6601336302895323	0.5839643652561247	0.5164810690423163	2863	0.6376391982182628
label_permutation	27	4481	0.6674849363981255	0.5887078777058692	0.5264449899575987	2894	0.6458379825931712
label_permutation	28	4483	0.6495650234218158	0.5784073165291099	0.516395271023868	2807	0.626143207673433
label_permutation	29	4485	0.6693422519509477	0.5899665551839465	0.5181716833890747	2896	0.6457079152731326
label_permutation	30	4487	0.6585691999108536	0.5863605972810341	0.5221751727211945	2855	0.6362825941609093
