test_id	null_type	analytic_p_value	calibrated_p_value	reference_nulls	degrees_of_freedom	denominator_df_bin	fdr
ENSMUSG00000023805.18:B1	label_permutation	1.940210210272928e-21	0.18409957839791208	4980	2	>20	0.8660184484869279
ENSMUSG00000024421.17:B1	label_permutation	0.1353686531756237	0.5235795454545454	3519	1	1-5	0.894080632179703
ENSMUSG00000024924.15:B2	label_permutation	0.3202933802459454	0.769158957820589	11782	4	>20	0.9334594535365182
ENSMUSG00000025413.14:B1	label_permutation	0.7131605165264817	0.8650873318610721	4980	2	>20	0.9635614497117158
ENSMUSG00000026113.18:B1	label_permutation	1.0239733656542662e-27	0.4596774193548387	867	15	>20	0.8895566450977648
ENSMUSG00000026600.13:B1	label_permutation	0.9464906872583834	0.966412213740458	4584	1	6-10	1.0
ENSMUSG00000027002.14:B1	label_permutation	0.015281218689024	0.6245800671892497	10715	6	>20	0.9037363545202307
ENSMUSG00000027652.16:B1	label_permutation	0.1054276066282709	0.6684245220830587	13652	5	>20	0.9102726673458381
ENSMUSG00000028165.10:B1	label_permutation	0.738948154284179	0.90914164527291	8958	3	>20	0.9819754866618601
ENSMUSG00000028785.14:B1	label_permutation	9.85401603318938e-45	0.3688348820586133	1398	24	>20	0.8799716412619639
ENSMUSG00000029168.15:B1	label_permutation	0.099011539274469	0.5334059549745824	2753	2	6-10	0.894080632179703
ENSMUSG00000029676.16:B1	label_permutation	2.5928161466148883e-36	0.09632521429177629	11782	4	>20	0.8606239104020287
ENSMUSG00000030268.18:B1	label_permutation	0.6042492726932793	0.834659090909091	3519	1	1-5	0.9571860655446038
ENSMUSG00000030982.20:B1	label_permutation	0.5556138053999468	0.8180147058823529	1087	3	6-10	0.9504028149522478
ENSMUSG00000031644.20:B4	label_permutation	1.4282033226328091e-06	0.2742421200562136	4980	2	>20	0.8750110119110907
ENSMUSG00000032116.19:B1	label_permutation	0.0	0.015515124455854448	8958	3	>20	0.8606239104020287
ENSMUSG00000032531.16:B1	label_permutation	0.1789781437555048	0.5485795454545455	3519	1	1-5	0.894080632179703
ENSMUSG00000033237.20:B1	label_permutation	3.3014696259571145e-13	0.25569471910935326	13652	5	>20	0.871516558241699
ENSMUSG00000034059.15:B1	label_permutation	3.515885408642848e-83	0.08793414976912267	4980	2	>20	0.8606239104020287
ENSMUSG00000034832.16:B1	label_permutation	0.0004234787552658	0.6274275073157755	7517	8	>20	0.9037363545202307
ENSMUSG00000035649.18:B1	label_permutation	0.1712002357214376	0.8770949720670391	7517	8	>20	0.9673275726124957
ENSMUSG00000036565.8:B1	label_permutation	0.0092900717198074	0.5969578200821202	10715	6	>20	0.903460907270032
ENSMUSG00000037386.17:B1	label_permutation	2.0188609511327575e-11	0.5560687234435618	5412	12	>20	0.8956389798674386
ENSMUSG00000038145.18:B1	label_permutation	2.9921884185672254e-06	0.4631541473834105	5617	7	>20	0.8898393180670646
ENSMUSG00000039579.16:B1	label_permutation	6.34743758076103e-14	0.40284817764904657	4142	9	>20	0.8802533382017219
ENSMUSG00000040452.10:B1	label_permutation	0.7816621108825137	0.906055900621118	2575	1	>20	0.9813753526353685
ENSMUSG00000041268.18:B1	label_permutation	2.991907066883979e-09	0.4805696355298093	4142	9	>20	0.8914176034062342
ENSMUSG00000042359.19:B2	label_permutation	1.2060238000947431e-09	0.28456250530425187	11782	4	>20	0.8750110119110907
ENSMUSG00000046982.12:B1	label_permutation	0.7488465965538882	0.90919120767207	11782	4	>20	0.9819754866618601
ENSMUSG00000049411.16:B1	label_permutation	2.2390217434228574e-115	0.04263868735349927	8958	3	>20	0.8606239104020287
ENSMUSG00000052248.18:B1	label_permutation	0.0034119116334143	0.2998909487459106	4584	1	6-10	0.8768883635306256
ENSMUSG00000054391.13:B1	label_permutation	3.2125171089653467e-261	0.016631320459872753	8958	3	>20	0.8606239104020287
ENSMUSG00000056492.7:B1	label_permutation	0.4223472129564591	0.6727272727272727	3519	1	1-5	0.9110999233898707
ENSMUSG00000060780.3:B1	label_permutation	2.923022584526101e-15	0.13927691043549711	7301	2	11-20	0.8606239104020287
ENSMUSG00000063142.16:B1	label_permutation	2.0738595223748733e-49	0.2033898305084746	1474	16	>20	0.8674506604704691
ENSMUSG00000068151.9:B1	label_permutation	0.1027556991323406	0.746267263904442	10715	6	>20	0.9294938936918066
ENSMUSG00000071856.11:B1	label_permutation	0.7930472754413369	0.9021150374000516	7753	1	11-20	0.9798389319307873
ENSMUSG00000090255.8:B1	label_permutation	0.4969209539842337	0.7582814695844208	4980	2	>20	0.9300637725810085
ENSMUSG00000111375.6:B1	label_permutation	4.9580937805642174e-20	0.430260484019952	5412	12	>20	0.8802533382017219
ENSMUSG00000005899.15:B1	label_permutation	2.114747554193638e-16	0.7647058823529411	16	11	11-20	0.9328972525138082
ENSMUSG00000005899.15:B2	label_permutation	2.6892453112357368e-08	0.3500373273609556	10715	6	>20	0.87970420814686
ENSMUSG00000005899.15:B3	label_permutation	0.0068684343333411	0.4784016073222458	8958	3	>20	0.8914176034062342
ENSMUSG00000005899.15:B4	label_permutation	0.180704436799593	0.7956326987681971	10715	6	>20	0.9412183558068725
ENSMUSG00000005899.15:B5	label_permutation	0.0019131422143477	0.43944636678200694	8958	3	>20	0.8816392733564015
ENSMUSG00000005899.15:B6	label_permutation	8.339462144364345e-07	0.7131410256410257	623	9	11-20	0.9216895185571544
ENSMUSG00000000223.14:B1	label_permutation	0.0204481848894242	0.7939244663382594	2435	6	11-20	0.9409009893787282
ENSMUSG00000000223.14:B2	label_permutation	0.0016595562053001	0.43475834356513005	8958	3	>20	0.8802533382017219
ENSMUSG00000000223.14:B3	label_permutation	0.5799083699891914	0.8548945194776203	8958	3	>20	0.9619168679350089
ENSMUSG00000016664.17:B2	label_permutation	0.7202392610572731	0.8577102163790742	7301	2	11-20	0.9625324162842946
ENSMUSG00000016664.17:B3	label_permutation	0.4453662951525763	0.8539667680786333	4272	4	11-20	0.9617601205569994
ENSMUSG00000024112.17:B1	label_permutation	0.0055103776690077	0.4983520105471325	13652	5	>20	0.8921327130306684
ENSMUSG00000024112.17:B2	label_permutation	1.3714170500557734e-290	0.11529503105590062	2575	1	>20	0.8606239104020287
ENSMUSG00000024112.17:B3	label_permutation	4.993707738066609e-07	0.5656711624919717	6227	10	>20	0.8997902400062849
ENSMUSG00000029095.18:B1	label_permutation	9.445656956832291e-06	0.5514764565043895	7517	8	>20	0.8952909757430798
ENSMUSG00000029095.18:B2	label_permutation	1.0	1.0	11782	4	>20	1.0
ENSMUSG00000029095.18:B3	label_permutation	1.0838024399033902e-17	0.4661001293183078	5412	12	>20	0.8900851353133974
ENSMUSG00000036591.17:B1	label_permutation	3.5885255905378173e-90	0.056152927120669056	836	20	>20	0.8606239104020287
ENSMUSG00000036591.17:B2	label_permutation	1.6082506218615918e-15	0.4121708413615928	6227	10	>20	0.8802533382017219
ENSMUSG00000036591.17:B4	label_permutation	1.3583927335471258e-07	0.5476878612716763	6227	10	>20	0.894080632179703
ENSMUSG00000052572.20:B1	label_permutation	1.1295504235858894e-36	0.49035025017869904	1398	24	>20	0.8914176034062342
ENSMUSG00000052572.20:B2	label_permutation	1.8914818443730184e-24	0.504406779661017	1474	16	>20	0.894080632179703
ENSMUSG00000052572.20:B3	label_permutation	0.0012426214856114	0.9322033898305084	1474	16	>20	0.9936155119413573
ENSMUSG00000004207.15:B1	label_permutation	8.017228622101818e-43	0.1559087989723828	6227	10	>20	0.8606239104020287
ENSMUSG00000004207.15:B2	label_permutation	3.4967069347486403e-40	0.4050179211469534	836	20	>20	0.8802533382017219
ENSMUSG00000019971.11:B1	label_permutation	1.9173484163819485e-52	0.0794110547912141	4142	9	>20	0.8606239104020287
ENSMUSG00000019971.11:B2	label_permutation	2.7854062878930647e-64	0.056722181993724356	4142	9	>20	0.8606239104020287
ENSMUSG00000022623.18:B1	label_permutation	2.9230777158567723e-46	0.6666666666666666	14	23	>20	0.9092509515256175
ENSMUSG00000022623.18:B2	label_permutation	4.841131045202549e-07	0.5543328748280605	1453	11	>20	0.8956389798674386
ENSMUSG00000026322.10:B1	label_permutation	0.5187886317721825	0.8395994228973945	11782	4	>20	0.9572107328688597
ENSMUSG00000028677.20:B1	label_permutation	1.521440153566132e-05	0.3917622279428973	4272	4	11-20	0.8802533382017219
ENSMUSG00000028677.20:B2	label_permutation	0.0025590543041399	0.3099150917556834	7301	2	11-20	0.8768883635306256
ENSMUSG00000031169.14:B1	label_permutation	2.3202265507757923e-28	0.07970419063270337	7301	2	11-20	0.8606239104020287
ENSMUSG00000031169.14:B2	label_permutation	4.029774258430457e-42	0.05172413793103448	2435	6	11-20	0.8606239104020287
ENSMUSG00000034088.16:B1	label_permutation	0.0003683531942626	0.6822414900449583	6227	10	>20	0.9110999233898707
ENSMUSG00000034088.16:B2	label_permutation	0.8232363662533436	0.9381088405478649	13652	5	>20	0.9952457812611201
ENSMUSG00000042807.16:B1	label_permutation	2.227524325838742e-31	0.11499618093864042	11782	4	>20	0.8606239104020287
ENSMUSG00000042807.16:B2	label_permutation	5.4226283373596106e-27	0.2615057196062783	7517	8	>20	0.8750110119110907
ENSMUSG00000075415.14:B1	label_permutation	6.684830119545784e-19	0.21668533034714446	10715	6	>20	0.8674506604704691
ENSMUSG00000075415.14:B2	label_permutation	5.367313977353355e-54	0.24874910650464618	1398	24	>20	0.8695150142445928
ENSMUSG00000001627.13:B1	label_permutation	0.4370564067673156	0.7465062111801242	2575	1	>20	0.9294938936918066
ENSMUSG00000003948.18:B1	label_permutation	1.911679849383371e-09	0.24289772727272727	3519	1	1-5	0.8674506604704691
ENSMUSG00000006276.11:B1	label_permutation	3.1372767325576085e-42	0.16558049722423365	4142	9	>20	0.8660184484869279
ENSMUSG00000010095.14:B1	label_permutation	9.023550623911092e-07	0.21895424836601307	2753	2	6-10	0.8674506604704691
ENSMUSG00000015850.12:B1	label_permutation	0.846095981476607	0.8878953107960742	4584	1	6-10	0.9739692644246256
ENSMUSG00000018865.10:B1	label_permutation	0.0024015904577921	0.36885245901639346	5001	3	11-20	0.8799716412619639
ENSMUSG00000020176.18:B1	label_permutation	0.8444137051832767	0.8850599781897491	4584	1	6-10	0.972203011909323
ENSMUSG00000020612.17:B1	label_permutation	0.0003345880879325	0.42474181498571745	13652	5	>20	0.8802533382017219
ENSMUSG00000021071.18:B1	label_permutation	8.183655142139438e-56	0.23230879199428162	1398	24	>20	0.8674506604704691
ENSMUSG00000021669.16:B2	label_permutation	0.7968372544455367	0.937624950019992	5001	3	11-20	0.9952022969744554
ENSMUSG00000022237.18:B1	label_permutation	0.0015300999639667	0.5260358342665173	10715	6	>20	0.894080632179703
ENSMUSG00000022661.15:B1	label_permutation	0.8884265636646961	0.9428923582580115	7301	2	11-20	0.9977857387171685
ENSMUSG00000024425.5:B1	label_permutation	0.067163574545701	0.6320955101442907	13652	5	>20	0.9037363545202307
ENSMUSG00000024941.10:B1	label_permutation	1.841101974426908e-21	0.10449192002191181	7301	2	11-20	0.8606239104020287
ENSMUSG00000025422.11:B1	label_permutation	4.0531362107849365e-54	0.10955108073157215	5412	12	>20	0.8606239104020287
ENSMUSG00000026116.12:B1	label_permutation	1.0	1.0	4142	9	>20	1.0
ENSMUSG00000026604.18:B1	label_permutation	0.5925762791527861	0.7911531087373322	7301	2	11-20	0.9406407828282828
ENSMUSG00000027007.17:B1	label_permutation	0.8834309012308665	0.9409750753218297	7301	2	11-20	0.996874584746889
ENSMUSG00000027655.15:B1	label_permutation	7.527536935768206e-24	0.16540779088517354	11782	4	>20	0.8660184484869279
ENSMUSG00000028176.14:B1	label_permutation	9.916624618708632e-20	0.3309390795424315	7517	8	>20	0.8768883635306256
ENSMUSG00000028788.15:B1	label_permutation	1.0	1.0	2246	5	11-20	1.0
ENSMUSG00000029169.12:B1	label_permutation	0.0029455984613537	0.488585249936349	11782	4	>20	0.8914176034062342
ENSMUSG00000029684.15:B1	label_permutation	5.069120616677885e-58	0.08276966892132431	5617	7	>20	0.8606239104020287
ENSMUSG00000030275.7:B1	label_permutation	1.8290963482526508e-73	0.08566329565734682	1680	18	>20	0.8606239104020287
ENSMUSG00000030987.6:B1	label_permutation	1.0418682799468306e-15	0.42644628099173554	1209	8	11-20	0.8802533382017219
ENSMUSG00000032118.17:B1	label_permutation	0.945205020924483	0.9756611280131056	4272	4	11-20	1.0
ENSMUSG00000032536.13:B1	label_permutation	4.4266367545310286e-41	0.4152966404574696	1398	24	>20	0.8802533382017219
ENSMUSG00000033257.15:B1	label_permutation	6.683169003575999e-05	0.39981329033353136	11782	4	>20	0.8802533382017219
ENSMUSG00000034066.14:B1	label_permutation	5.145875554733736e-40	0.10766864425401011	13652	5	>20	0.8606239104020287
ENSMUSG00000034848.18:B1	label_permutation	0.6086020609667339	0.8652751423149905	8958	3	>20	0.9635614497117158
ENSMUSG00000035653.17:B1	label_permutation	0.1174975199535546	0.6418127023105257	8958	3	>20	0.9050223671739888
ENSMUSG00000036568.8:B1	label_permutation	0.0125907388025445	0.5313117996044825	13652	5	>20	0.894080632179703
ENSMUSG00000037416.14:B1	label_permutation	6.842798075449095e-43	0.08044046285927585	10715	6	>20	0.8606239104020287
ENSMUSG00000038156.17:B1	label_permutation	1.167644009500601e-31	0.11389289654587118	11782	4	>20	0.8606239104020287
ENSMUSG00000038679.17:B1	label_permutation	1.0617056139980709e-19	0.4376501016072418	5412	12	>20	0.8802533382017219
ENSMUSG00000039601.17:B1	label_permutation	1.0	1.0	63	10	6-10	1.0
ENSMUSG00000040455.18:B1	label_permutation	8.300566681406163e-31	0.23024740622505985	7517	8	>20	0.8674506604704691
ENSMUSG00000041297.9:B1	label_permutation	0.0033448319315329	0.493168123567852	11782	4	>20	0.8921327130306684
ENSMUSG00000042388.15:B1	label_permutation	0.1595426484488993	0.8273406906372375	5617	7	>20	0.9536325224293042
ENSMUSG00000044288.7:B1	label_permutation	5.627245015575714e-06	0.36213188491895104	11782	4	>20	0.8799716412619639
ENSMUSG00000047013.16:B1	label_permutation	2.244010991177153e-74	0.03232242617717478	7517	8	>20	0.8606239104020287
ENSMUSG00000049532.12:B1	label_permutation	0.032226404343313	0.46721795629060836	1692	2	1-5	0.8909240434531454
ENSMUSG00000052299.10:B1	label_permutation	3.069992948358825e-21	0.18540015626744055	8958	3	>20	0.8660184484869279
ENSMUSG00000054405.15:B1	label_permutation	1.099709293300554e-07	0.5110837438423645	2435	6	11-20	0.894080632179703
ENSMUSG00000056493.10:B1	label_permutation	2.1449997850418527e-48	0.057244590523144345	7301	2	11-20	0.8606239104020287
ENSMUSG00000058624.14:B1	label_permutation	1.156756156756974e-31	0.09564860426929392	2435	6	11-20	0.8606239104020287
ENSMUSG00000060961.17:B1	label_permutation	0.0111593797374439	0.7341048151104017	7517	8	>20	0.92506913456968
ENSMUSG00000063145.11:B1	label_permutation	1.9740777571041892e-97	0.05982810581538118	8958	3	>20	0.8606239104020287
ENSMUSG00000068250.14:B1	label_permutation	0.5073759731692213	0.8357803615378087	11782	4	>20	0.9571860655446038
ENSMUSG00000071862.4:B1	label_permutation	0.5160653792765219	0.8327938385980578	8958	3	>20	0.9566910814569712
ENSMUSG00000112925.2:B1	label_permutation	0.0769507697372908	0.7235908921239268	10715	6	>20	0.9248627614348484
ENSMUSG00000010066.16:B1	label_permutation	0.7415646507531848	0.9702048417132216	7517	8	>20	1.0
ENSMUSG00000010066.16:B2	label_permutation	0.7692819353556013	0.9743801652892562	1209	8	11-20	1.0
ENSMUSG00000010066.16:B3	label_permutation	0.7773962470257452	0.918526690995502	11782	4	>20	0.9865819668579794
ENSMUSG00000010066.16:B4	label_permutation	0.981670446326958	0.9843043362596435	7517	8	>20	1.0
ENSMUSG00000047213.15:B1	label_permutation	5.9705055318115016e-15	0.14494202319072372	5001	3	11-20	0.8606239104020287
ENSMUSG00000047213.15:B2	label_permutation	0.0186382684700125	0.4568172730907637	5001	3	11-20	0.8895566450977648
ENSMUSG00000047213.15:B3	label_permutation	6.046159262529896e-05	0.2892842862854858	5001	3	11-20	0.8750110119110907
ENSMUSG00000047213.15:B4	label_permutation	6.151182077296911e-13	0.3579638752052545	2435	6	11-20	0.8799716412619639
ENSMUSG00000019302.17:B1	label_permutation	0.0033173526066814	0.6859537110933759	7517	8	>20	0.9120343129152756
ENSMUSG00000019302.17:B2	label_permutation	1.623337161799052e-11	0.42404894918861397	7517	8	>20	0.8802533382017219
ENSMUSG00000019302.17:B3	label_permutation	0.0031992071169991	0.6846235700984304	7517	8	>20	0.9111216921958705
ENSMUSG00000025142.19:B2	label_permutation	0.0020369840011786	0.3247159090909091	3519	1	1-5	0.8768883635306256
ENSMUSG00000030134.12:B1	label_permutation	0.1862689846592419	0.8406906372374511	5617	7	>20	0.9574608339527904
ENSMUSG00000030134.12:B2	label_permutation	0.3513819580786627	0.8907084371662514	5617	7	>20	0.9741370112064653
ENSMUSG00000030134.12:B3	label_permutation	0.0025599144188736	0.8753744757339724	1668	14	>20	0.9672352950575324
ENSMUSG00000037674.16:B1	label_permutation	8.49416648139202e-54	0.06397978185687683	7517	8	>20	0.8606239104020287
ENSMUSG00000037674.16:B2	label_permutation	6.212567790516551e-24	0.16523805482474752	11782	4	>20	0.8660184484869279
ENSMUSG00000037674.16:B3	label_permutation	1.0627590905414438e-39	0.22094956585996675	5412	12	>20	0.8674506604704691
ENSMUSG00000058835.15:B2	label_permutation	0.0747811443850966	0.5836397058823529	1087	3	6-10	0.8997902400062849
ENSMUSG00000008855.18:B1	label_permutation	4.281610218602767e-75	0.07549430796884361	1668	14	>20	0.8606239104020287
ENSMUSG00000008855.18:B3	label_permutation	6.823919115142914e-127	0.011035955856176576	5617	7	>20	0.8606239104020287
ENSMUSG00000020458.17:B1	label_permutation	9.151562593796071e-54	0.11213744688712358	5412	12	>20	0.8606239104020287
ENSMUSG00000020458.17:B2	label_permutation	2.9170414126396143e-34	0.11739455020530049	10715	6	>20	0.8606239104020287
ENSMUSG00000023008.19:B1	label_permutation	0.5554062172946083	0.8169934640522876	2753	2	6-10	0.9497073531947698
ENSMUSG00000023008.19:B2	label_permutation	0.4681104810258824	0.7628903413217138	2753	2	6-10	0.9316868303503292
ENSMUSG00000026867.20:B1	label_permutation	0.0060727667280883	0.7465604634322954	4142	9	>20	0.9294938936918066
ENSMUSG00000026867.20:B2	label_permutation	0.0004399005547545	0.6652184407434226	4142	9	>20	0.9089593347088671
ENSMUSG00000029064.16:B1	label_permutation	0.0034278355930487	0.7488760436737315	6227	10	>20	0.9295624013670085
ENSMUSG00000029064.16:B2	label_permutation	0.4667563712331988	0.8411338167435728	13652	5	>20	0.9574608339527904
ENSMUSG00000031558.16:B1	label_permutation	3.83773890939892e-16	0.08896151053013798	2753	2	6-10	0.8606239104020287
ENSMUSG00000031558.16:B3	label_permutation	3.531831133366505e-16	0.08714596949891068	2753	2	6-10	0.8606239104020287
ENSMUSG00000035513.20:B1	label_permutation	0.2167194024599035	0.9216634429400387	1033	10	11-20	0.9878262610475873
ENSMUSG00000035513.20:B2	label_permutation	1.5552986452248486e-08	0.7722772277227723	100	20	11-20	0.9340658840244447
ENSMUSG00000040118.16:B1	label_permutation	0.0004746743026661	0.4940276222471071	10715	6	>20	0.8921327130306684
ENSMUSG00000040118.16:B2	label_permutation	6.512796888831918e-87	0.04759071980963712	1680	18	>20	0.8606239104020287
ENSMUSG00000045427.14:B1	label_permutation	3.994731272732356e-35	0.05803884858413293	4272	4	11-20	0.8606239104020287
ENSMUSG00000045427.14:B3	label_permutation	5.189224720478376e-26	0.0817672930827669	5001	3	11-20	0.8606239104020287
ENSMUSG00000056851.15:B1	label_permutation	1.0756250904896169e-37	0.17794970986460348	1033	10	11-20	0.8660184484869279
ENSMUSG00000056851.15:B2	label_permutation	0.0146208826912682	0.5500667556742324	2246	5	11-20	0.894080632179703
ENSMUSG00000092035.9:B1	label_permutation	0.4180121502548647	0.6659090909090909	3519	1	1-5	0.9089593347088671
ENSMUSG00000092035.9:B2	label_permutation	0.4012156532358517	0.6460227272727272	3519	1	1-5	0.9053280185658723
ENSMUSG00000001924.16:B1	label_permutation	1.7385236293434469e-12	0.28611422172452405	10715	6	>20	0.8750110119110907
ENSMUSG00000004360.10:B1	label_permutation	0.0268053783708214	0.6552818215752146	10715	6	>20	0.9063824272573144
ENSMUSG00000006676.18:B1	label_permutation	0.1810843717685268	0.7085631842484936	11782	4	>20	0.9212513888388844
ENSMUSG00000010914.11:B1	label_permutation	3.0151472016417846e-11	0.2505860029021096	8958	3	>20	0.8695150142445928
ENSMUSG00000016921.15:B1	label_permutation	0.9536322233929576	0.9657133157939404	11782	4	>20	1.0
ENSMUSG00000019699.17:B1	label_permutation	9.211759290126957e-16	0.23804292096975024	13652	5	>20	0.8674506604704691
ENSMUSG00000020262.16:B1	label_permutation	3.364875535725634e-39	0.1549614259111466	7517	8	>20	0.8606239104020287
ENSMUSG00000020674.18:B1	label_permutation	3.978756497623897e-38	0.11638467736028711	13652	5	>20	0.8606239104020287
ENSMUSG00000021140.10:B1	label_permutation	0.7535859126204181	0.9592381630473478	5617	7	>20	1.0
ENSMUSG00000021725.10:B1	label_permutation	3.6390750919306953e-13	0.25613418296345125	13652	5	>20	0.8720204683619317
ENSMUSG00000022311.16:B1	label_permutation	1.8378613241597685e-33	0.14165384897092215	13652	5	>20	0.8606239104020287
ENSMUSG00000022771.18:B1	label_permutation	0.863941396000151	0.9314825753101004	1692	2	1-5	0.9936108932930432
ENSMUSG00000024002.19:B1	label_permutation	1.502415656817033e-07	0.5191889934829833	4142	9	>20	0.894080632179703
