test_id	feature_type	primer	n_features	rank_correlation
ENSMUSG00000030854.18:B1	exon	random hexamer	2	-0.75
ENSMUSG00000030854.18:B1	junction	random hexamer	2	0.5
ENSMUSG00000031442.22:B1	exon	random hexamer	1	-0.7745966692414834
ENSMUSG00000031592.11:B1	exon	poly(dT)	1	-0.7999999999999999
ENSMUSG00000031748.17:B1	exon	poly(dT)	2	-0.08977053347601927
ENSMUSG00000031748.17:B1	exon	random hexamer	2	0.16071428571428575
ENSMUSG00000031822.21:B1	exon	random hexamer	3	-0.31622776601683794
ENSMUSG00000031822.21:B1	junction	random hexamer	3	0.14180111025283884
ENSMUSG00000031833.11:B1	exon	random hexamer	3	0.5333333333333333
ENSMUSG00000031833.11:B1	junction	random hexamer	3	0.3666666666666667
ENSMUSG00000031865.17:B1	exon	random hexamer	9	0.3777777777777778
ENSMUSG00000031865.17:B1	junction	random hexamer	8	0.2857142857142857
ENSMUSG00000031865.17:B2	exon	random hexamer	1	0.5428571428571429
ENSMUSG00000031865.17:B2	junction	random hexamer	3	0.5352799083189047
ENSMUSG00000031996.18:B1	exon	random hexamer	1	-0.5
ENSMUSG00000032009.9:B2	exon	poly(dT)	1	-0.39999999999999997
ENSMUSG00000032009.9:B2	junction	poly(dT)	2	0.19999999999999998
ENSMUSG00000032011.6:B1	exon	random hexamer	2	0.6857142857142857
ENSMUSG00000032011.6:B1	junction	random hexamer	1	0.028571428571428574
ENSMUSG00000032186.16:B1	exon	poly(dT)	3	0.2738095238095239
ENSMUSG00000032186.16:B1	exon	random hexamer	4	-0.2649953819630335
ENSMUSG00000032186.16:B1	junction	poly(dT)	1	-0.4925690038994379
ENSMUSG00000032186.16:B1	junction	random hexamer	2	0.29882979025267087
ENSMUSG00000032186.16:B2	exon	random hexamer	1	0.08571428571428573
ENSMUSG00000032216.16:B1	exon	random hexamer	2	0.1142857142857143
ENSMUSG00000032216.16:B1	junction	random hexamer	1	0.08571428571428573
ENSMUSG00000032336.18:B1	exon	random hexamer	1	0.5
ENSMUSG00000032407.15:B1	exon	poly(dT)	1	-0.7999999999999999
ENSMUSG00000032407.15:B1	exon	random hexamer	1	-0.5
ENSMUSG00000032503.19:B1	exon	poly(dT)	4	0.3015387902550122
ENSMUSG00000032503.19:B1	exon	random hexamer	4	0.5499999999999999
ENSMUSG00000032503.19:B1	junction	poly(dT)	4	0.22380698836417534
ENSMUSG00000032503.19:B1	junction	random hexamer	5	0.2632455532033676
ENSMUSG00000032503.19:B2	exon	poly(dT)	18	0.22976177257517583
ENSMUSG00000032503.19:B2	exon	random hexamer	18	0.41666666666666663
ENSMUSG00000032503.19:B2	junction	poly(dT)	16	0.02175010270864932
ENSMUSG00000032503.19:B2	junction	random hexamer	16	0.5868505411978711
ENSMUSG00000032549.8:B1	exon	random hexamer	1	0.08571428571428573
ENSMUSG00000032936.14:B1	exon	random hexamer	2	0.6
ENSMUSG00000032936.14:B1	junction	random hexamer	1	0.8999999999999998
ENSMUSG00000033066.18:B1	exon	random hexamer	4	-0.20274713103884406
ENSMUSG00000033066.18:B1	junction	random hexamer	1	0.19999999999999998
ENSMUSG00000033565.19:B2	exon	random hexamer	2	-0.25
ENSMUSG00000033565.19:B2	junction	random hexamer	5	-0.4214213562373095
ENSMUSG00000033597.10:B1	exon	random hexamer	1	0.5
ENSMUSG00000033676.14:B1	exon	random hexamer	3	-0.16666666666666666
ENSMUSG00000033676.14:B1	junction	random hexamer	2	-1.0
ENSMUSG00000033720.13:B1	exon	random hexamer	3	-0.009523809523809509
ENSMUSG00000033720.13:B1	junction	random hexamer	2	0.4888427097982396
ENSMUSG00000033768.18:B1	exon	random hexamer	20	0.40499999999999997
ENSMUSG00000033768.18:B1	junction	random hexamer	21	0.28095238095238095
ENSMUSG00000033768.18:B2	exon	random hexamer	1	-0.6
ENSMUSG00000033768.18:B2	junction	random hexamer	3	-0.20000000000000004
ENSMUSG00000033808.17:B3	exon	poly(dT)	5	0.3
ENSMUSG00000033808.17:B3	junction	poly(dT)	4	-0.125
ENSMUSG00000033981.15:B1	exon	poly(dT)	2	-0.3214285714285715
ENSMUSG00000033981.15:B1	exon	random hexamer	2	-0.07142857142857144
ENSMUSG00000033981.15:B1	junction	poly(dT)	4	0.008928571428571432
ENSMUSG00000033981.15:B1	junction	random hexamer	4	-0.09821428571428573
ENSMUSG00000034275.20:B1	exon	random hexamer	1	-0.5
ENSMUSG00000034390.17:B1	exon	poly(dT)	2	-0.0857142857142857
ENSMUSG00000034390.17:B1	exon	random hexamer	2	0.0
ENSMUSG00000034390.17:B1	junction	poly(dT)	1	-0.7714285714285715
ENSMUSG00000034390.17:B1	junction	random hexamer	1	0.7999999999999999
ENSMUSG00000034593.17:B1	exon	random hexamer	1	0.5
ENSMUSG00000034730.18:B1	exon	random hexamer	19	-0.3947368421052631
ENSMUSG00000034730.18:B1	junction	random hexamer	18	-0.2722222222222222
ENSMUSG00000034799.17:B1	exon	random hexamer	1	-0.028571428571428574
ENSMUSG00000034832.16:B1	exon	random hexamer	3	0.0
ENSMUSG00000034832.16:B1	junction	random hexamer	3	0.6666666666666666
ENSMUSG00000034902.18:B1	exon	random hexamer	1	0.0
ENSMUSG00000035863.15:B1	exon	random hexamer	1	-0.14285714285714288
ENSMUSG00000035864.15:B1	exon	poly(dT)	1	0.2970442628930023
ENSMUSG00000035864.15:B1	exon	random hexamer	1	0.24848484848484845
ENSMUSG00000036054.16:B1	exon	poly(dT)	1	-1.0
ENSMUSG00000036095.12:B1	exon	poly(dT)	2	0.7999999999999999
ENSMUSG00000036095.12:B1	exon	random hexamer	2	0.7
ENSMUSG00000036095.12:B1	junction	poly(dT)	2	0.6
ENSMUSG00000036095.12:B1	junction	random hexamer	2	0.7999999999999999
ENSMUSG00000036333.12:B1	exon	poly(dT)	1	-0.3
ENSMUSG00000036333.12:B1	exon	random hexamer	1	0.09999999999999999
ENSMUSG00000037487.8:B1	exon	random hexamer	1	-0.5
ENSMUSG00000037541.23:B1	exon	random hexamer	16	0.2281037858124225
ENSMUSG00000037541.23:B1	junction	random hexamer	15	0.34427368364905336
ENSMUSG00000037754.14:B1	exon	random hexamer	1	-0.8944271909999157
ENSMUSG00000037989.16:B5	exon	random hexamer	4	0.18571428571428572
ENSMUSG00000037989.16:B5	junction	random hexamer	6	0.3324396291010747
ENSMUSG00000037989.16:B6	exon	random hexamer	3	-0.23869104091674384
ENSMUSG00000037989.16:B6	junction	random hexamer	2	-0.039253244069536036
ENSMUSG00000038170.16:B1	exon	random hexamer	9	0.6444444444444444
ENSMUSG00000038170.16:B1	junction	random hexamer	9	0.6666666666666666
ENSMUSG00000038453.18:B1	exon	random hexamer	4	1.3877787807814457e-17
ENSMUSG00000038453.18:B1	junction	random hexamer	2	0.09999999999999992
ENSMUSG00000038453.18:B2	exon	random hexamer	3	0.11904761904761907
ENSMUSG00000038453.18:B2	junction	random hexamer	4	-0.19416089941608877
ENSMUSG00000038738.16:B1	exon	random hexamer	1	-0.48333333333333334
ENSMUSG00000039000.9:B1	exon	poly(dT)	1	-0.5
ENSMUSG00000039218.18:B1	exon	poly(dT)	1	0.6
ENSMUSG00000039218.18:B1	exon	random hexamer	1	-0.28484848484848485
ENSMUSG00000039585.16:B2	exon	poly(dT)	1	-1.0
ENSMUSG00000039585.16:B2	junction	poly(dT)	3	-0.5
ENSMUSG00000039671.19:B1	exon	poly(dT)	4	0.0645497224367903
ENSMUSG00000039671.19:B1	exon	random hexamer	4	0.3
ENSMUSG00000039671.19:B1	junction	poly(dT)	3	0.3684697517796487
ENSMUSG00000039671.19:B1	junction	random hexamer	3	-0.07748517734455869
ENSMUSG00000039686.15:B1	exon	random hexamer	1	1.0
ENSMUSG00000039967.15:B1	exon	poly(dT)	1	-0.39999999999999997
ENSMUSG00000040003.19:B1	exon	poly(dT)	7	0.7029689545240175
ENSMUSG00000040003.19:B1	exon	random hexamer	3	0.5333333333333333
ENSMUSG00000040003.19:B1	junction	poly(dT)	7	0.7315403830954461
ENSMUSG00000040003.19:B1	junction	random hexamer	3	0.3333333333333333
ENSMUSG00000040003.19:B3	exon	random hexamer	1	1.0
ENSMUSG00000040035.15:B1	exon	random hexamer	2	0.75
ENSMUSG00000040035.15:B2	exon	random hexamer	1	0.5
ENSMUSG00000040035.15:B2	junction	random hexamer	2	0.5
ENSMUSG00000040097.17:B1	exon	random hexamer	2	0.0
ENSMUSG00000040097.17:B1	junction	random hexamer	1	-0.39999999999999997
ENSMUSG00000040111.18:B1	exon	random hexamer	3	0.26666666666666666
ENSMUSG00000040111.18:B1	junction	random hexamer	3	0.26666666666666666
ENSMUSG00000040111.18:B2	exon	random hexamer	1	1.0
ENSMUSG00000040111.18:B2	junction	random hexamer	3	1.0
ENSMUSG00000040249.16:B1	exon	poly(dT)	1	-0.5428571428571429
ENSMUSG00000040249.16:B1	exon	random hexamer	1	0.942857142857143
ENSMUSG00000040276.16:B1	exon	random hexamer	4	0.0
ENSMUSG00000040276.16:B1	junction	random hexamer	3	0.25476269788227823
ENSMUSG00000040479.13:B1	exon	random hexamer	4	0.5
ENSMUSG00000040479.13:B1	junction	random hexamer	4	0.4665063509461097
ENSMUSG00000040479.13:B2	exon	random hexamer	1	-0.10540925533894598
ENSMUSG00000040537.18:B1	exon	random hexamer	2	0.39999999999999997
ENSMUSG00000040640.12:B1	exon	poly(dT)	2	-0.20519567041703082
ENSMUSG00000040640.12:B1	exon	random hexamer	2	0.5142857142857143
ENSMUSG00000040640.12:B1	junction	poly(dT)	3	0.06666666666666667
ENSMUSG00000040640.12:B1	junction	random hexamer	3	0.20000000000000004
ENSMUSG00000040797.17:B1	exon	random hexamer	10	-0.28
ENSMUSG00000040797.17:B1	junction	random hexamer	9	-0.15555555555555556
ENSMUSG00000040860.17:B2	exon	random hexamer	2	1.0
ENSMUSG00000040860.17:B2	junction	random hexamer	4	0.375
ENSMUSG00000041351.17:B1	exon	random hexamer	4	-0.05714285714285715
ENSMUSG00000041351.17:B1	junction	random hexamer	4	-0.22845883039584985
ENSMUSG00000041670.20:B2	exon	random hexamer	2	0.39999999999999997
ENSMUSG00000042700.17:B1	exon	poly(dT)	3	0.0
ENSMUSG00000042700.17:B1	junction	poly(dT)	3	-0.5
ENSMUSG00000045103.20:B1	exon	random hexamer	63	0.9285714285714286
ENSMUSG00000045103.20:B1	junction	random hexamer	62	0.8870967741935484
ENSMUSG00000048078.17:B1	exon	random hexamer	2	-0.6
ENSMUSG00000048078.17:B1	junction	random hexamer	2	-0.3
ENSMUSG00000049044.17:B1	exon	poly(dT)	6	0.3
ENSMUSG00000049044.17:B1	exon	random hexamer	6	0.08571428571428573
ENSMUSG00000049044.17:B1	junction	poly(dT)	5	0.3328576187293669
ENSMUSG00000049044.17:B1	junction	random hexamer	5	0.31250914856553597
ENSMUSG00000049044.17:B2	exon	poly(dT)	1	0.19999999999999998
ENSMUSG00000049044.17:B2	exon	random hexamer	1	-0.028571428571428574
ENSMUSG00000049044.17:B2	junction	poly(dT)	3	-0.06666666666666671
ENSMUSG00000049044.17:B2	junction	random hexamer	3	0.2571428571428572
ENSMUSG00000049583.16:B1	exon	random hexamer	4	-0.125
ENSMUSG00000049583.16:B1	junction	random hexamer	2	0.0
ENSMUSG00000049583.16:B2	exon	random hexamer	1	0.39999999999999997
ENSMUSG00000049583.16:B2	junction	random hexamer	3	0.06666666666666667
ENSMUSG00000050556.10:B1	exon	random hexamer	2	0.0
ENSMUSG00000050556.10:B1	junction	random hexamer	1	-0.8660254037844387
ENSMUSG00000050812.19:B2	exon	poly(dT)	41	0.4087117931081495
ENSMUSG00000050812.19:B2	exon	random hexamer	41	0.24390243902439024
ENSMUSG00000050812.19:B2	junction	poly(dT)	39	0.27193790241844096
ENSMUSG00000050812.19:B2	junction	random hexamer	41	-0.2040494000923034
ENSMUSG00000051177.17:B1	exon	random hexamer	1	0.5
ENSMUSG00000051586.18:B2	exon	random hexamer	1	0.39999999999999997
ENSMUSG00000051586.18:B2	junction	random hexamer	1	0.7745966692414834
ENSMUSG00000051674.16:B1	exon	poly(dT)	2	0.012701665379258265
ENSMUSG00000051674.16:B1	exon	random hexamer	2	-0.18301270189221935
ENSMUSG00000051674.16:B1	junction	poly(dT)	2	0.012701665379258265
ENSMUSG00000051674.16:B1	junction	random hexamer	2	-0.18301270189221935
ENSMUSG00000051790.16:B1	exon	random hexamer	2	0.25
ENSMUSG00000051790.16:B1	junction	random hexamer	1	0.6
ENSMUSG00000052512.18:B1	exon	poly(dT)	3	0.8333333333333334
ENSMUSG00000052512.18:B1	exon	random hexamer	3	0.8333333333333334
ENSMUSG00000052512.18:B1	junction	poly(dT)	3	0.788675134594813
ENSMUSG00000052512.18:B1	junction	random hexamer	3	0.5
ENSMUSG00000052572.20:B1	exon	random hexamer	15	0.3733333333333333
ENSMUSG00000052572.20:B1	junction	random hexamer	12	0.6087841046115788
ENSMUSG00000052572.20:B2	exon	poly(dT)	1	0.7999999999999999
ENSMUSG00000052572.20:B2	exon	random hexamer	1	-1.0
ENSMUSG00000052572.20:B2	junction	poly(dT)	3	0.505409255338946
ENSMUSG00000052572.20:B2	junction	random hexamer	2	-0.5
ENSMUSG00000052727.7:B1	exon	random hexamer	3	0.19999999999999998
ENSMUSG00000052727.7:B1	junction	random hexamer	3	0.351658415639368
ENSMUSG00000052889.12:B1	exon	random hexamer	1	0.39999999999999997
ENSMUSG00000053199.14:B1	exon	poly(dT)	2	0.06698729810778065
ENSMUSG00000053199.14:B1	junction	poly(dT)	1	0.5
ENSMUSG00000053877.13:B1	exon	random hexamer	6	-0.09660416886197658
ENSMUSG00000053877.13:B1	junction	random hexamer	2	0.3428571428571429
ENSMUSG00000053877.13:B2	exon	random hexamer	1	0.7142857142857143
ENSMUSG00000053877.13:B2	junction	random hexamer	1	-0.3714285714285715
ENSMUSG00000054728.18:B1	exon	poly(dT)	3	0.4666666666666666
ENSMUSG00000054728.18:B1	exon	random hexamer	3	0.33333333333333326
ENSMUSG00000054728.18:B1	junction	poly(dT)	4	0.8081138830084189
ENSMUSG00000054728.18:B1	junction	random hexamer	4	0.6749999999999999
ENSMUSG00000055065.8:B1	exon	poly(dT)	2	0.010681815498107428
ENSMUSG00000055065.8:B1	exon	random hexamer	2	-0.35
ENSMUSG00000055254.16:B1	exon	poly(dT)	3	-0.031601443194323044
ENSMUSG00000055254.16:B1	exon	random hexamer	3	-0.18095238095238098
ENSMUSG00000055254.16:B1	junction	poly(dT)	1	-0.3
ENSMUSG00000055254.16:B1	junction	random hexamer	1	-0.14285714285714288
ENSMUSG00000055254.16:B2	exon	poly(dT)	8	0.75
ENSMUSG00000055254.16:B2	exon	random hexamer	9	0.5555555555555557
ENSMUSG00000055254.16:B2	junction	poly(dT)	8	0.7957531754730549
ENSMUSG00000055254.16:B2	junction	random hexamer	8	0.5140409118068529
ENSMUSG00000055421.9:B1	exon	poly(dT)	3	0.6190476190476192
ENSMUSG00000055421.9:B1	exon	random hexamer	3	0.13333333333333333
ENSMUSG00000055421.9:B1	junction	poly(dT)	2	0.6666331304628352
ENSMUSG00000055421.9:B1	junction	random hexamer	2	0.37694837640638656
ENSMUSG00000056211.14:B1	exon	random hexamer	12	-0.425
ENSMUSG00000056211.14:B1	junction	random hexamer	11	-0.19999999999999998
ENSMUSG00000057649.7:B1	exon	poly(dT)	1	0.7999999999999999
ENSMUSG00000057738.15:B1	exon	poly(dT)	1	-0.7999999999999999
ENSMUSG00000057738.15:B1	exon	random hexamer	1	0.07142857142857144
ENSMUSG00000057738.15:B3	exon	poly(dT)	1	0.48571428571428577
ENSMUSG00000057738.15:B3	exon	random hexamer	1	-0.7500000000000002
ENSMUSG00000057738.15:B3	junction	poly(dT)	3	0.21541135775181905
ENSMUSG00000057738.15:B3	junction	random hexamer	2	-0.5535714285714286
ENSMUSG00000057897.15:B1	exon	random hexamer	1	0.6
ENSMUSG00000058153.16:B1	exon	random hexamer	3	-0.19999999999999998
ENSMUSG00000058297.17:B1	exon	random hexamer	1	0.8999999999999998
ENSMUSG00000058756.14:B1	exon	random hexamer	1	0.2571428571428572
ENSMUSG00000058799.17:B1	exon	poly(dT)	1	0.39999999999999997
ENSMUSG00000058975.8:B1	exon	random hexamer	1	-0.5
ENSMUSG00000059146.13:B1	exon	random hexamer	2	-0.19999999999999998
ENSMUSG00000061080.12:B1	exon	random hexamer	1	0.3
ENSMUSG00000061576.16:B1	exon	poly(dT)	4	0.24999999999999994
ENSMUSG00000061576.16:B1	exon	random hexamer	4	0.39999999999999997
ENSMUSG00000061576.16:B1	junction	poly(dT)	4	0.22499999999999998
ENSMUSG00000061576.16:B1	junction	random hexamer	4	0.5371708245126284
ENSMUSG00000061601.16:B1	exon	poly(dT)	6	0.7142857142857144
ENSMUSG00000061601.16:B1	exon	random hexamer	6	0.49523809523809526
ENSMUSG00000061601.16:B1	junction	poly(dT)	5	0.8362879056994448
ENSMUSG00000061601.16:B1	junction	random hexamer	5	0.26857142857142857
ENSMUSG00000061603.9:B1	exon	random hexamer	2	-0.10000000000000006
ENSMUSG00000061603.9:B1	junction	random hexamer	1	0.39999999999999997
ENSMUSG00000061689.16:B1	exon	random hexamer	8	0.3285714285714286
ENSMUSG00000061689.16:B1	junction	random hexamer	7	0.30612244897959184
ENSMUSG00000061689.16:B2	exon	random hexamer	2	0.6571428571428573
ENSMUSG00000061689.16:B2	junction	random hexamer	4	0.6285714285714287
ENSMUSG00000061689.16:B3	exon	poly(dT)	1	-0.39999999999999997
ENSMUSG00000061689.16:B3	exon	random hexamer	1	-1.0
ENSMUSG00000061689.16:B3	junction	poly(dT)	2	-1.0
ENSMUSG00000061689.16:B3	junction	random hexamer	2	-0.8
ENSMUSG00000061718.13:B1	exon	random hexamer	2	0.0
ENSMUSG00000061718.13:B1	junction	random hexamer	1	-1.0
ENSMUSG00000061911.16:B1	exon	random hexamer	16	-0.006249999999999992
ENSMUSG00000061911.16:B1	junction	random hexamer	15	-0.08666666666666666
ENSMUSG00000062044.17:B1	exon	random hexamer	1	0.09999999999999999
ENSMUSG00000062044.17:B3	exon	random hexamer	1	-0.21251185925162072
ENSMUSG00000062078.16:B2	exon	poly(dT)	2	0.0
ENSMUSG00000062078.16:B2	exon	random hexamer	2	0.6
ENSMUSG00000062078.16:B2	junction	poly(dT)	3	0.6666666666666666
ENSMUSG00000062078.16:B2	junction	random hexamer	3	0.5333333333333333
ENSMUSG00000062590.14:B1	exon	poly(dT)	2	0.0
ENSMUSG00000062590.14:B1	exon	random hexamer	2	-0.25
ENSMUSG00000062785.15:B2	exon	random hexamer	1	-0.19999999999999998
ENSMUSG00000062785.15:B2	junction	random hexamer	2	0.09999999999999999
ENSMUSG00000063077.16:B1	exon	poly(dT)	1	0.1785714285714286
ENSMUSG00000063077.16:B1	exon	random hexamer	1	0.6904761904761906
ENSMUSG00000063077.16:B2	exon	poly(dT)	1	0.6363636363636362
ENSMUSG00000063077.16:B2	exon	random hexamer	1	0.42857142857142866
ENSMUSG00000063077.16:B2	junction	poly(dT)	3	0.6686868686868687
ENSMUSG00000063077.16:B2	junction	random hexamer	3	0.630952380952381
ENSMUSG00000063870.13:B1	exon	poly(dT)	1	0.09999999999999999
ENSMUSG00000063870.13:B1	exon	random hexamer	1	-0.09999999999999999
ENSMUSG00000064043.16:B1	exon	random hexamer	6	-0.3333333333333333
ENSMUSG00000064043.16:B1	junction	random hexamer	4	-0.75
ENSMUSG00000067629.14:B1	exon	random hexamer	5	0.2
ENSMUSG00000067629.14:B1	junction	random hexamer	4	0.4571428571428572
ENSMUSG00000068923.15:B1	exon	poly(dT)	3	-0.3641294190311291
ENSMUSG00000068923.15:B1	exon	random hexamer	3	-0.25000000000000006
ENSMUSG00000068923.15:B1	junction	poly(dT)	2	-0.2857142857142857
ENSMUSG00000068923.15:B1	junction	random hexamer	2	0.0
ENSMUSG00000069729.15:B1	exon	random hexamer	2	0.6
ENSMUSG00000069729.15:B2	exon	random hexamer	1	-0.7
ENSMUSG00000069729.15:B2	junction	random hexamer	2	-0.8999999999999998
ENSMUSG00000072825.12:B2	exon	random hexamer	2	-0.2525978352085154
ENSMUSG00000072825.12:B2	junction	random hexamer	1	-0.3
ENSMUSG00000075318.14:B1	exon	random hexamer	1	0.09999999999999999
ENSMUSG00000075318.14:B1	junction	random hexamer	1	0.49999999999999994
ENSMUSG00000085438.3:B3	exon	poly(dT)	1	-0.5
ENSMUSG00000097545.9:B1	exon	poly(dT)	2	0.9999999999999999
ENSMUSG00000097545.9:B1	exon	random hexamer	2	-0.34285714285714286
ENSMUSG00000097545.9:B1	junction	poly(dT)	1	0.8999999999999998
ENSMUSG00000097545.9:B1	junction	random hexamer	1	-0.028571428571428574
