test_id	null_type	replicates	observed_statistic	empirical_p_value
ENSMUSG00000000127.16:B1	label_permutation	16	4.523609300919098	0.6470588235294118
ENSMUSG00000000127.16:B1	wild_cluster	16	4.523609300919098	0.5882352941176471
ENSMUSG00000000127.16:B2	label_permutation	16	0.8208889007158545	1.0
ENSMUSG00000000127.16:B2	wild_cluster	16	0.8208889007158545	0.11764705882352941
ENSMUSG00000000127.16:B3	label_permutation	16	0.0483970588255928	0.7647058823529411
ENSMUSG00000000127.16:B3	wild_cluster	16	0.0483970588255928	0.7058823529411765
ENSMUSG00000000131.16:B1	label_permutation	16	-9.659696958176836	1.0
ENSMUSG00000000131.16:B1	wild_cluster	16	-9.659696958176836	0.9411764705882353
ENSMUSG00000000142.16:B1	label_permutation	16	1.497676603609564	0.5882352941176471
ENSMUSG00000000142.16:B1	wild_cluster	16	1.497676603609564	0.5882352941176471
ENSMUSG00000000184.13:B1	label_permutation	16	0.7469124761887951	1.0
ENSMUSG00000000184.13:B1	wild_cluster	16	0.7469124761887951	0.8235294117647058
ENSMUSG00000000223.14:B1	label_permutation	16	15.353839869285936	0.11764705882352941
ENSMUSG00000000223.14:B1	wild_cluster	16	15.353839869285936	0.29411764705882354
ENSMUSG00000000223.14:B2	label_permutation	16	9.586316431279908	0.11764705882352941
ENSMUSG00000000223.14:B2	wild_cluster	16	9.586316431279908	0.11764705882352941
ENSMUSG00000000223.14:B3	label_permutation	16	1.427291765377634	0.35294117647058826
ENSMUSG00000000223.14:B3	wild_cluster	16	1.427291765377634	0.7058823529411765
ENSMUSG00000000247.12:B1	label_permutation	16	0.3257535538129573	0.47058823529411764
ENSMUSG00000000247.12:B1	wild_cluster	16	0.3257535538129573	0.5294117647058824
ENSMUSG00000000266.12:B1	label_permutation	16	0.4608185550949696	0.47058823529411764
ENSMUSG00000000266.12:B1	wild_cluster	16	0.4608185550949696	0.29411764705882354
ENSMUSG00000000276.12:B1	label_permutation	16	0.5577945318325518	1.0
ENSMUSG00000000276.12:B1	wild_cluster	16	0.5577945318325518	1.0
ENSMUSG00000000305.13:B1	label_permutation	16	25794560.75989884	0.29411764705882354
ENSMUSG00000000305.13:B1	wild_cluster	16	25794560.75989884	0.9411764705882353
ENSMUSG00000000308.15:B1	label_permutation	16	5.839558246435498e-05	1.0
ENSMUSG00000000308.15:B1	wild_cluster	16	5.839558246435498e-05	0.7058823529411765
ENSMUSG00000000378.16:B1	label_permutation	16	8.991561396094076	0.29411764705882354
ENSMUSG00000000378.16:B1	wild_cluster	16	8.991561396094076	0.47058823529411764
ENSMUSG00000000384.16:B1	label_permutation	16	19.62942096047457	0.11764705882352941
ENSMUSG00000000384.16:B1	wild_cluster	16	19.62942096047457	0.11764705882352941
ENSMUSG00000000420.16:B2	label_permutation	16	0.0	1.0
ENSMUSG00000000420.16:B2	wild_cluster	16	0.0	1.0
ENSMUSG00000000440.13:B1	label_permutation	16	5.063351861752818	0.8235294117647058
ENSMUSG00000000440.13:B1	wild_cluster	16	5.063351861752818	0.35294117647058826
ENSMUSG00000000441.18:B1	label_permutation	16	1360.7415254664925	0.058823529411764705
ENSMUSG00000000441.18:B1	wild_cluster	16	1360.7415254664925	0.058823529411764705
ENSMUSG00000000538.19:B1	label_permutation	15	11.877343366420211	1.0
ENSMUSG00000000538.19:B1	wild_cluster	16	11.877343366420211	1.0
ENSMUSG00000000538.19:B2	label_permutation	16	1050.7668026689137	0.5294117647058824
ENSMUSG00000000538.19:B2	wild_cluster	16	1050.7668026689137	0.11764705882352941
ENSMUSG00000000552.11:B1	label_permutation	16	1925.3988326804488	0.35294117647058826
ENSMUSG00000000552.11:B1	wild_cluster	16	1925.3988326804488	0.11764705882352941
ENSMUSG00000000552.11:B2	label_permutation	16	8302.746300012444	0.058823529411764705
ENSMUSG00000000552.11:B2	wild_cluster	16	8302.746300012444	0.058823529411764705
ENSMUSG00000000605.10:B2	label_permutation	16	0.7117599462963984	0.5882352941176471
ENSMUSG00000000605.10:B2	wild_cluster	16	0.7117599462963984	1.0
ENSMUSG00000000605.10:B3	label_permutation	16	2.2664513364497245	0.7058823529411765
ENSMUSG00000000605.10:B3	wild_cluster	16	2.2664513364497245	0.8823529411764706
ENSMUSG00000000631.21:B2	label_permutation	16	-2123.8617834162264	1.0
ENSMUSG00000000631.21:B2	wild_cluster	16	-2123.8617834162264	1.0
ENSMUSG00000000631.21:B4	label_permutation	16	3.931173525983107	1.0
ENSMUSG00000000631.21:B4	wild_cluster	16	3.931173525983107	1.0
ENSMUSG00000000632.14:B1	label_permutation	16	19.52944378930772	0.058823529411764705
ENSMUSG00000000632.14:B1	wild_cluster	16	19.52944378930772	0.35294117647058826
ENSMUSG00000000751.14:B1	label_permutation	16	0.048670201728405	0.7058823529411765
ENSMUSG00000000751.14:B1	wild_cluster	16	0.048670201728405	0.8823529411764706
ENSMUSG00000000826.17:B1	label_permutation	16	2.0096835365933945	0.8823529411764706
ENSMUSG00000000826.17:B1	wild_cluster	16	2.0096835365933945	0.7647058823529411
ENSMUSG00000000838.18:B1	label_permutation	16	0.851039818626816	0.8823529411764706
ENSMUSG00000000838.18:B1	wild_cluster	16	0.851039818626816	0.7058823529411765
ENSMUSG00000000861.16:B1	label_permutation	16	36.052890908431415	0.7647058823529411
ENSMUSG00000000861.16:B1	wild_cluster	16	36.052890908431415	0.35294117647058826
ENSMUSG00000000881.13:B1	label_permutation	16	9356.096889361012	0.11764705882352941
ENSMUSG00000000881.13:B1	wild_cluster	16	9356.096889361012	0.058823529411764705
ENSMUSG00000001036.18:B1	label_permutation	16	19.52858404530304	0.058823529411764705
ENSMUSG00000001036.18:B1	wild_cluster	16	19.52858404530304	0.23529411764705882
ENSMUSG00000001062.19:B1	label_permutation	16	0.0728943805909483	1.0
ENSMUSG00000001062.19:B1	wild_cluster	16	0.0728943805909483	1.0
ENSMUSG00000001089.15:B1	label_permutation	16	2184.42542451173	0.23529411764705882
ENSMUSG00000001089.15:B1	wild_cluster	16	2184.42542451173	0.23529411764705882
ENSMUSG00000001089.15:B2	label_permutation	16	15.717334089243847	0.11764705882352941
