null_type	numerator_df	denominator_df_bin	tests	p_le_0.05	p_le_0.01	median_p
label_permutation	1	1-5	1774	0.12908680947012402	0.12795941375422773	0.726201610098045
label_permutation	1	11-20	3822	0.12218733647305076	0.09471480900052329	0.5817626951786201
label_permutation	1	6-10	2235	0.13288590604026845	0.10782997762863535	0.5745297435214052
label_permutation	1	>20	1240	0.23629032258064517	0.20161290322580644	0.5232503174318106
label_permutation	2	1-5	799	0.1476846057571965	0.10638297872340426	0.702370937616969
label_permutation	2	11-20	3667	0.13744205072266158	0.10035451322607036	0.6216003180539131
label_permutation	2	6-10	1344	0.15848214285714285	0.109375	0.6357431262888855
label_permutation	2	>20	2472	0.1966019417475728	0.1553398058252427	0.5720876520164482
label_permutation	3	1-5	172	0.38953488372093026	0.09883720930232558	0.19005948622519936
label_permutation	3	11-20	2529	0.22736259391063662	0.16449189402926057	0.5017987857266404
label_permutation	3	6-10	566	0.2137809187279152	0.14840989399293286	0.5181301251880444
label_permutation	3	>20	4440	0.21914414414414415	0.1635135135135135	0.508602843356664
label_permutation	4	1-5	80	0.4	0.375	0.14144469666784595
label_permutation	4	11-20	2167	0.2708814028610983	0.20950622981079833	0.4318981416353716
label_permutation	4	6-10	428	0.3691588785046729	0.308411214953271	0.2744057180924559
label_permutation	4	>20	5856	0.24538934426229508	0.18254781420765026	0.4635143122424811
label_permutation	5	1-5	31	0.3225806451612903	0.3225806451612903	0.2923849805431061
label_permutation	5	11-20	1086	0.292817679558011	0.2274401473296501	0.32522242500226806
label_permutation	5	6-10	32	0.5	0.375	0.039546279634741104
label_permutation	5	>20	6906	0.2807703446278598	0.21126556617434114	0.3643444751311665
label_permutation	6	1-5	83	0.5180722891566265	0.3614457831325301	0.0449536340807404
label_permutation	6	11-20	1256	0.392515923566879	0.3184713375796178	0.1727045714922052
label_permutation	6	6-10	298	0.3422818791946309	0.28187919463087246	0.2249679821041181
label_permutation	6	>20	5361	0.35814213766088415	0.2727103152396941	0.2099188666466659
label_permutation	7	11-20	26	0.5384615384615384	0.4230769230769231	0.0292128641320911
label_permutation	7	>20	2796	0.4395565092989986	0.35658082975679545	0.10141894190126435
label_permutation	8	1-5	27	0.2962962962962963	0.2222222222222222	1.0
label_permutation	8	11-20	583	0.5746140651801029	0.4751286449399657	0.0152699674896455
label_permutation	8	6-10	91	0.5714285714285714	0.5054945054945055	0.0094350150805742
label_permutation	8	>20	3769	0.49349960201645	0.3969222605465641	0.0554244492002252
label_permutation	9	1-5	17	0.5294117647058824	0.5294117647058824	0.0038572157039193
label_permutation	9	11-20	306	0.6372549019607843	0.5294117647058824	0.00608024586121465
label_permutation	9	6-10	36	0.9722222222222222	0.9722222222222222	2.0446520643794193e-07
label_permutation	9	>20	2091	0.5126733620277379	0.4328072692491631	0.0412372101430618
label_permutation	10	11-20	521	0.6564299424184261	0.564299424184261	0.0022717583848342
label_permutation	10	6-10	40	0.775	0.725	6.177172080843193e-05
label_permutation	10	>20	3145	0.583147853736089	0.48998410174880763	0.0121298740751553
label_permutation	11	>20	708	0.6864406779661016	0.6059322033898306	0.0005453717119585999
label_permutation	12	1-5	44	0.4090909090909091	0.36363636363636365	0.7261669447865322
label_permutation	12	11-20	405	0.7901234567901234	0.745679012345679	2.707085992949586e-07
label_permutation	12	6-10	16	0.9375	0.8125	0.0027154756783456
label_permutation	12	>20	2730	0.721978021978022	0.617948717948718	0.0003357269442527
label_permutation	13	>20	9	0.7777777777777778	0.7777777777777778	1.9192345958032866e-15
label_permutation	14	1-5	1	0.0	0.0	0.999900476898904
label_permutation	14	11-20	1	1.0	1.0	9.523170885399562e-12
label_permutation	14	>20	838	0.8353221957040573	0.7673031026252983	1.111736791307429e-06
label_permutation	15	1-5	11	0.09090909090909091	0.09090909090909091	0.9998635629343792
label_permutation	15	11-20	202	0.806930693069307	0.7772277227722773	3.542479784070708e-10
label_permutation	15	>20	435	0.9011494252873563	0.832183908045977	1.3213774974070604e-07
label_permutation	16	1-5	14	0.6428571428571429	0.6428571428571429	0.0013358488478018
label_permutation	16	11-20	56	0.8214285714285714	0.8214285714285714	3.5502568827209244e-16
label_permutation	16	>20	736	0.9008152173913043	0.8586956521739131	6.446629889201174e-10
label_permutation	17	11-20	3	0.6666666666666666	0.6666666666666666	3.112303169715352e-12
label_permutation	17	>20	9	1.0	0.8888888888888888	1.4853157255148197e-21
label_permutation	18	11-20	58	0.7413793103448276	0.7068965517241379	8.418154553520921e-12
label_permutation	18	>20	820	0.9219512195121952	0.874390243902439	5.8158902823148516e-11
label_permutation	19	11-20	3	0.6666666666666666	0.6666666666666666	1.0778347186839544e-10
label_permutation	19	>20	1	1.0	1.0	4.750241142025014e-68
label_permutation	20	11-20	79	0.620253164556962	0.5949367088607594	1.4647807406464582e-06
label_permutation	20	>20	430	0.9418604651162791	0.9302325581395349	8.508023934601465e-20
label_permutation	21	11-20	19	0.7368421052631579	0.631578947368421	3.7588543715933422e-06
label_permutation	21	>20	145	0.9724137931034482	0.9310344827586207	4.767752747484181e-12
label_permutation	22	11-20	2	0.5	0.5	0.5
label_permutation	22	>20	208	0.9807692307692307	0.9759615384615384	1.4836185500837757e-21
label_permutation	23	11-20	4	0.75	0.75	1.9428036089354075e-07
label_permutation	23	>20	3	0.3333333333333333	0.3333333333333333	0.8597024887858785
label_permutation	24	11-20	16	0.5	0.5	0.4450362124240425
label_permutation	24	>20	702	0.9700854700854701	0.9615384615384616	1.5936422187287875e-18
label_permutation	25	11-20	29	0.896551724137931	0.896551724137931	4.4203266984637965e-17
label_permutation	25	>20	16	1.0	1.0	6.235346454379704e-12
label_permutation	26	11-20	1	1.0	1.0	1.5898619904847255e-10
label_permutation	27	>20	144	0.9930555555555556	0.9930555555555556	2.6799669108694174e-21
label_permutation	28	>20	32	1.0	1.0	8.12208194591295e-31
label_permutation	29	11-20	6	0.8333333333333334	0.8333333333333334	2.6736550550022275e-24
label_permutation	30	11-20	9	0.3333333333333333	0.3333333333333333	1.0
label_permutation	30	>20	128	0.96875	0.96875	3.4545138764402986e-29
label_permutation	32	1-5	1	1.0	1.0	0.0004122966623165
label_permutation	32	>20	93	0.978494623655914	0.978494623655914	1.1226609597875041e-33
label_permutation	33	>20	96	0.9583333333333334	0.9583333333333334	2.1758813101654452e-38
label_permutation	35	>20	32	0.78125	0.78125	4.7450484206461034e-45
label_permutation	36	>20	79	0.9493670886075949	0.9493670886075949	3.826888826079407e-43
label_permutation	37	>20	2	1.0	1.0	2.177096697772951e-28
label_permutation	38	11-20	2	0.0	0.0	1.0
label_permutation	38	>20	2	1.0	1.0	1.0140997464560574e-48
label_permutation	39	11-20	2	1.0	1.0	1.4213304016147657e-18
label_permutation	39	>20	4	1.0	1.0	3.006464805365627e-73
label_permutation	40	11-20	3	0.3333333333333333	0.0	1.0
label_permutation	40	>20	97	0.865979381443299	0.865979381443299	5.5592074402765644e-55
label_permutation	42	>20	1	1.0	1.0	1.3109386929281528e-10
label_permutation	43	>20	4	0.75	0.75	3.9773965013637365e-12
label_permutation	44	>20	19	0.9473684210526315	0.9473684210526315	1.8059592127033614e-41
label_permutation	45	>20	1	1.0	1.0	1.087872861461672e-35
label_permutation	48	>20	30	1.0	1.0	3.39394958283455e-46
label_permutation	49	6-10	1	1.0	1.0	5.038765174752485e-17
label_permutation	49	>20	3	0.6666666666666666	0.6666666666666666	1.4147622414408616e-43
label_permutation	51	>20	1	1.0	1.0	1.2710813602543746e-80
label_permutation	52	>20	1	0.0	0.0	1.0
label_permutation	53	6-10	2	0.0	0.0	1.0
label_permutation	58	>20	2	0.5	0.5	0.5
label_permutation	63	6-10	1	0.0	0.0	1.0
label_permutation	63	>20	1	0.0	0.0	1.0
label_permutation	67	6-10	1	1.0	1.0	3.2183035147539276e-20
label_permutation	68	6-10	1	1.0	1.0	5.258006947295785e-15
label_permutation	70	6-10	1	0.0	0.0	1.0
label_permutation	73	6-10	2	0.5	0.5	0.5
label_permutation	76	6-10	1	1.0	1.0	2.168556944411264e-20
label_permutation	79	6-10	1	1.0	1.0	3.641085596360048e-18
label_permutation	80	6-10	1	1.0	1.0	1.2994936814443584e-14
wild_cluster	1	1-5	1792	0.15178571428571427	0.13504464285714285	0.7387485828048009
wild_cluster	1	11-20	3761	0.1337410263227865	0.1087476734910928	0.6261687051290648
wild_cluster	1	6-10	2240	0.13035714285714287	0.09241071428571429	0.596512681032124
wild_cluster	1	>20	1216	0.23684210526315788	0.2080592105263158	0.5413895148882057
wild_cluster	2	1-5	788	0.1383248730964467	0.0901015228426396	0.7346931403251864
wild_cluster	2	11-20	3723	0.13456889605157132	0.09186140209508462	0.627514092135662
wild_cluster	2	6-10	1360	0.1264705882352941	0.09191176470588236	0.6768538977968044
wild_cluster	2	>20	2448	0.1687091503267974	0.1270424836601307	0.5719894553234877
wild_cluster	3	1-5	184	0.21739130434782608	0.18478260869565216	0.4212603498688008
wild_cluster	3	11-20	2532	0.14336492890995262	0.09281200631911532	0.5711167971029552
wild_cluster	3	6-10	544	0.2113970588235294	0.15441176470588236	0.5058447687712239
wild_cluster	3	>20	4557	0.17994294491990345	0.1338599956111477	0.5597691326962881
wild_cluster	4	1-5	84	0.2261904761904762	0.13095238095238096	0.3555863421919667
wild_cluster	4	11-20	2160	0.2023148148148148	0.14027777777777778	0.5136014971523581
wild_cluster	4	6-10	448	0.375	0.3236607142857143	0.2127740885084786
wild_cluster	4	>20	5946	0.20417087117389843	0.14682139253279516	0.5092000071501523
wild_cluster	5	1-5	16	0.75	0.75	7.836301141390286e-09
wild_cluster	5	11-20	1126	0.25932504440497334	0.17317939609236235	0.42235942842154783
wild_cluster	5	6-10	32	0.21875	0.0625	0.24758770392362775
wild_cluster	5	>20	6759	0.2334664891256103	0.15963899985204913	0.4192653788874033
wild_cluster	6	1-5	96	0.5	0.3854166666666667	0.046952404710520895
wild_cluster	6	11-20	1242	0.34782608695652173	0.2648953301127214	0.25733476739264327
wild_cluster	6	6-10	304	0.45723684210526316	0.34210526315789475	0.1054746324927279
wild_cluster	6	>20	5346	0.3157500935278713	0.21717171717171718	0.2400191278888943
wild_cluster	7	11-20	32	0.53125	0.40625	0.03497225867325895
wild_cluster	7	>20	2830	0.4067137809187279	0.3254416961130742	0.1592295900314863
wild_cluster	8	1-5	32	0.4375	0.4375	0.9997398447970722
