null_type	replicates	mean_sign_agreement	sd_sign_agreement	min_sign_agreement	max_sign_agreement
label_permutation	16	0.5101605373281044	0.007107327142702014	0.500746852549968	0.5250266998932004
wild_cluster	16	0.5016226260758233	0.007512124117071184	0.4902909168504161	0.5141901984493918
