null_type	null_tests	replicates	pooled_p_le_0.05	pooled_p_le_0.01	pooled_p_le_0.001	median_p	uniform_ks_statistic	mean_family_bh_calls	median_family_bh_calls	max_family_bh_calls
label_permutation	71653	16	0.3673119059913751	0.30503956568461893	0.255844137719286	0.2583467868765288	0.31753901237174664	1429.75	1429.5	1509
wild_cluster	71872	16	0.3376280053428317	0.2731244434550312	0.22338323686553874	0.3128938844837462	0.2876517473999296	1276.6875	1283.0	1307
