ragged_dot_key	kernel	blocks	samples	maximum_samples	sample_padding_ratio	compile_seconds	median_evaluation_seconds	minimum_evaluation_seconds
(2, 5, 5, 6)	padded	32	1904	67	1.1260504201680672	0.5981309469934786	0.0006479719959315844	0.0005724039947381243
(2, 5, 5, 6)	ragged_dot	32	1904	67	1.1260504201680672	0.4621995740017155	0.0016158279977389611	0.0014564209996024147
