test_id	block_id	gene_id	gene_name	event_type	level_a	level_b	n_paths	n_mappable_paths	n_mapped_transcripts	mapping_complete	original_effect_norm	long_read_effect_norm	pooled_dot_product	pooled_cosine	pooled_replicated	replicate_1_dot_product	replicate_2_dot_product	replicate_1_cosine	replicate_2_cosine	both_replicates_replicated	minimum_pooled_depth	minimum_replicate_depth	technical_g_test_p_value	counts_a_rep1	counts_a_rep2	counts_b_rep1	counts_b_rep2	technical_g_test_fdr	technical_bh_directional_replication
ENSMUSG00000004267.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000004267.17:B1	ENSMUSG00000004267.17	Eno2	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.005884256693818627	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[43, 121]	[40, 368]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000004933.18:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000004933.18:B3	ENSMUSG00000004933.18	Matk	alternative last region	EX_cortical	INH_medium_spiny	4	4	5	True	0.25837512979963906	0.06445427921940952	-0.007041671724585591	-0.42283731937805674	False	-0.008027277744195488	-0.0023538215754801625	-0.9309618952370677	-0.0637882550141726	False	900.11	275.78	0.005210413798632302	[97, 362, 51, 1]	[194, 964, 124, 8]	[124, 451, 45, 3]	[65, 175, 28, 6]	0.014586129325822404	False
ENSMUSG00000005045.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	ASC	EX_cortical	2	2	3	True	0.14825205267583455	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[50, 36]	[36, 34]	NA	False
ENSMUSG00000005045.17:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	EX_cerebellum_granule	EX_cortical	2	2	3	True	0.1022065967984463	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[50, 36]	[36, 34]	NA	False
ENSMUSG00000005045.17:B1|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	EX_cortical	EX_hippocampus_granule	2	2	3	True	0.13959959776428602	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[50, 36]	[36, 34]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005045.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	EX_cortical	INH_medium_spiny	2	2	3	True	0.11711340008186558	0.1393896299523081	-0.016324393499867855	-1.0000000000000002	False	-0.014192381551915961	-0.033037406953222166	-1.0	-1.0	False	16.77	4.0	0.6087899723999313	[50, 36]	[36, 34]	[6, 6]	[1, 2]	0.7633655513296014	False
ENSMUSG00000005045.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	EX_cortical	INH_midbrain	2	2	3	False	0.05883902021712161	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[50, 36]	[36, 34]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005045.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	3	False	0.097777042432825	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[50, 36]	[36, 34]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005045.17:B1|cell_type|INH_medium_spiny|INH_midbrain	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	INH_medium_spiny	INH_midbrain	2	2	3	False	0.06595224067782453	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[6, 6]	[1, 2]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005045.17:B1|cell_type|INH_medium_spiny|INH_migrating_interneuron	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	INH_medium_spiny	INH_migrating_interneuron	2	2	3	False	0.06360561410625107	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[6, 6]	[1, 2]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005089.16:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	ASC	EX_cerebellum_granule	2	2	3	True	0.003411644724803609	0.1738162581637712	-0.0005929993202495323	-1.0	False	NA	-0.000555783690503221	NA	-1.0	NA	5.02	0.0	0.9026493956337479	[50, 206]	[119, 423]	[0, 0]	[1, 3]	1.0	False
ENSMUSG00000005089.16:B1|cell_type|ASC|EX_cortical	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	ASC	EX_cortical	2	2	3	True	0.011888059271902885	0.3111616190583964	-0.0036991077705074826	-0.9999999999999999	False	-0.005820287575294754	-0.00229341829324323	-0.9999999999999999	-0.9999999999999998	False	198.18	80.95	1.7034202969646276e-09	[50, 206]	[119, 423]	[43, 37]	[41, 75]	1.1235573602581755e-08	False
ENSMUSG00000005089.16:B1|cell_type|ASC|INH_medium_spiny	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	ASC	INH_medium_spiny	2	2	3	True	0.006639995790507294	0.21167218156520404	-0.0014055023945604506	-1.0	False	-0.00011978281063491211	-0.002140068698552988	-0.9999999999999999	-1.0	False	14.829999999999998	5.33	0.3083749540177091	[50, 206]	[119, 423]	[1, 4]	[4, 5]	0.456167558708224	False
ENSMUSG00000005089.16:B1|cell_type|ASC|INH_midbrain	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	ASC	INH_midbrain	2	2	3	False	0.016906946611065093	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[50, 206]	[119, 423]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005089.16:B1|cell_type|ASC|INH_migrating_interneuron	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	ASC	INH_migrating_interneuron	2	2	3	False	0.017387909311638784	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[50, 206]	[119, 423]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005089.16:B1|cell_type|ASC|ODC	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	ASC	ODC	2	2	3	True	0.008875954132966749	0.23873050659998357	-0.00211896102672137	-1.0	False	0.0008849413637946351	-0.0042440944265915905	1.0	-1.0	False	19.549999999999997	8.0	0.15360090997211348	[50, 206]	[119, 423]	[1, 7]	[6, 5]	0.26273121901091523	False
ENSMUSG00000005089.16:B1|cell_type|EX_cerebellum_granule|INH_migrating_interneuron	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	EX_cerebellum_granule	INH_migrating_interneuron	2	2	3	False	0.015923199435795392	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[1, 3]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005089.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	EX_cortical	INH_medium_spiny	2	2	3	True	0.0009616064507356876	0.09948943749319235	-9.566968487351873e-05	-0.9999999999999999	False	-0.00045344693693929815	0.0001244144722688147	-0.9999999999999999	1.0	False	14.829999999999998	5.33	0.7971745329190248	[43, 37]	[41, 75]	[1, 4]	[4, 5]	0.9350536847759086	False
ENSMUSG00000005089.16:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	EX_cortical	INH_midbrain	2	2	3	False	0.004260003285559913	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[43, 37]	[41, 75]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005089.16:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	3	False	0.011543490380616321	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[43, 37]	[41, 75]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005089.16:B1|cell_type|EX_cortical|ODC	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	Slc1a2	alternative first region	EX_cortical	ODC	2	2	3	True	0.00109260410547195	0.07243111245841281	7.913853083596235e-05	1.0	True	0.0006438629101596023	-0.0003116528792849964	1.0	-1.0	False	19.549999999999997	8.0	0.843402053625553	[43, 37]	[41, 75]	[1, 7]	[6, 5]	0.9773923591294991	False
ENSMUSG00000005360.15:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000005360.15:B1	ENSMUSG00000005360.15	Slc1a3	alternative first region	ASC	EX_cerebellum_granule	2	2	2	True	0.02763897467961594	0.08904086552963796	-0.0024609982278247515	-1.0000000000000002	False	NA	-0.0027090286128118412	NA	-1.0	NA	15.83	0.0	0.5768468566574225	[22, 432]	[68, 922]	[0, 0]	[0, 15]	0.7328542519275698	False
ENSMUSG00000005417.18:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000005417.18:B1	ENSMUSG00000005417.18	Mprip	alternative first region	ASC	EX_cerebellum_granule	2	2	4	True	0.03778138980367052	0.0	NA	NA	NA	NA	NA	NA	NA	NA	46.14	9.12	NA	[23, 0]	[22, 0]	[9, 0]	[83, 0]	NA	False
ENSMUSG00000005417.18:B1|cell_type|EX_cerebellum_granule|INH_medium_spiny	ENSMUSG00000005417.18:B1	ENSMUSG00000005417.18	Mprip	alternative first region	EX_cerebellum_granule	INH_medium_spiny	2	2	4	True	0.12188621645217633	0.019182279584579146	0.0023380554814921768	1.0	True	0.00436072274163741	NA	1.0000000000000002	NA	NA	92.53	9.12	0.5300651827380298	[9, 0]	[83, 0]	[215, 5]	[191, 0]	0.6870890109962908	False
ENSMUSG00000005417.18:B1|cell_type|EX_cerebellum_granule|INH_midbrain	ENSMUSG00000005417.18:B1	ENSMUSG00000005417.18	Mprip	alternative first region	EX_cerebellum_granule	INH_midbrain	2	2	4	False	0.13006755383700866	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[9, 0]	[83, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005417.18:B1|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000005417.18:B1	ENSMUSG00000005417.18	Mprip	alternative first region	EX_cortical	EX_hippocampus_granule	2	2	4	True	0.028598619810002463	0.008081072351429545	0.00023110751583565615	0.9999999999999999	True	0.0006461188669811923	NA	1.0	NA	NA	168.13	69.49	0.7433383091716466	[192, 3]	[350, 0]	[98, 0]	[69, 0]	0.8893831864487928	False
ENSMUSG00000005417.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005417.18:B1	ENSMUSG00000005417.18	Mprip	alternative first region	EX_cortical	INH_medium_spiny	2	2	4	True	0.014769981664259075	0.0111012072331496	0.00016396462728475978	0.9999999999999999	True	0.00019473242250031986	NA	1.0	NA	NA	412.86	191.5	0.3583482906576826	[192, 3]	[350, 0]	[215, 5]	[191, 0]	0.5166009040469286	False
ENSMUSG00000005417.18:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000005417.18:B1	ENSMUSG00000005417.18	Mprip	alternative first region	EX_cortical	INH_midbrain	2	2	4	False	0.008008208103932149	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[192, 3]	[350, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005417.18:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005417.18:B1	ENSMUSG00000005417.18	Mprip	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	4	False	0.07924157743810754	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[192, 3]	[350, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005417.18:B2|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	Mprip	cassette exon	ASC	EX_cerebellum_granule	2	2	4	True	0.048467777903664015	0.0	NA	NA	NA	NA	NA	NA	NA	NA	46.14	9.12	NA	[0, 23]	[0, 22]	[0, 9]	[0, 83]	NA	False
ENSMUSG00000005417.18:B2|cell_type|ASC|EX_cortical	ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	Mprip	cassette exon	ASC	EX_cortical	2	2	4	True	0.06557331958178095	0.0	NA	NA	NA	NA	NA	NA	NA	NA	46.14	22.28	NA	[0, 23]	[0, 22]	[0, 195]	[0, 350]	NA	False
ENSMUSG00000005417.18:B2|cell_type|ASC|INH_midbrain	ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	Mprip	cassette exon	ASC	INH_midbrain	2	2	4	False	0.043134578622760836	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 23]	[0, 22]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005417.18:B2|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cerebellum_granule	EX_cortical	2	2	4	True	0.045791770596902794	0.0	NA	NA	NA	NA	NA	NA	NA	NA	92.53	9.12	NA	[0, 9]	[0, 83]	[0, 195]	[0, 350]	NA	False
ENSMUSG00000005417.18:B2|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cortical	EX_hippocampus_granule	2	2	4	True	0.15994417083247975	0.0	NA	NA	NA	NA	NA	NA	NA	NA	168.13	69.49	NA	[0, 195]	[0, 350]	[0, 98]	[0, 69]	NA	False
ENSMUSG00000005417.18:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cortical	INH_medium_spiny	2	2	4	True	0.05932792903045083	0.05768385503648427	0.0034222636578073525	1.0	True	0.003350636424211101	0.0035050595033889096	1.0	1.0	True	412.85999999999996	191.5	9.849739441008605e-07	[0, 195]	[0, 350]	[8, 212]	[8, 183]	4.940259938380878e-06	True
ENSMUSG00000005417.18:B2|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cortical	INH_midbrain	2	2	4	False	0.0296029821902243	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 195]	[0, 350]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005417.18:B2|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005417.18:B2	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	4	False	0.11070658667510985	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 195]	[0, 350]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005417.18:B3|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18	Mprip	cassette exon	ASC	EX_cerebellum_granule	2	2	4	True	0.03778139043664748	0.034328547677890474	0.0012969802629414482	1.0	True	0.0025080749929638924	NA	1.0	NA	NA	46.14	9.12	0.6305481982147783	[22, 1]	[22, 0]	[9, 0]	[83, 0]	0.781490237941868	False
ENSMUSG00000005417.18:B3|cell_type|EX_cerebellum_granule|INH_medium_spiny	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cerebellum_granule	INH_medium_spiny	2	2	4	True	0.1218862231990742	0.10005614047599211	0.012195465070494696	1.0	True	0.013066594938409828	0.01118850262891928	0.9999999999999999	0.9999999999999999	True	92.53	9.12	0.003406759982902169	[9, 0]	[83, 0]	[204, 16]	[179, 12]	0.010381993239034142	True
ENSMUSG00000005417.18:B3|cell_type|EX_cerebellum_granule|INH_midbrain	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cerebellum_granule	INH_midbrain	2	2	4	False	0.13006757968928706	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[9, 0]	[83, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005417.18:B3|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cortical	EX_hippocampus_granule	2	2	4	True	0.028598657016418356	0.008081072351429545	0.0002311078165033949	0.9999999999999999	True	0.0006461197075730615	NA	1.0	NA	NA	168.13	69.49	0.7433383091716466	[192, 3]	[350, 0]	[98, 0]	[69, 0]	0.8893831864487928	False
ENSMUSG00000005417.18:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cortical	INH_medium_spiny	2	2	4	True	0.014769989960929045	0.09197506812456256	0.0013584708328555541	1.0	True	0.0012496970554175808	0.0013558059899604897	0.9999999999999998	1.0	True	412.85999999999996	191.5	2.9245350909382428e-08	[192, 3]	[350, 0]	[204, 16]	[179, 12]	1.706865025802138e-07	True
ENSMUSG00000005417.18:B3|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cortical	INH_midbrain	2	2	4	False	0.00800820633976692	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[192, 3]	[350, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005417.18:B3|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18	Mprip	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	4	False	0.0792417305874365	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[192, 3]	[350, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005506.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005506.17:B1	ENSMUSG00000005506.17	Celf1	alternative first region	EX_cortical	INH_medium_spiny	4	4	6	True	0.07594029382989617	0.3702259965989643	-0.0020368130415321416	-0.0724455948929976	False	0.00096031552574352	-0.007073222099692201	0.03699802073325898	-0.19981162260188784	False	52.92999999999999	17.26	0.005820108937711928	[9, 22, 3, 0]	[0, 14, 2, 0]	[22, 17, 3, 0]	[6, 12, 5, 0]	0.016089144053555153	False
ENSMUSG00000005506.17:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005506.17:B2	ENSMUSG00000005506.17	Celf1	cassette exon	EX_cortical	INH_medium_spiny	2	2	9	True	0.028309772157653002	0.0	NA	NA	NA	NA	NA	NA	NA	NA	57.39999999999999	19.400000000000002	NA	[0, 37]	[0, 19]	[0, 45]	[0, 27]	NA	False
ENSMUSG00000005506.17:B2|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005506.17:B2	ENSMUSG00000005506.17	Celf1	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	9	False	0.028742395047466864	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 37]	[0, 19]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005506.17:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005506.17:B3	ENSMUSG00000005506.17	Celf1	cassette exon	EX_cortical	INH_medium_spiny	2	2	9	True	0.02672125912836922	0.027972987893251554	0.0007474734580903097	1.0	True	0.0015952204131305118	NA	0.9999999999999999	NA	NA	57.4	19.400000000000002	0.9389950416927851	[32, 5]	[19, 0]	[36, 8]	[27, 0]	1.0	False
ENSMUSG00000005506.17:B3|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005506.17:B3	ENSMUSG00000005506.17	Celf1	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	9	False	0.03481563969159785	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[32, 5]	[19, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005506.17:B4|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005506.17:B4	ENSMUSG00000005506.17	Celf1	compound internal	EX_cortical	INH_medium_spiny	3	3	9	True	0.03442918102221287	0.041906785323082	-0.0005913117904317864	-0.4098316544337664	False	0.0016278924576366765	-0.0038235655692277133	0.8268901077774441	-0.861714286196364	False	57.400000000000006	19.400000000000002	0.9032531319569086	[26, 5, 5]	[14, 0, 4]	[31, 8, 5]	[18, 0, 8]	1.0	False
ENSMUSG00000005506.17:B5|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005506.17:B5	ENSMUSG00000005506.17	Celf1	alternative last region	EX_cortical	INH_medium_spiny	2	2	9	True	0.025644552728855057	0.07038460259672775	-0.0018049816525912935	-1.0	False	-0.0012001044916926736	-0.003273036867751342	-1.0	-1.0	False	57.400000000000006	19.400000000000002	0.6427148501213136	[28, 9]	[17, 2]	[32, 12]	[21, 5]	0.7904653903790868	False
ENSMUSG00000005506.17:B5|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005506.17:B5	ENSMUSG00000005506.17	Celf1	alternative last region	EX_cortical	INH_migrating_interneuron	2	2	9	False	0.015459545011894789	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[28, 9]	[17, 2]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005583.17:B3|cell_type|ASC|EX_cortical	ENSMUSG00000005583.17:B3	ENSMUSG00000005583.17	Mef2c	cassette exon	ASC	EX_cortical	2	2	13	True	0.13301742668020006	0.3595669474584014	0.047828670070171254	1.0	True	0.15589081234263863	0.004251021144463523	1.0	1.0	True	10.5	3.0	0.08494446017225299	[3, 0]	[1, 6]	[117, 568]	[212, 1703]	0.15976858426929616	False
ENSMUSG00000005583.17:B3|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000005583.17:B3	ENSMUSG00000005583.17	Mef2c	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	13	False	0.03506783710236158	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[117, 568]	[212, 1703]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000005871.16:B1|cell_type|ASC|EX_cortical	ENSMUSG00000005871.16:B1	ENSMUSG00000005871.16	Apc	alternative first region	ASC	EX_cortical	2	2	3	True	0.012793961181860368	0.9007489777759433	0.011524147456265826	1.0	True	0.01230730168402136	0.011744123430600979	1.0	1.0	True	77.03999999999999	23.630000000000003	2.142359375408166e-22	[0, 45]	[8, 78]	[36, 17]	[17, 6]	3.173987813104714e-21	True
ENSMUSG00000005871.16:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000005871.16:B1	ENSMUSG00000005871.16	Apc	alternative first region	EX_cerebellum_granule	EX_cortical	2	2	3	True	0.0066446523937971295	0.2554719249528068	-0.0016975221376856282	-1.0	False	NA	-0.0012683619979358119	NA	-1.0	NA	10.930000000000001	0.0	0.35282067313630994	[0, 0]	[9, 1]	[36, 17]	[17, 6]	0.5101596219673671	False
ENSMUSG00000005871.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005871.16:B1	ENSMUSG00000005871.16	Apc	alternative first region	EX_cortical	INH_medium_spiny	2	2	3	True	0.011818759721199536	0.2801084329376389	0.0033105342647716876	1.0	True	0.004143858351677969	0.002688137401413471	1.0000000000000002	1.0000000000000002	True	34.06	15.599999999999998	0.0759560502126166	[36, 17]	[17, 6]	[7, 10]	[9, 6]	0.14484292347475206	False
ENSMUSG00000005871.16:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000005871.16:B1	ENSMUSG00000005871.16	Apc	alternative first region	EX_cortical	INH_midbrain	2	2	3	False	0.012986603554121538	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[36, 17]	[17, 6]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000006005.19:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000006005.19:B1	ENSMUSG00000006005.19	Tpr	alternative first region	EX_cortical	INH_medium_spiny	2	2	2	True	0.06025009663695329	0.004561553687306077	0.00027483405047484176	1.0	True	0.0014097797022681639	0.0007096140760189721	1.0000000000000002	1.0	True	2002.86	856.6199999999999	0.7496171321060803	[104, 751]	[121, 1462]	[119, 1012]	[59, 810]	0.8936837409031964	False
ENSMUSG00000006005.19:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000006005.19:B1	ENSMUSG00000006005.19	Tpr	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.026534930592575227	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[104, 751]	[121, 1462]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000006005.19:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000006005.19:B1	ENSMUSG00000006005.19	Tpr	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	2	False	0.03724088370093532	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[104, 751]	[121, 1462]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000006307.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000006307.17:B1	ENSMUSG00000006307.17	Kmt2b	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.15392530919088576	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[9, 0]	[56, 33]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000006575.15:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000006575.15:B1	ENSMUSG00000006575.15	Rundc3a	cassette exon	EX_cortical	INH_medium_spiny	2	2	4	True	0.05715746544652337	0.00955591964597846	0.0005461921469747677	1.0	True	0.0008692218052535682	-0.0002166556455354592	1.0	-1.0000000000000002	False	738.17	211.83999999999997	0.725557186847207	[85, 408]	[242, 1149]	[97, 429]	[36, 175]	0.8733894636673254	False
ENSMUSG00000006575.15:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000006575.15:B1	ENSMUSG00000006575.15	Rundc3a	cassette exon	EX_cortical	INH_midbrain	2	2	4	False	0.04041860695479533	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[85, 408]	[242, 1149]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000006575.15:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000006575.15:B1	ENSMUSG00000006575.15	Rundc3a	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	4	False	0.0806084876064775	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[85, 408]	[242, 1149]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000006930.16:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000006930.16:B1	ENSMUSG00000006930.16	Hap1	alternative first region	EX_cortical	INH_midbrain	2	2	2	False	0.42978635698382656	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[6, 3]	[10, 13]	[0, 0]	[0, 0]	NA	False
