zeta	test_id	block_id	gene_id	gene_name	event_type	level_a	level_b	n_paths	n_mappable_paths	n_mapped_transcripts	mapping_complete	original_effect_norm	long_read_effect_norm	pooled_dot_product	pooled_cosine	pooled_replicated	replicate_1_dot_product	replicate_2_dot_product	replicate_1_cosine	replicate_2_cosine	both_replicates_replicated	minimum_pooled_depth	minimum_replicate_depth	technical_g_test_p_value	counts_a_rep1	counts_a_rep2	counts_b_rep1	counts_b_rep2	technical_g_test_fdr	technical_bh_directional_replication	test_statistic	test_p_value	test_raw_p_value
128.0	ENSMUSG00000032356.13:B2|cell_type|EX_cortical|ODC	ENSMUSG00000032356.13:B2	ENSMUSG00000032356.13	ENSMUSG00000032356.13	local path	EX_cortical	ODC	2	2	2	True	0.2260927559609163	0.0722928837131042	0.0163448973150577	1.0	True	0.0211350947084984	0.0118633836917781	1.0000000000000002	1.0	True	358.0	161.0	0.0018465487568021	[142, 1569]	[255, 3164]	[24, 137]	[22, 175]	0.0058019974598973	True	857.5023108316152	2.0708650003106297e-05	2.4635767962019595e-06
128.0	ENSMUSG00000035864.15:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000035864.15:B1	ENSMUSG00000035864.15	ENSMUSG00000035864.15	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0459801531228162	0.1385690971853865	0.0063714283066744	1.0	True	-0.0026340600224372	0.0260421106075677	-1.0	1.0	False	296.54	94.32	0.0017149578449735	[406, 280]	[480, 320]	[111, 90]	[94, 0]	0.0054520109470622	True	223.72278284647103	3.1724881824815205e-05	1.306850263844507e-17
128.0	ENSMUSG00000031229.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000031229.17:B1	ENSMUSG00000031229.17	ENSMUSG00000031229.17	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0268332271397178	0.0001399732738992	-3.75593465202923e-06	-1.0	False	5.379706792444947e-05	-5.6027393281106416e-05	1.0	-1.0	False	1268.73	563.34	1.0	[0, 899]	[2, 1352]	[1, 704]	[0, 563]	1.0	False	153.10977812332823	3.1724881824815205e-05	5.042229302126052e-15
128.0	ENSMUSG00000019986.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000019986.18:B1	ENSMUSG00000019986.18	ENSMUSG00000019986.18	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.030805814611101	0.0007457495985631	2.29734238796395e-05	1.0	True	-8.012916625314465e-06	6.018526068506898e-05	-1.0	1.0	False	5200.73	2251.22	0.4027141817127381	[4209, 3]	[3853, 0]	[2947, 1]	[2248, 3]	0.5613591623874531	False	165.7969234643575	3.1724881824815205e-05	7.335324301883358e-14
128.0	ENSMUSG00000033981.15:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	ENSMUSG00000033981.15	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0083345599004032	0.1905853246256068	0.0015884448042299	1.0	True	0.001256015960913	0.0018101748842439	1.0000000000000002	1.0	True	4758.3	2018.8	3.04950257602646e-60	[643, 1535]	[1475, 3016]	[517, 2222]	[352, 1665]	2.0628988014296642e-58	True	116.86338593513368	3.1724881824815205e-05	1.9890455444410157e-13
128.0	ENSMUSG00000032356.13:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000032356.13:B2	ENSMUSG00000032356.13	ENSMUSG00000032356.13	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0597724654390246	0.1464542219583237	0.0087539299204031	1.0	True	0.0078934674766721	0.009607388167954	1.0	1.0	True	3896.5	1503.5	1.4499173646228166e-49	[142, 1569]	[255, 3164]	[422, 1971]	[283, 1220]	6.94752070548433e-48	True	93.51920224552892	3.1724881824815205e-05	4.8213668362510674e-12
128.0	ENSMUSG00000028248.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000028248.16:B1	ENSMUSG00000028248.16	ENSMUSG00000028248.16	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0759861345560496	0.0415995261836237	-0.0031609871940567	-1.0000000000000002	False	-0.0047555894138589	-0.0011406438503146	-1.0	-1.0	False	1205.6999999999998	477.1	7.989848381117613e-06	[828, 15]	[1515, 38]	[682, 45]	[460, 16]	3.4284797157780804e-05	False	93.70629228375822	3.1724881824815205e-05	4.882294025965741e-12
128.0	ENSMUSG00000040225.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000040225.16:B1	ENSMUSG00000040225.16	ENSMUSG00000040225.16	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0121714262008341	0.0751687791901779	-0.00091491124852	-1.0000000000000002	False	9.41425060052596e-06	-0.0019727718298219	1.0	-1.0	False	333.87	142.16	0.1284391791721127	[74, 180]	[37, 130]	[41, 100]	[64, 127]	0.2272628823158314	False	98.80315759191453	3.1724881824815205e-05	5.464788417349956e-12
128.0	ENSMUSG00000022263.11:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000022263.11:B1	ENSMUSG00000022263.11	ENSMUSG00000022263.11	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0843833246818368	0.0116287524626656	0.0009812727947018	1.0	True	0.0150974529198587	-0.0150967282305235	1.0000000000000002	-1.0	False	50.7	17.5	1.0	[51, 7]	[23, 0]	[17, 0]	[29, 4]	1.0	False	86.56510968070772	3.1724881824815205e-05	1.0973670174596732e-11
128.0	ENSMUSG00000063077.16:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000063077.16:B2	ENSMUSG00000063077.16	ENSMUSG00000063077.16	local path	EX_cortical	INH_medium_spiny	2	2	3	True	0.0322793652791776	0.1342308654088852	0.0043328871362735	1.0	True	0.0105915024557662	-0.0040585471956921	1.0	-0.9999999999999998	False	228.79	92.63	0.0116097181172776	[165, 106]	[175, 71]	[114, 21]	[57, 34]	0.029024295293194	True	113.56507863861204	3.1724881824815205e-05	1.7414932027837528e-11
128.0	ENSMUSG00000039218.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000039218.18:B1	ENSMUSG00000039218.18	ENSMUSG00000039218.18	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0951887021349558	0.054641199858953	0.0052012248976704	1.0000000000000002	True	0.0031954830871463	0.0082082432883303	1.0	1.0	True	1674.9799999999998	755.22	0.0072244633573547	[314, 860]	[426, 1073]	[267, 652]	[260, 494]	0.01932123921153	True	83.35819980529877	3.1724881824815205e-05	1.8197056269432493e-11
128.0	ENSMUSG00000027254.14:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000027254.14:B1	ENSMUSG00000027254.14	ENSMUSG00000027254.14	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0253977235718153	0.0922921385403802	0.0023440102225002	1.0000000000000002	True	0.0009390275850631	0.0084377805983891	1.0	1.0000000000000002	True	60.07000000000001	13.66	0.0837469938071696	[0, 13]	[1, 103]	[1, 44]	[3, 10]	0.1576252747598119	False	87.62240455177522	3.1724881824815205e-05	1.966097981456037e-11
128.0	ENSMUSG00000014602.16:B4|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000014602.16:B4	ENSMUSG00000014602.16	ENSMUSG00000014602.16	local path	EX_cortical	INH_medium_spiny	2	2	4	True	0.004007365349191	0.0242052973949075	-9.699947004721648e-05	-1.0000000000000002	False	0.001233326412499	-0.0008047860256691	0.9999999999999998	-1.0	False	112.71	37.08	0.8027982387897554	[160, 44]	[103, 24]	[37, 0]	[50, 25]	0.9382296489920922	False	104.03433013299532	3.1724881824815205e-05	3.128454083995536e-11
128.0	ENSMUSG00000057230.15:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000057230.15:B1	ENSMUSG00000057230.15	ENSMUSG00000057230.15	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0317590153063359	0.12676835743118	0.0040260382040159	1.0	True	0.0019886291858274	0.0066454938111841	1.0000000000000002	1.0000000000000002	True	214.49	95.32	0.0210521023079082	[61, 155]	[99, 247]	[38, 80]	[41, 53]	0.0485168690462815	True	109.14554056964724	3.1724881824815205e-05	6.538175186280442e-11
128.0	ENSMUSG00000031229.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000031229.17:B1	ENSMUSG00000031229.17	ENSMUSG00000031229.17	local path	ASC	EX_cortical	2	2	2	True	0.0314182628757701	0.031094886756947	0.000976947326222	1.0	True	0.0010496606063103	0.000934897507102	1.0	1.0	True	262.29999999999995	84.66	7.910187854636067e-05	[2, 82]	[4, 173]	[0, 899]	[2, 1352]	0.000303223867761	True	90.30679245823578	3.1724881824815205e-05	7.750886850949813e-11
128.0	ENSMUSG00000022892.12:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000022892.12:B3	ENSMUSG00000022892.12	ENSMUSG00000022892.12	local path	EX_cortical	INH_medium_spiny	2	2	5	True	0.0333964670170585	0.0375951607427021	0.0012555455457446	1.0	True	0.0023703480990457	0.0008857034395164	1.0	1.0	True	2796.08	1035.63	1.0125595966302508e-06	[42, 1613]	[276, 4539]	[133, 1627]	[78, 956]	5.019153172951675e-06	True	95.373585664303	3.1724881824815205e-05	8.283649892966523e-11
128.0	ENSMUSG00000025261.19:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000025261.19:B1	ENSMUSG00000025261.19	ENSMUSG00000025261.19	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0182611674565836	0.1861323784573275	0.0033989945321014	1.0	True	0.0095544020894291	-0.00537871721061	1.0	-1.0	False	117.45	47.7	0.0555604436916435	[52, 21]	[21, 26]	[23, 43]	[32, 17]	0.1095960724620756	False	88.11946160144423	3.1724881824815205e-05	1.0549808710277419e-10
128.0	ENSMUSG00000014602.16:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000014602.16:B2	ENSMUSG00000014602.16	ENSMUSG00000014602.16	local path	EX_cortical	INH_medium_spiny	2	2	5	True	0.0048209790172618	0.2705001868436349	-0.0013040757249385	-1.0000000000000002	False	-0.0023569037853276	-0.0001237023513624	-1.0	-1.0	False	138.87	46.510000000000005	7.504936394332331e-06	[150, 102]	[124, 28]	[43, 2]	[76, 15]	3.244615358451948e-05	False	91.72986951845806	3.1724881824815205e-05	1.2888561815918835e-10
128.0	ENSMUSG00000035545.14:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000035545.14:B1	ENSMUSG00000035545.14	ENSMUSG00000035545.14	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0547196464608404	0.2016146151951046	0.0110322804648145	1.0	True	0.0255989175371338	0.0066184767104694	1.0	1.0	True	40.5	12.66	0.134008222319954	[5, 7]	[4, 26]	[2, 19]	[1, 18]	0.2361468675008464	False	97.4477128938656	3.1724881824815205e-05	1.4233527610098886e-10
128.0	ENSMUSG00000020863.16:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000020863.16:B2	ENSMUSG00000020863.16	ENSMUSG00000020863.16	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.1321056092519206	0.1302602892853158	0.017208114877368	1.0000000000000002	True	-0.0045356024174764	0.0436291658977525	-1.0	1.0000000000000002	False	115.24	45.56	0.1460962793247265	[37, 38]	[67, 53]	[35, 33]	[14, 30]	0.2515130557237059	False	84.74580747243783	3.1724881824815205e-05	2.2840845429598126e-10
128.0	ENSMUSG00000022892.12:B3|cell_type|ASC|EX_cortical	ENSMUSG00000022892.12:B3	ENSMUSG00000022892.12	ENSMUSG00000022892.12	local path	ASC	EX_cortical	2	2	5	True	0.0583490383035014	0.084087739694371	0.0049064387442817	1.0	True	0.0101069821546747	0.0015586398016558	1.0	1.0	True	243.34	110.07	0.0004346403650739	[16, 93]	[10, 123]	[42, 1613]	[276, 4539]	0.0014920490144327	True	89.66762710609599	3.1724881824815205e-05	1.5702111309981086e-09
128.0	ENSMUSG00000029673.20:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000029673.20:B3	ENSMUSG00000029673.20	ENSMUSG00000029673.20	local path	EX_cortical	INH_medium_spiny	2	2	5	True	0.0303078207304934	0.2833195735904557	-0.0085867988458193	-1.0	False	0.0071333098447866	-0.0428617311230362	1.0	-1.0	False	33.31	7.19	0.0586902319809869	[9, 3]	[24, 0]	[23, 2]	[0, 7]	0.1151770764131996	False	68.84908482224604	3.1724881824815205e-05	1.6538358978415062e-09
128.0	ENSMUSG00000039262.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000039262.17:B1	ENSMUSG00000039262.17	ENSMUSG00000039262.17	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0492792518547881	0.1041544761733439	0.0051326546631497	0.9999999999999998	True	0.0055693925378944	0.0051072452357672	1.0	1.0	True	196.08	88.34	0.0591845112525648	[54, 165]	[33, 94]	[14, 73]	[20, 87]	0.1157520203068869	False	68.61433981675363	3.1724881824815205e-05	2.871233369058535e-09
128.0	ENSMUSG00000004110.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	ENSMUSG00000004110.18	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0190386415499868	0.2676207518460063	0.005095135565734	1.0	True	0.0063521043373703	NA	1.0	NA	NA	63.06999999999999	20.37	6.968496595264024e-05	[19, 63]	[0, 20]	[0, 23]	[0, 39]	0.0002689184927702	True	59.92653445960213	3.1724881824815205e-05	3.217247245891164e-09
128.0	ENSMUSG00000050812.19:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000050812.19:B2	ENSMUSG00000050812.19	ENSMUSG00000050812.19	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0995767634824296	0.0214857032867357	0.0021394767944369	1.0	True	0.0007498668808088	0.0036678175464209	1.0	1.0	True	2037.5	910.08	0.000141939207449	[936, 12]	[1659, 16]	[1106, 20]	[877, 32]	0.0005215018804038	True	59.40819495565803	3.1724881824815205e-05	3.7129156418729636e-09
128.0	ENSMUSG00000025658.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000025658.17:B1	ENSMUSG00000025658.17	ENSMUSG00000025658.17	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.1349458877963013	0.0629685546515231	-0.0084973475106997	-0.9999999999999998	False	-0.0027215129221727	-0.0131819423001535	-1.0000000000000002	-1.0	False	826.16	393.5	0.0348204351238619	[361, 462]	[422, 637]	[178, 215]	[202, 230]	0.0742922085202991	False	53.15465921524362	3.1724881824815205e-05	8.363491114491066e-09
128.0	ENSMUSG00000015222.19:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000015222.19:B3	ENSMUSG00000015222.19	ENSMUSG00000015222.19	local path	EX_cortical	INH_medium_spiny	2	2	7	True	0.0184559090662375	0.0117723530087724	0.0002172694766255	1.0000000000000002	True	0.0003919845834402	7.573285264179106e-05	1.0000000000000002	1.0000000000000002	True	711.17	318.28	0.0074691156625444	[0, 523]	[0, 564]	[4, 313]	[1, 391]	0.0197459379584509	True	54.79214459200772	3.1724881824815205e-05	1.0565640725569592e-08
128.0	ENSMUSG00000005089.16:B1|cell_type|ASC|EX_cortical	ENSMUSG00000005089.16:B1	ENSMUSG00000005089.16	ENSMUSG00000005089.16	local path	ASC	EX_cortical	2	2	3	True	0.0118880592719028	0.3111616190583964	-0.0036991077705074	-1.0	False	-0.0058202875752947	-0.0022934182932432	-1.0	-0.9999999999999998	False	198.18	80.95	1.7034202969646274e-09	[50, 206]	[119, 423]	[43, 37]	[41, 75]	1.1005243491625405e-08	False	57.319482679972246	3.1724881824815205e-05	1.116314073769504e-08
128.0	ENSMUSG00000028161.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000028161.18:B1	ENSMUSG00000028161.18	ENSMUSG00000028161.18	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0355543433315016	0.0314303061724785	0.0011174838966705	1.0000000000000002	True	0.0025132481523661	0.0003970486229721	1.0000000000000002	1.0000000000000002	True	18239.32	5806.34	5.0315101046652185e-17	[5172, 633]	[14871, 1260]	[9469, 595]	[7600, 574]	5.510701543204765e-16	True	54.468909368426026	3.1724881824815205e-05	1.117610289898446e-08
128.0	ENSMUSG00000033981.15:B1|cell_type|ASC|EX_cortical	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	ENSMUSG00000033981.15	local path	ASC	EX_cortical	2	2	2	True	0.008466767838645	0.4573325966523397	0.0038721289209	1.0000000000000002	True	0.0039621681851714	0.0037803767260438	1.0000000000000002	1.0000000000000002	True	167.93	29.56	4.813531236140894e-17	[18, 11]	[89, 49]	[643, 1535]	[1475, 3016]	5.322654732271179e-16	True	56.92480591352305	3.1724881824815205e-05	1.2043403503817384e-08
128.0	ENSMUSG00000040249.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000040249.16:B1	ENSMUSG00000040249.16	ENSMUSG00000040249.16	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0584367372747376	0.0227049516845601	0.0013268032964262	1.0	True	-0.0023244905434064	0.004787820208977	-1.0	1.0	False	228.16	94.16	0.3611386008620715	[11, 199]	[6, 389]	[3, 130]	[7, 87]	0.5178421334057135	False	60.87911158855868	3.1724881824815205e-05	1.618111086124607e-08
128.0	ENSMUSG00000034818.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000034818.18:B1	ENSMUSG00000034818.18	ENSMUSG00000034818.18	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0373811900251206	0.1718439834306889	-0.0064237325992962	-1.0	False	-0.009924442719466	-0.003183807973847	-1.0	-1.0	False	56.85	24.45	0.2022427409204876	[19, 4]	[24, 8]	[20, 12]	[21, 9]	0.3289662688239898	False	61.86383824121974	3.1724881824815205e-05	1.7914963861058304e-08
128.0	ENSMUSG00000039218.18:B1|cell_type|ASC|EX_cortical	ENSMUSG00000039218.18:B1	ENSMUSG00000039218.18	ENSMUSG00000039218.18	local path	ASC	EX_cortical	2	2	2	True	0.0809851658084657	0.0103470656626409	-0.00083795882832	-1.0000000000000002	False	-0.0025007322980751	-0.0002327244682929	-1.0	-1.0000000000000002	False	804.26	279.08	0.7167486585627892	[68, 210]	[148, 376]	[314, 860]	[426, 1073]	0.8621976541288783	False	52.70115920102464	3.1724881824815205e-05	2.1755762209972953e-08
128.0	ENSMUSG00000063077.16:B2|cell_type|ASC|EX_cortical	ENSMUSG00000063077.16:B2	ENSMUSG00000063077.16	ENSMUSG00000063077.16	local path	ASC	EX_cortical	2	2	3	True	0.067657612970471	0.4147377849362027	0.028060168537444	1.0	True	0.0373574737833039	0.019679516610292	0.9999999999999998	1.0	True	285.12	117.51	4.658363678453419e-24	[117, 0]	[153, 13]	[165, 106]	[175, 71]	7.048839776607147e-23	True	52.92835364528487	3.1724881824815205e-05	2.5171588043844106e-08
128.0	ENSMUSG00000024109.19:B2|cell_type|ASC|EX_cortical	ENSMUSG00000024109.19:B2	ENSMUSG00000024109.19	ENSMUSG00000024109.19	local path	ASC	EX_cortical	2	2	12	True	0.1081442413920874	0.078298993866534	-0.00846758529346	-1.0	False	-0.0018444118104116	-0.0108906697014269	-1.0	-1.0	False	473.7000000000001	131.3	0.0200106896117547	[55, 76]	[111, 231]	[695, 916]	[1541, 2352]	0.0468682139582851	False	52.92023008699832	3.1724881824815205e-05	3.1123536610670215e-08
128.0	ENSMUSG00000034730.18:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000034730.18:B2	ENSMUSG00000034730.18	ENSMUSG00000034730.18	local path	EX_cortical	INH_medium_spiny	2	2	3	True	0.0546455835747118	0.0496818345700597	0.0027148928431432	1.0	True	0.0026390852681	NA	1.0	NA	NA	43.86	0.0	0.459855264598039	[2, 81]	[4, 179]	[2, 41]	[0, 0]	0.6165444442551818	False	50.263664039004	3.1724881824815205e-05	5.223414010683567e-08
128.0	ENSMUSG00000028248.16:B1|cell_type|ASC|EX_cortical	ENSMUSG00000028248.16:B1	ENSMUSG00000028248.16	ENSMUSG00000028248.16	local path	ASC	EX_cortical	2	2	2	True	0.0626005612524727	0.0361968320576056	-0.0022659420023676	-0.9999999999999998	False	0.0009443208161216	-0.0037048155799166	1.0	-1.0	False	955.02	299.77	0.0002525258281262	[297, 2]	[611, 43]	[828, 15]	[1515, 38]	0.0008935529302929	False	48.232107406078896	3.1724881824815205e-05	5.3998754048698763e-08
128.0	ENSMUSG00000040225.16:B1|cell_type|ASC|EX_cortical	ENSMUSG00000040225.16:B1	ENSMUSG00000040225.16	ENSMUSG00000040225.16	local path	ASC	EX_cortical	2	2	2	True	0.0238334804087483	0.3816072647923064	0.0090950292692634	1.0000000000000002	True	0.0106182879012067	0.0092409509470716	1.0	1.0	True	95.67000000000002	32.7	1.1505105300835815e-06	[19, 12]	[31, 31]	[74, 180]	[37, 130]	5.654218417077431e-06	True	48.11098202134326	3.1724881824815205e-05	5.4683865354286123e-08
128.0	ENSMUSG00000028809.17:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000028809.17:B3	ENSMUSG00000028809.17	ENSMUSG00000028809.17	local path	EX_cortical	INH_medium_spiny	2	2	4	True	0.0184494315008444	0.0009476978909598	-1.7484487322757838e-05	-1.0	False	-0.0006562552115532	-5.107325248033835e-05	-1.0	-1.0	False	611.3199999999999	197.04	1.0	[60, 136]	[139, 396]	[98, 248]	[68, 195]	1.0	False	56.79400118507213	3.1724881824815205e-05	6.666555645561263e-08
128.0	ENSMUSG00000028161.18:B1|cell_type|ASC|EX_cortical	ENSMUSG00000028161.18:B1	ENSMUSG00000028161.18	ENSMUSG00000028161.18	local path	ASC	EX_cortical	2	2	2	True	0.0217235441369715	0.3296075217649544	-0.0071602435469388	-1.0	False	-0.0080044454925034	-0.0066846021224707	-1.0	-1.0000000000000002	False	587.0	188.0	7.49215290669251e-55	[118, 69]	[281, 118]	[5172, 633]	[14871, 1260]	4.786653245942436e-53	False	60.00204192480351	3.1724881824815205e-05	7.435621939407138e-08
128.0	ENSMUSG00000034799.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000034799.17:B1	ENSMUSG00000034799.17	ENSMUSG00000034799.17	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.1411212746144019	0.0460018867860059	-0.0064918448979085	-1.0000000000000002	False	0.0014148493865365	-0.0070404551861299	1.0000000000000002	-1.0000000000000002	False	68.34	26.98	0.7059180213059841	[2, 24]	[9, 50]	[3, 36]	[3, 25]	0.8518423132233807	False	57.4937466962709	3.1724881824815205e-05	7.799373716446242e-08
128.0	ENSMUSG00000014602.16:B4|cell_type|ASC|EX_cortical	ENSMUSG00000014602.16:B4	ENSMUSG00000014602.16	ENSMUSG00000014602.16	local path	ASC	EX_cortical	2	2	4	True	0.0061399377481163	0.1205591095018559	0.0007402254273097	1.0	True	0.0018896573524	0.0001326787753878	1.0	0.9999999999999998	True	30.52	9.5	0.3554216373087795	[9, 0]	[17, 3]	[160, 44]	[103, 24]	0.5115580511953648	False	49.790153969288205	3.1724881824815205e-05	9.996366011297869e-08
128.0	ENSMUSG00000020863.16:B2|cell_type|ASC|EX_cortical	ENSMUSG00000020863.16:B2	ENSMUSG00000020863.16	ENSMUSG00000020863.16	local path	ASC	EX_cortical	2	2	2	True	0.0510398940586862	0.1384839886550122	0.0070682081097761	1.0	True	-0.0013895683032805	0.0121091567621604	-1.0	1.0	False	80.34	29.49	0.1778642917427999	[15, 14]	[19, 31]	[37, 38]	[67, 53]	0.2968707336781131	False	48.64190526537921	3.1724881824815205e-05	1.2426307403827986e-07
128.0	ENSMUSG00000063870.13:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000063870.13:B1	ENSMUSG00000063870.13	ENSMUSG00000063870.13	local path	EX_cortical	INH_medium_spiny	2	2	3	True	0.0041518506055698	0.0145515686487289	-6.041593910621589e-05	-1.0	False	0.0011112765519599	-0.000900064333855	1.0	-1.0000000000000002	False	562.19	217.86	0.7300606065690185	[33, 184]	[132, 297]	[93, 178]	[44, 245]	0.8752005004816329	False	49.65066003154124	3.1724881824815205e-05	1.3092845107659498e-07
128.0	ENSMUSG00000062044.17:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000062044.17:B3	ENSMUSG00000062044.17	ENSMUSG00000062044.17	local path	EX_cortical	INH_medium_spiny	2	2	4	True	0.026878566064715	1.305710397176859	0.0350956231719035	0.9999999999999998	True	0.0348032552204548	0.0356079794844812	1.0	0.9999999999999998	True	21.5	8.67	1.84834045907669e-18	[8, 0]	[12, 0]	[6, 74]	[2, 43]	2.1470621494325186e-17	True	55.694954914868525	3.1724881824815205e-05	1.40223518817523e-07
128.0	ENSMUSG00000001986.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000001986.17:B1	ENSMUSG00000001986.17	ENSMUSG00000001986.17	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0358198642614255	0.0469275902727897	-0.0016809399136871	-1.0	False	-0.0014613862664708	-0.0022973091756394	-1.0	-1.0	False	1283.56	554.62	0.0347665308180477	[213, 511]	[459, 1164]	[193, 535]	[131, 422]	0.0742922085202991	False	56.2277233154886	3.1724881824815205e-05	1.752348297220755e-07
128.0	ENSMUSG00000014602.16:B2|cell_type|ASC|EX_cortical	ENSMUSG00000014602.16:B2	ENSMUSG00000014602.16	ENSMUSG00000014602.16	local path	ASC	EX_cortical	2	2	5	True	0.0099019645758691	0.2923396004640906	-0.0028947363679191	-1.0	False	-0.0056538520372822	-0.0002527591511342	-1.0	-0.9999999999999998	False	30.52	9.5	0.0188226064504383	[9, 0]	[17, 3]	[150, 102]	[124, 28]	0.0444476333018564	False	45.12322238159216	3.1724881824815205e-05	2.381724843931125e-07
128.0	ENSMUSG00000022521.11:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000022521.11:B1	ENSMUSG00000022521.11	ENSMUSG00000022521.11	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.1699690251664464	0.0004590715236819	-7.802793936189685e-05	-0.9999999999999998	False	0.0270926892566126	-0.0277678487544962	1.0	-1.0	False	230.08	105.58	1.0	[43, 97]	[77, 135]	[52, 72]	[26, 79]	1.0	False	56.53289130953881	3.1724881824815205e-05	2.572524765189131e-07
128.0	ENSMUSG00000032740.18:B1|cell_type|ASC|EX_cortical	ENSMUSG00000032740.18:B1	ENSMUSG00000032740.18	ENSMUSG00000032740.18	local path	ASC	EX_cortical	2	2	2	True	0.0229381161176379	0.0201667635152522	-0.0004625875632298	-1.0000000000000002	False	-0.0006991097858252	-0.0001871013728346	-1.0000000000000002	-1.0	False	4215.83	1192.67	0.0113198094897041	[1094, 98]	[2855, 168]	[1453, 169]	[2517, 164]	0.0284231024304798	False	46.65669558919208	3.1724881824815205e-05	2.647740869945332e-07
128.0	ENSMUSG00000027677.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000027677.18:B1	ENSMUSG00000027677.18	ENSMUSG00000027677.18	local path	EX_cortical	INH_medium_spiny	2	2	2	True	0.0789630239296146	0.2906458429838729	0.0229502746545785	1.0	True	0.0281480414378211	0.0158584878694474	1.0	0.9999999999999998	True	36.8	13.26	0.0039085666079443	[91, 3]	[56, 10]	[16, 6]	[9, 3]	0.0115548884296554	True	50.957413771103695	3.1724881824815205e-05	3.662504895264538e-07
