method	rank	p_value	feature_id	pooled_replicated	minimum_pooled_depth	cumulative_agreement
SUPPA transcript PSI	137	8.538296148209129e-06	SUPPA:SE:21844	True	567.33	0.48175182481751827
SUPPA transcript PSI	138	8.576833659853676e-06	SUPPA:SE:21064	False	338.2	0.4782608695652174
SUPPA transcript PSI	139	8.655469692264465e-06	SUPPA:SE:15071	False	36.5	0.4748201438848921
SUPPA transcript PSI	140	8.688985962011071e-06	SUPPA:SE:1879	False	1693.5	0.4714285714285714
SUPPA transcript PSI	141	8.6994754492712e-06	SUPPA:SE:17790	True	3253.83	0.475177304964539
SUPPA transcript PSI	142	8.800215122923094e-06	SUPPA:SE:9251	False	259.09	0.47183098591549294
SUPPA transcript PSI	143	9.064982956894846e-06	SUPPA:SE:9387	False	57.56	0.46853146853146854
SUPPA transcript PSI	144	9.27074883479321e-06	SUPPA:SE:3788	False	68.73	0.4652777777777778
SUPPA transcript PSI	145	9.66011487746543e-06	SUPPA:SE:7042	True	4463.049999999999	0.4689655172413793
SUPPA transcript PSI	146	9.665835669959734e-06	SUPPA:SE:2594	True	238.93	0.4726027397260274
SUPPA transcript PSI	147	1.0338389121984068e-05	SUPPA:SE:1026	True	208.07	0.47619047619047616
SUPPA transcript PSI	148	1.0408721481481916e-05	SUPPA:SE:7038	False	518.5	0.47297297297297297
SUPPA transcript PSI	149	1.0420213834685966e-05	SUPPA:SE:2596	False	282.55999999999995	0.4697986577181208
SUPPA transcript PSI	150	1.0655387288487828e-05	SUPPA:SE:4108	True	51.34	0.47333333333333333
SUPPA transcript PSI	151	1.1332357897268114e-05	SUPPA:A3SS:1213	True	138.32999999999998	0.4768211920529801
SUPPA transcript PSI	152	1.1388081338401592e-05	SUPPA:SE:23586	False	38.23	0.47368421052631576
SUPPA transcript PSI	153	1.1798783081281546e-05	SUPPA:A3SS:123	False	168.62	0.47058823529411764
SUPPA transcript PSI	154	1.1887104718407068e-05	SUPPA:A3SS:120	False	1470.4899999999998	0.4675324675324675
SUPPA transcript PSI	155	1.2024641738048632e-05	SUPPA:SE:15876	False	98.4	0.4645161290322581
SUPPA transcript PSI	156	1.2024641738048632e-05	SUPPA:SE:15888	False	98.4	0.46153846153846156
SUPPA transcript PSI	157	1.206502735233098e-05	SUPPA:SE:23276	True	38.620000000000005	0.46496815286624205
SUPPA transcript PSI	158	1.2276368392463237e-05	SUPPA:SE:17319	False	332.86	0.4620253164556962
SUPPA transcript PSI	159	1.265103893679674e-05	SUPPA:SE:13518	True	87.6	0.46540880503144655
SUPPA transcript PSI	160	1.2658095312666842e-05	SUPPA:SE:23522	True	231.23	0.46875
SUPPA transcript PSI	161	1.26848449365188e-05	SUPPA:A5SS:113	True	46.99	0.4720496894409938
SUPPA transcript PSI	162	1.2802231558919898e-05	SUPPA:A3SS:2028	False	35.0	0.4691358024691358
SUPPA transcript PSI	163	1.3752512069938262e-05	SUPPA:SE:19643	False	27.17	0.4662576687116564
SUPPA transcript PSI	164	1.456567018250248e-05	SUPPA:SE:23585	False	30.45	0.4634146341463415
SUPPA transcript PSI	165	1.53795328421235e-05	SUPPA:A3SS:799	False	103.75	0.46060606060606063
SUPPA transcript PSI	166	1.5452913116084715e-05	SUPPA:SE:2591	True	311.12	0.463855421686747
SUPPA transcript PSI	167	1.5452913116084715e-05	SUPPA:SE:2616	True	311.12	0.46706586826347307
SUPPA transcript PSI	168	1.6090906134945706e-05	SUPPA:MXE:2265	False	23.0	0.4642857142857143
SUPPA transcript PSI	169	1.6603695148266613e-05	SUPPA:A5SS:427	False	24.230000000000004	0.46153846153846156
SUPPA transcript PSI	170	1.7071517369841802e-05	SUPPA:A5SS:983	False	4248.84	0.4588235294117647
SUPPA transcript PSI	171	1.7269144461310563e-05	SUPPA:SE:23586	False	30.5	0.45614035087719296
SUPPA transcript PSI	172	1.818430652727995e-05	SUPPA:A5SS:983	False	5125.900000000001	0.45348837209302323
SUPPA transcript PSI	173	1.8381686203330536e-05	SUPPA:SE:2174	False	21.17	0.4508670520231214
SUPPA transcript PSI	174	1.8481368562252395e-05	SUPPA:SE:23585	False	181.46	0.4482758620689655
SUPPA transcript PSI	175	1.9073420908494075e-05	SUPPA:A3SS:2365	True	23.2	0.4514285714285714
SUPPA transcript PSI	176	1.9232338585073337e-05	SUPPA:A3SS:2341	True	132.34	0.45454545454545453
SUPPA transcript PSI	177	1.9232338585073337e-05	SUPPA:A3SS:2342	True	132.34	0.4576271186440678
SUPPA transcript PSI	178	1.947042974613968e-05	SUPPA:SE:8897	False	40.370000000000005	0.4550561797752809
SUPPA transcript PSI	179	2.0511381831864847e-05	SUPPA:SE:21844	False	3342.88	0.45251396648044695
SUPPA transcript PSI	180	2.0920055164763822e-05	SUPPA:SE:6981	False	25.67	0.45
SUPPA transcript PSI	181	2.155553163505553e-05	SUPPA:SE:15137	True	739.82	0.4530386740331492
SUPPA transcript PSI	182	2.1652638841947416e-05	SUPPA:SE:20364	False	406.5	0.45054945054945056
SUPPA transcript PSI	183	2.1652638841947416e-05	SUPPA:SE:20366	True	406.5	0.453551912568306
SUPPA transcript PSI	184	2.1652638841947416e-05	SUPPA:SE:20367	True	406.5	0.45652173913043476
SUPPA transcript PSI	185	2.178456679707514e-05	SUPPA:MXE:1789	False	330.18999999999994	0.4540540540540541
SUPPA transcript PSI	186	2.185994076357365e-05	SUPPA:SE:13482	True	36.66	0.45698924731182794
SUPPA transcript PSI	187	2.191102451021912e-05	SUPPA:SE:13509	False	110.38	0.45454545454545453
SUPPA transcript PSI	188	2.2101180659839502e-05	SUPPA:RI:34	False	44.17	0.4521276595744681
SUPPA transcript PSI	189	2.229245847003236e-05	SUPPA:SE:23586	False	182.71	0.4497354497354497
SUPPA transcript PSI	190	2.237683994088403e-05	SUPPA:SE:21547	False	81.21000000000001	0.4473684210526316
SUPPA transcript PSI	191	2.3604757632541336e-05	SUPPA:SE:19957	True	30.97	0.450261780104712
SUPPA transcript PSI	192	2.3916242571898097e-05	SUPPA:SE:16091	False	730.1700000000001	0.4479166666666667
SUPPA transcript PSI	193	2.410944708017191e-05	SUPPA:SE:3788	False	68.73	0.44559585492227977
SUPPA transcript PSI	194	2.4259961253269e-05	SUPPA:MXE:1445	True	250.05	0.4484536082474227
SUPPA transcript PSI	195	2.4365486077983705e-05	SUPPA:A3SS:1824	False	332.86	0.4461538461538462
SUPPA transcript PSI	196	2.4617868557770497e-05	SUPPA:SE:23585	False	25.83	0.44387755102040816
SUPPA transcript PSI	197	2.486623219567381e-05	SUPPA:SE:15074	True	36.5	0.4467005076142132
SUPPA transcript PSI	198	2.497614730395484e-05	SUPPA:A5SS:1139	False	140.16	0.4444444444444444
SUPPA transcript PSI	199	2.577191977765004e-05	SUPPA:SE:20261	True	29.090000000000003	0.4472361809045226
SUPPA transcript PSI	200	2.6039134087021582e-05	SUPPA:SE:3790	True	68.73	0.45
